vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,poolq_binning
0,494,2,0.004048582995951417,-0.7327176957813288,-0.7553490754109691,-0.7621549220969611,-0.66457410491508,1,-0.7621549220969611,-0.6644986919176858,-0.7133268070073235,equal_width
1,561,5,0.008912655971479501,-0.6110077550322003,-0.6084605381650519,-0.6643824924297161,-0.56696270039501,2,-0.6644986919176858,-0.5668424617384105,-0.6156705768280482,equal_width
2,824,5,0.006067961165048544,-0.5173731250622036,-0.5163782789904785,-0.5668357487435178,-0.46924408763234504,3,-0.5668424617384105,-0.4691862315591352,-0.5180143466487728,equal_width
3,1178,14,0.011884550084889643,-0.41827124436120977,-0.41784428174531063,-0.469166720668953,-0.3716016201645183,4,-0.4691862315591352,-0.3715300013798599,-0.42035811646949756,equal_width
4,1623,21,0.012939001848428836,-0.32100004588370873,-0.3191000373506926,-0.3714820081637285,-0.2738808372153731,5,-0.3715300013798599,-0.27387377120058465,-0.3227018862902223,equal_width
5,1923,30,0.015600624024960999,-0.22414449879611203,-0.22324694303810275,-0.2738023214410705,-0.17638607614066537,6,-0.27387377120058465,-0.17621754102130927,-0.22504565611094696,equal_width
6,2221,47,0.021161638901395767,-0.12666415857413135,-0.1263139671533483,-0.17621683877388608,-0.07873611550897636,7,-0.17621754102130927,-0.078561310842034,-0.12738942593167163,equal_width
7,2376,52,0.021885521885521887,-0.030547776603273773,-0.031627300605798554,-0.07854734434119195,0.019056217607690367,8,-0.078561310842034,0.01909491933724128,-0.029733195752396357,equal_width
8,2253,59,0.026187305814469597,0.06749542658056078,0.06749969772498755,0.01910506469722353,0.11671916928804825,9,0.01909491933724128,0.11675114951651655,0.06792303442687891,equal_width
9,1989,56,0.02815485168426345,0.16471522169238936,0.16467588438935346,0.11678241059399694,0.21433262321963378,10,0.11675114951651655,0.21440737969579182,0.1655792646061542,equal_width
10,1705,56,0.03284457478005865,0.2615077726501447,0.2600924779984581,0.21446947776704015,0.311972278222994,11,0.21440737969579182,0.3120636098750672,0.2632354947854295,equal_width
11,1325,63,0.047547169811320754,0.3581802165406568,0.3570803319758369,0.3121210624591895,0.4095879038683894,12,0.3120636098750672,0.4097198400543426,0.3608917249647049,equal_width
12,891,54,0.06060606060606061,0.45540663958316957,0.45276017996613366,0.4097235214035008,0.5073722014710855,13,0.4097198400543426,0.5073760702336177,0.45854795514398017,equal_width
13,596,44,0.0738255033557047,0.5515295994204338,0.5495813082053282,0.5076037481721349,0.6048568906240349,14,0.5073760702336177,0.6050323004128931,0.5562041853232554,equal_width
14,369,22,0.05962059620596206,0.6476291688916943,0.6452486761831269,0.6051423156619042,0.7016381928192611,15,0.6050323004128931,0.7026885305921683,0.6538604155025307,equal_width
15,377,30,0.07957559681697612,0.7730480176586361,0.8003447607714437,0.7031846185542332,0.8003447607714437,16,0.7026885305921683,0.8003447607714437,0.751516645681806,equal_width
