bin,n,selection_rate,mean_team_mean,arm,lambda
0,56,0.0,0.038910196606452854,lambda_01,0.1
1,56,0.0,0.0737293977650277,lambda_01,0.1
2,56,0.0,0.09727688495770796,lambda_01,0.1
3,56,0.0,0.11768127106808676,lambda_01,0.1
4,56,0.0,0.13329429793627587,lambda_01,0.1
5,56,0.0,0.147524571408241,lambda_01,0.1
6,56,0.0,0.1576426143251901,lambda_01,0.1
7,56,0.0,0.16958751578335346,lambda_01,0.1
8,56,0.0,0.18063368121392906,lambda_01,0.1
9,56,0.0,0.19252809412080088,lambda_01,0.1
10,56,0.0,0.2054791399900656,lambda_01,0.1
11,56,0.0,0.2159612228978896,lambda_01,0.1
12,56,0.0,0.2253575655109982,lambda_01,0.1
13,56,0.0,0.2327147456841169,lambda_01,0.1
14,56,0.0,0.2418276143311711,lambda_01,0.1
15,56,0.0,0.2515109334821731,lambda_01,0.1
16,56,0.0,0.2598484671067768,lambda_01,0.1
17,56,0.0,0.2676244855706669,lambda_01,0.1
18,56,0.0,0.27636036314477813,lambda_01,0.1
19,56,0.0,0.28574787880777924,lambda_01,0.1
20,56,0.0,0.2935594606551551,lambda_01,0.1
21,56,0.0,0.30082929001254316,lambda_01,0.1
22,56,0.0,0.3090330119342589,lambda_01,0.1
23,56,0.0,0.3175551766924581,lambda_01,0.1
24,56,0.0,0.32535985445923676,lambda_01,0.1
25,56,0.0,0.3323276204041109,lambda_01,0.1
26,56,0.0,0.3398797879771281,lambda_01,0.1
27,56,0.0,0.3465659870464367,lambda_01,0.1
28,56,0.0,0.35382621170302714,lambda_01,0.1
29,56,0.0,0.3608018493300581,lambda_01,0.1
30,56,0.0,0.36870331339246654,lambda_01,0.1
31,56,0.0,0.3754235364039561,lambda_01,0.1
32,56,0.0,0.3820516285868859,lambda_01,0.1
33,56,0.0,0.38842924712523436,lambda_01,0.1
34,56,0.0,0.3951545381840703,lambda_01,0.1
35,56,0.0,0.40163550952090804,lambda_01,0.1
36,56,0.0,0.40909737366902427,lambda_01,0.1
37,56,0.0,0.4153570370018745,lambda_01,0.1
38,56,0.0,0.4207270015813464,lambda_01,0.1
39,56,0.0,0.4272493324231554,lambda_01,0.1
40,56,0.0,0.4340983640891648,lambda_01,0.1
41,56,0.0,0.4418900901603332,lambda_01,0.1
42,56,0.0,0.4482500944794779,lambda_01,0.1
43,56,0.0,0.4550758516270891,lambda_01,0.1
44,56,0.0,0.4613469642958613,lambda_01,0.1
45,56,0.0,0.46740526744578614,lambda_01,0.1
46,56,0.0,0.4742406483022243,lambda_01,0.1
47,56,0.0,0.48064899938760647,lambda_01,0.1
48,56,0.0,0.48681569235119404,lambda_01,0.1
49,56,0.0,0.4927265328400475,lambda_01,0.1
50,56,0.0,0.49958487051708284,lambda_01,0.1
51,56,0.0,0.5063675151315902,lambda_01,0.1
52,56,0.0,0.5127082195550766,lambda_01,0.1
53,56,0.0,0.5197278802680975,lambda_01,0.1
54,56,0.0,0.5263314816909759,lambda_01,0.1
55,56,0.0,0.5325592358389937,lambda_01,0.1
56,56,0.0,0.539924300349136,lambda_01,0.1
57,56,0.0,0.5472569246741037,lambda_01,0.1
58,56,0.0,0.5538923758342025,lambda_01,0.1
59,56,0.0,0.5606310913324098,lambda_01,0.1
60,56,0.0,0.5677690726373418,lambda_01,0.1
61,56,0.0,0.573514255147301,lambda_01,0.1
62,56,0.0,0.5794300458304692,lambda_01,0.1
63,56,0.0,0.5871516012916098,lambda_01,0.1
64,56,0.0,0.5953381405711038,lambda_01,0.1
65,56,0.0,0.6013263009426327,lambda_01,0.1
66,56,0.0,0.6086998658369983,lambda_01,0.1
67,56,0.0,0.6161579433775194,lambda_01,0.1
68,56,0.0,0.6229353591878313,lambda_01,0.1
69,56,0.0,0.6297161386260391,lambda_01,0.1
70,56,0.0,0.6372741518925261,lambda_01,0.1
71,56,0.0,0.6436711354310612,lambda_01,0.1
72,56,0.0,0.651107448088695,lambda_01,0.1
73,56,0.0,0.6602086136225437,lambda_01,0.1
74,56,0.0,0.6691059775376005,lambda_01,0.1
75,56,0.0,0.6779060301459803,lambda_01,0.1
76,56,0.0,0.6860084028838872,lambda_01,0.1
77,56,0.0,0.6936646771861064,lambda_01,0.1
78,56,0.0,0.7016040880543011,lambda_01,0.1
79,56,0.0,0.7084697167056808,lambda_01,0.1
80,56,0.0,0.7164566628815977,lambda_01,0.1
81,56,0.0,0.7261768289149698,lambda_01,0.1
82,56,0.0,0.7346464829437419,lambda_01,0.1
83,56,0.0,0.743218699843559,lambda_01,0.1
84,56,0.0,0.7517439882719928,lambda_01,0.1
85,56,0.0,0.7609586832439048,lambda_01,0.1
86,56,0.0,0.7708976061610227,lambda_01,0.1
87,56,0.0,0.7791556949696515,lambda_01,0.1
88,56,0.0,0.7906057663008885,lambda_01,0.1
89,56,0.017857142857142856,0.8000650416222941,lambda_01,0.1
90,56,0.9821428571428571,0.8114607068351811,lambda_01,0.1
91,56,1.0,0.8230990808304056,lambda_01,0.1
92,56,1.0,0.8342602301704731,lambda_01,0.1
93,56,1.0,0.8446451807124975,lambda_01,0.1
94,56,1.0,0.8586328141787248,lambda_01,0.1
95,56,1.0,0.8737020717647095,lambda_01,0.1
96,56,1.0,0.8899141875765907,lambda_01,0.1
97,56,1.0,0.9099601727417594,lambda_01,0.1
98,56,1.0,0.9338825873801145,lambda_01,0.1
99,56,1.0,0.9613399475973169,lambda_01,0.1
