bin,n,selection_rate,mean_team_mean,arm,lambda
0,350,0.0,0.10350476732013768,above_1,0.5
1,350,0.0,0.19122097523498524,above_1,0.5
2,350,0.0,0.25175086321086954,above_1,0.5
3,350,0.0,0.30433583190842883,above_1,0.5
4,350,0.0,0.3512663391989104,above_1,0.5
5,350,0.0,0.3944974864739718,above_1,0.5
6,350,0.0,0.43537287468646946,above_1,0.5
7,350,0.0,0.47641985633320305,above_1,0.5
8,350,0.0,0.5170767458639451,above_1,0.5
9,350,0.0,0.5595892402951274,above_1,0.5
10,350,0.6771428571428572,0.6025098518882964,above_1,0.5
11,350,0.6342857142857142,0.6476065531867018,above_1,0.5
12,350,0.0,0.6983606605255779,above_1,0.5
13,350,0.0,0.7512155960808571,above_1,0.5
14,350,0.0,0.8132687224912052,above_1,0.5
15,350,0.2885714285714286,0.9023510768891361,above_1,0.5
