bin,n,selection_rate,mean_team_mean,arm,lambda
0,350,0.0,0.10350476732013768,crit,0.4
1,350,0.0,0.19122097523498524,crit,0.4
2,350,0.0,0.25175086321086954,crit,0.4
3,350,0.0,0.30433583190842883,crit,0.4
4,350,0.0,0.3512663391989104,crit,0.4
5,350,0.0,0.3944974864739718,crit,0.4
6,350,0.0,0.43537287468646946,crit,0.4
7,350,0.0,0.47641985633320305,crit,0.4
8,350,0.0,0.5170767458639451,crit,0.4
9,350,0.0,0.5595892402951274,crit,0.4
10,350,0.0,0.6025098518882964,crit,0.4
11,350,0.0,0.6476065531867018,crit,0.4
12,350,0.0,0.6983606605255779,crit,0.4
13,350,0.002857142857142857,0.7512155960808571,crit,0.4
14,350,0.5971428571428572,0.8132687224912052,crit,0.4
15,350,1.0,0.9023510768891361,crit,0.4
