bin,x_mean,n,y_rate
1,-1.2414134108615789,102,0.38235294117647056
2,-1.0499935569660865,102,0.3333333333333333
3,-0.8201279888791276,102,0.21568627450980393
4,-0.5986542531752039,102,0.058823529411764705
5,-0.43156648521672003,102,0.029411764705882353
6,-0.30021647782960065,102,0.0392156862745098
7,-0.17833223387795308,102,0.00980392156862745
8,-0.08216306216839048,102,0.0196078431372549
9,0.004026609489520933,102,0.0392156862745098
10,0.09698028901548364,102,0.00980392156862745
11,0.19259085048722235,102,0.0
12,0.30457267319098313,102,0.029411764705882353
13,0.4468205175612128,102,0.0
14,0.6530404152104929,102,0.0
15,1.001744845000524,102,0.0
16,1.474693888882679,102,0.00980392156862745
