bin,x_mean,n,y_rate
1,-0.7531580932448457,229,0.17903930131004367
2,-0.5709753962243803,386,0.16839378238341968
3,-0.30868433596095995,264,0.022727272727272728
4,-0.05319530203406961,212,0.02830188679245283
5,0.21477286933555786,191,0.005235602094240838
6,0.4762100888507151,125,0.008
7,0.728304184684816,70,0.0
8,0.9793359446174257,50,0.0
9,1.2291440288629552,36,0.0
10,1.5106037919559692,12,0.0
11,1.751318024967826,16,0.0
12,2.0408852825676567,16,0.0
13,2.2864427872394,11,0.0
14,2.4847570260210023,3,0.0
15,2.796158233327452,6,0.0
16,3.126992499661917,5,0.0
