bin,x_mean,n,y_rate
1,-4.466000943503939,1,0.0
2,-3.6289566018957857,1,0.0
3,-2.960993990258216,5,0.0
4,-2.415487632850909,4,0.0
5,-1.853888768780787,12,0.3333333333333333
6,-1.3828877670420636,49,0.08163265306122448
7,-0.8396722296289969,144,0.10416666666666667
8,-0.3108439761440165,561,0.058823529411764705
9,0.17079513691369816,618,0.059870550161812294
10,0.6705069138195175,160,0.1
11,1.2730756597230424,50,0.14
12,1.7668539067036135,24,0.041666666666666664
13,2.3672517650695024,11,0.18181818181818182
14,2.927520552965536,6,0.16666666666666666
15,3.4269493417578354,7,0.0
16,4.313440819299539,1,0.0
