bin,x_mean,n,y_rate
1,-1.9568609580281748,12,0.0
2,-1.6670309097640672,27,0.07407407407407407
3,-1.3894278423117066,47,0.02127659574468085
4,-1.1015844166949713,84,0.03571428571428571
5,-0.8258391829791891,125,0.024
6,-0.5296336634832189,148,0.05405405405405406
7,-0.2642956490109845,149,0.04697986577181208
8,0.028145106725500378,169,0.07100591715976332
9,0.3102424829139257,133,0.10526315789473684
10,0.5976871990277854,99,0.15151515151515152
11,0.8776109514119418,66,0.15151515151515152
12,1.178546451174077,52,0.19230769230769232
13,1.442536311083897,34,0.35294117647058826
14,1.7396891639202876,23,0.13043478260869565
15,2.05299563570519,15,0.26666666666666666
16,2.32914372778814,9,0.2222222222222222
