bin,x_mean,n,y_rate
1,-1.5087051760446728,104,0.09615384615384616
2,-0.7852396108109934,103,0.1262135922330097
3,-0.550199233892308,103,0.019417475728155338
4,-0.4190032637761752,104,0.07692307692307693
5,-0.3171909492132762,103,0.06796116504854369
6,-0.241603293274819,104,0.04807692307692308
7,-0.16279799771662054,103,0.05825242718446602
8,-0.07791665835414711,103,0.07766990291262135
9,0.0017206518893364486,103,0.02912621359223301
10,0.0784548370731444,104,0.07692307692307693
11,0.1550512475851801,103,0.05825242718446602
12,0.24455162639288747,103,0.04854368932038835
13,0.3494957939433464,104,0.07692307692307693
14,0.4813833312527189,103,0.07766990291262135
15,0.7302952919998933,103,0.10679611650485436
16,1.7587331980736987,104,0.11538461538461539
