stage,n_teams,roster_size,target_mean_dist,target_mean_low,target_mean_high,assignment_kernel,assignment_temperature,preferential_alpha,ability_draw,n_selected,score_mode,loo_gap_weight,winner_selection,n_bins,bin_mode,loo_pool_l_mode,n_runs,seed,peak_bin,peak_y,first_bin_y,final_y,tail_drop_frac,left_lift_frac,tail_slope_last3,interior_peak,moderate_downturn,n_individuals,viability_theta,curve_bin_l_col,coverage_peak,median_pool_sd,curve_x,curve_y,curve_n
stage1,50,15,uniform,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,0.5,C,12,quantile,crowding,40,538001,11,0.3733870967741934,0.047619047619047616,0.3733870967741934,0.0,0.8724673454695052,0.07499999999999984,False,False,750,0.7546158731868137,pool_c_loo,46.0,0.6721483672153585,"[0.0, 0.0, 0.0, 0.00449309, 0.02936508, 0.06756912, 0.10385488, 0.16322005, 0.23835034, 0.33323733, 0.44648526, 0.61031106]","[0.04761905, 0.03991935, 0.04126984, 0.04072581, 0.06507937, 0.10080645, 0.125, 0.18306452, 0.24285714, 0.2983871, 0.36309524, 0.3733871]","[2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0]"
stage1,50,15,uniform,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,0.5,C,12,equal_width,quality,40,538001,9,0.3254274626412626,0.07528583521051113,0.3238435162743808,0.004867279343992798,0.7686555566040134,-0.0015839463668818055,True,False,750,0.7546158731868137,poolq_loo,46.0,0.6721483672153585,"[-1.25692535, -1.01068443, -0.79784111, -0.57453941, -0.35701701, -0.12902328, 0.10001006, 0.32238915, 0.54454055, 0.7584485, 0.97558423, 1.23685854]","[0.07528584, 0.07228801, 0.0720874, 0.0762758, 0.09462782, 0.13580809, 0.17758492, 0.2197259, 0.24814533, 0.32542746, 0.29037733, 0.32384352]","[1185.0, 1493.0, 2507.0, 3104.0, 4007.0, 3577.0, 3335.0, 3234.0, 3014.0, 2095.0, 1484.0, 965.0]"
stage1,50,15,uniform,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,0.5,C,12,equal_width,crowding,40,538001,10,0.49286678254645994,0.04392340736763296,0.03333333333333333,0.9323684725492914,0.9108817860666183,-0.3779929607246407,True,True,750,0.7546158731868137,pool_c_loo,46.0,0.6721483672153585,"[0.00346953, 0.08392857, 0.15535714, 0.22744361, 0.28571429, 0.35005497, 0.43167702, 0.46785714, 0.52955665, 0.58823529, 0.66014392, 0.7397619]","[0.04392341, 0.12083765, 0.18525356, 0.25808087, 0.34269591, 0.28871169, 0.35695185, 0.40068647, 0.34167492, 0.41132629, 0.49286678, 0.03333333]","[12403.0, 4507.0, 2820.0, 2065.0, 1483.0, 1840.0, 689.0, 1238.0, 825.0, 903.0, 940.0, 287.0]"
stage1,50,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,0.5,C,12,quantile,quality,40,538001,11,0.5149193548387097,0.050793650793650794,0.5149193548387097,0.0,0.9013561049582977,0.2568548387096775,False,False,750,0.7546158731868137,poolq_loo,40.0,0.4543305235869971,"[-1.50699647, -0.87179804, -0.6024207, -0.42637306, -0.26968187, -0.11806288, 0.0389381, 0.19204619, 0.34938971, 0.51904578, 0.76733214, 1.34920279]","[0.05079365, 0.03467742, 0.03293651, 0.05322581, 0.07301587, 0.08870968, 0.11984127, 0.15766129, 0.19960317, 0.25806452, 0.33888889, 0.51491935]","[2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0]"
stage1,50,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,0.5,C,12,quantile,crowding,40,538001,11,0.610483870967742,0.031349206349206335,0.610483870967742,0.0,0.9486485919775219,0.3310483870967743,False,False,750,0.7546158731868137,pool_c_loo,40.0,0.4543305235869971,"[0.0, 0.0, 0.0, 0.0, 0.00104875, 0.01494816, 0.05362812, 0.10745968, 0.19109977, 0.31226959, 0.51482426, 0.80253456]","[0.03134921, 0.025, 0.02539683, 0.03629032, 0.02698413, 0.05120968, 0.08769841, 0.14959677, 0.21428571, 0.27943548, 0.38531746, 0.61048387]","[2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0]"
stage1,50,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,0.5,C,12,equal_width,quality,40,538001,11,0.6284462756463729,0.053093665554344416,0.6284462756463729,0.0,0.9155159834470558,0.21280509687843274,False,False,750,0.7546158731868137,poolq_loo,40.0,0.4543305235869971,"[-2.0201815, -1.56419768, -1.23297048, -0.92930776, -0.60748929, -0.26370675, 0.06515364, 0.40737247, 0.73448559, 1.05783486, 1.32921855, 1.80528979]","[0.05309367, 0.06939022, 0.10704218, 0.03731933, 0.04213433, 0.07838893, 0.12658769, 0.22594418, 0.34500869, 0.41564118, 0.53913732, 0.62844628]","[818.0, 648.0, 1254.0, 2263.0, 3638.0, 5524.0, 5155.0, 4726.0, 2845.0, 1529.0, 623.0, 977.0]"
stage1,50,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,0.5,C,12,equal_width,crowding,40,538001,11,0.6189751598894505,0.04429118392423906,0.6189751598894505,0.0,0.9284443273423937,0.22380734395925067,False,False,750,0.7546158731868137,pool_c_loo,40.0,0.4543305235869971,"[0.01292687, 0.13928571, 0.21071429, 0.28205128, 0.35281385, 0.44414315, 0.54489796, 0.61776062, 0.6969697, 0.74789916, 0.82875536, 0.92666811]","[0.04429118, 0.18698516, 0.2652258, 0.34532944, 0.39356459, 0.36363128, 0.37561199, 0.49599442, 0.40009612, 0.39516782, 0.60315745, 0.61897516]","[18610.0, 2341.0, 1654.0, 1209.0, 891.0, 1530.0, 699.0, 685.0, 479.0, 467.0, 607.0, 828.0]"
stage1,50,15,uniform,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,1.0,C,12,quantile,quality,40,538001,0,0.29285714285714287,0.29285714285714287,0.11653225806451609,0.602084972462628,0.0,-0.025403225806451657,False,False,750,0.7546158731868137,poolq_loo,46.0,0.6721483672153585,"[-1.10839018, -0.79209133, -0.60022478, -0.44483056, -0.3068984, -0.1510869, 0.01886068, 0.17924397, 0.34402692, 0.52124548, 0.72309129, 1.0329351]","[0.29285714, 0.20080645, 0.15674603, 0.15040323, 0.13809524, 0.13467742, 0.13888889, 0.13145161, 0.15396825, 0.14193548, 0.16230159, 0.11653226]","[2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0]"
stage1,50,15,uniform,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,1.0,C,12,quantile,crowding,40,538001,10,0.3079365079365081,0.06468253968253966,0.2975806451612903,0.03362986365148055,0.7899484536082476,0.016532258064516137,True,False,750,0.7546158731868137,pool_c_loo,46.0,0.6721483672153585,"[0.0, 0.0, 0.0, 0.00449309, 0.02936508, 0.06756912, 0.10385488, 0.16322005, 0.23835034, 0.33323733, 0.44648526, 0.61031106]","[0.06468254, 0.06129032, 0.05992063, 0.05564516, 0.08333333, 0.11975806, 0.1468254, 0.19677419, 0.24603175, 0.28104839, 0.30793651, 0.29758065]","[2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0]"
stage1,50,15,uniform,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,1.0,C,12,equal_width,quality,40,538001,0,0.33232048332001574,0.33232048332001574,0.11498891473838999,0.6539818623588762,0.0,-0.0594931232036377,False,False,750,0.7546158731868137,poolq_loo,46.0,0.6721483672153585,"[-1.25692535, -1.01068443, -0.79784111, -0.57453941, -0.35701701, -0.12902328, 0.10001006, 0.32238915, 0.54454055, 0.7584485, 0.97558423, 1.23685854]","[0.33232048, 0.26190954, 0.19402114, 0.17465488, 0.13541236, 0.15021975, 0.14119248, 0.15167298, 0.14268864, 0.17448204, 0.16368043, 0.11498891]","[1185.0, 1493.0, 2507.0, 3104.0, 4007.0, 3577.0, 3335.0, 3234.0, 3014.0, 2095.0, 1484.0, 965.0]"
stage1,50,15,uniform,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,1.0,C,12,equal_width,crowding,40,538001,10,0.3732917005461371,0.06079817817803677,0.028333333333333332,0.9240986786154614,0.8371295743005076,-0.30315431511621704,True,True,750,0.7546158731868137,pool_c_loo,46.0,0.6721483672153585,"[0.00346953, 0.08392857, 0.15535714, 0.22744361, 0.28571429, 0.35005497, 0.43167702, 0.46785714, 0.52955665, 0.58823529, 0.66014392, 0.7397619]","[0.06079818, 0.14445208, 0.19929585, 0.2597205, 0.33730228, 0.26972062, 0.30783278, 0.34610133, 0.28785901, 0.33148765, 0.3732917, 0.02833333]","[12403.0, 4507.0, 2820.0, 2065.0, 1483.0, 1840.0, 689.0, 1238.0, 825.0, 903.0, 940.0, 287.0]"
stage1,50,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,1.0,C,12,quantile,quality,40,538001,0,0.2686507936507937,0.2686507936507937,0.19556451612903225,0.27204936389193324,0.0,0.048790322580645196,False,False,750,0.7546158731868137,poolq_loo,40.0,0.4543305235869971,"[-1.50699647, -0.87179804, -0.6024207, -0.42637306, -0.26968187, -0.11806288, 0.0389381, 0.19204619, 0.34938971, 0.51904578, 0.76733214, 1.34920279]","[0.26865079, 0.175, 0.14761905, 0.14556452, 0.13849206, 0.13991935, 0.13055556, 0.13870968, 0.13769841, 0.14677419, 0.15515873, 0.19556452]","[2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0]"
stage1,50,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,1.0,C,12,quantile,crowding,40,538001,11,0.4629032258064517,0.053968253968253964,0.4629032258064517,0.0,0.8834135280128312,0.19637096774193552,False,False,750,0.7546158731868137,pool_c_loo,40.0,0.4543305235869971,"[0.0, 0.0, 0.0, 0.0, 0.00104875, 0.01494816, 0.05362812, 0.10745968, 0.19109977, 0.31226959, 0.51482426, 0.80253456]","[0.05396825, 0.04596774, 0.0484127, 0.05887097, 0.04880952, 0.08104839, 0.11746032, 0.19112903, 0.23412698, 0.26653226, 0.31309524, 0.46290323]","[2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0, 2520.0, 2480.0]"
stage1,50,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,1.0,C,12,equal_width,quality,40,538001,10,0.31182382835808,0.31086452643573137,0.22793063489179843,0.2690403549594792,0.0030764227589656955,0.06931307228208697,True,False,750,0.7546158731868137,poolq_loo,40.0,0.4543305235869971,"[-2.0201815, -1.56419768, -1.23297048, -0.92930776, -0.60748929, -0.26370675, 0.06515364, 0.40737247, 0.73448559, 1.05783486, 1.32921855, 1.80528979]","[0.31086453, 0.27467721, 0.26515538, 0.16465385, 0.16328966, 0.14710449, 0.13547134, 0.14553024, 0.16657699, 0.15861756, 0.31182383, 0.22793063]","[818.0, 648.0, 1254.0, 2263.0, 3638.0, 5524.0, 5155.0, 4726.0, 2845.0, 1529.0, 623.0, 977.0]"
stage1,50,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,empirical_530,120,loo_gap_plus_ability,1.0,C,12,equal_width,crowding,40,538001,11,0.4645552358681435,0.07011984049727375,0.4645552358681435,0.0,0.8490602729592824,0.14951845161696298,False,False,750,0.7546158731868137,pool_c_loo,40.0,0.4543305235869971,"[0.01292687, 0.13928571, 0.21071429, 0.28205128, 0.35281385, 0.44414315, 0.54489796, 0.61776062, 0.6969697, 0.74789916, 0.82875536, 0.92666811]","[0.07011984, 0.22106737, 0.28346732, 0.3413883, 0.3668768, 0.31239308, 0.31425948, 0.38556239, 0.30133984, 0.31503678, 0.44554075, 0.46455524]","[18610.0, 2341.0, 1654.0, 1209.0, 891.0, 1530.0, 699.0, 685.0, 479.0, 467.0, 607.0, 828.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,ability,0.0,C,12,quantile,quality,40,538001,11,0.28280000000000005,0.0004,0.28280000000000005,0.0,0.9985855728429985,0.11219999999999994,False,False,1500,0.7546158731868137,poolq_loo,88.0,0.6755652558293799,"[-1.13843848, -0.87749626, -0.69147149, -0.50417954, -0.30315492, -0.10617464, 0.10458458, 0.3029546, 0.50714985, 0.70392378, 0.90071288, 1.1823134]","[0.0004, 0.001, 0.0014, 0.0048, 0.0118, 0.0202, 0.0424, 0.0766, 0.1244, 0.1706, 0.2236, 0.2828]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,ability,0.0,C,12,quantile,crowding,40,538001,11,0.27380000000000004,0.004000000000000001,0.27380000000000004,0.0,0.985390796201607,0.11119999999999994,False,False,1500,0.7546158731868137,pool_c_loo,88.0,0.6755652558293799,"[0.0, 0.0, 0.0, 0.0127, 0.06585714, 0.10318571, 0.16994286, 0.25257143, 0.35114286, 0.46101429, 0.57654286, 0.72484286]","[0.004, 0.0028, 0.0034, 0.004, 0.0142, 0.0218, 0.0454, 0.0736, 0.1296, 0.1626, 0.2248, 0.2738]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,ability,0.0,C,12,equal_width,quality,40,538001,11,0.3465517663151347,0.0002551020408163265,0.3465517663151347,0.0,0.9992638847479302,0.12926817844559854,False,False,1500,0.7546158731868137,poolq_loo,88.0,0.6755652558293799,"[-1.30106409, -1.05614919, -0.82303232, -0.58648472, -0.3334647, -0.09274283, 0.15213261, 0.3930771, 0.64700745, 0.88103041, 1.11604404, 1.36506501]","[0.0002551, 0.00064023, 0.00121783, 0.00365244, 0.00890789, 0.02468983, 0.05014254, 0.09447138, 0.1620792, 0.21728359, 0.2830062, 0.34655177]","[1839.0, 4158.0, 6339.0, 6352.0, 6027.0, 5984.0, 5965.0, 6197.0, 5984.0, 5788.0, 3670.0, 1697.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,ability,0.0,C,12,equal_width,crowding,40,538001,10,0.25731593790320884,0.006133824900803591,0.20271001492702342,0.21221352793438628,0.9761622814708396,-0.02428370842476074,True,True,1500,0.7546158731868137,pool_c_loo,88.0,0.6755652558293799,"[0.01962537, 0.1375, 0.20892857, 0.28035714, 0.34782609, 0.41451461, 0.50714286, 0.57857143, 0.6552795, 0.69107143, 0.7701129, 0.86780797]","[0.00613382, 0.03366724, 0.05934496, 0.0964439, 0.14329093, 0.13865694, 0.19653418, 0.23516104, 0.24400486, 0.22699372, 0.25731594, 0.20271001]","[27195.0, 5604.0, 4293.0, 3644.0, 2037.0, 5145.0, 2991.0, 2986.0, 1455.0, 2179.0, 1968.0, 503.0]"
stage1,100,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,ability,0.0,C,12,quantile,quality,40,538001,11,0.5832,0.0028,0.5832,0.0,0.9951989026063099,0.5062,False,False,1500,0.7546158731868137,poolq_loo,67.0,0.4706876145122655,"[-1.51473915, -0.99426414, -0.6935095, -0.459861, -0.26264186, -0.08746065, 0.08634026, 0.27078199, 0.46000844, 0.68407421, 0.99555829, 1.59643688]","[0.0028, 0.0036, 0.0036, 0.0038, 0.007, 0.0108, 0.0126, 0.0216, 0.037, 0.077, 0.197, 0.5832]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,ability,0.0,C,12,quantile,crowding,40,538001,11,0.5736000000000001,0.003,0.5736000000000001,0.0,0.9947698744769874,0.49460000000000004,False,False,1500,0.7546158731868137,pool_c_loo,67.0,0.4706876145122655,"[0.0, 0.0, 0.0, 0.00227143, 0.01901429, 0.05277143, 0.10372857, 0.17725714, 0.28505714, 0.44367143, 0.69208571, 0.94194286]","[0.003, 0.0034, 0.0012, 0.0034, 0.0044, 0.0096, 0.0148, 0.024, 0.0426, 0.079, 0.201, 0.5736]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,ability,0.0,C,12,equal_width,quality,40,538001,11,0.8798682105973127,0.0012639090469279148,0.8798682105973127,0.0,0.9985635245918592,0.46071750431971303,False,False,1500,0.7546158731868137,poolq_loo,67.0,0.4706876145122655,"[-1.91304247, -1.49763025, -1.13649391, -0.77755517, -0.42129076, -0.06757419, 0.28678777, 0.63367526, 0.99959874, 1.35281523, 1.69494843, 2.14847455]","[0.00126391, 0.0030885, 0.00443868, 0.0028527, 0.00568547, 0.01104042, 0.02472008, 0.07037755, 0.2077073, 0.41915071, 0.70661291, 0.87986821]","[1460.0, 2171.0, 4334.0, 6599.0, 8405.0, 9930.0, 10025.0, 6835.0, 4983.0, 2739.0, 1349.0, 1170.0]"
stage1,100,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,ability,0.0,C,12,equal_width,crowding,40,538001,11,0.6533825561630593,0.004588348573693934,0.6533825561630593,0.0,0.9929775465683708,0.41651878982319,False,False,1500,0.7546158731868137,pool_c_loo,67.0,0.4706876145122655,"[0.01678278, 0.14285714, 0.21428571, 0.28571429, 0.35714286, 0.46299023, 0.57142857, 0.64285714, 0.71428571, 0.78571429, 0.85714286, 0.9751161]","[0.00458835, 0.01877643, 0.03667326, 0.04017926, 0.05337685, 0.08094408, 0.09698033, 0.13689845, 0.18168709, 0.23686377, 0.3265755, 0.65338256]","[32657.0, 4981.0, 3488.0, 2874.0, 2218.0, 3560.0, 1345.0, 1062.0, 1287.0, 1344.0, 1302.0, 3882.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,0.5,C,12,quantile,quality,40,538001,11,0.1768000000000001,0.013000000000000003,0.1768000000000001,0.0,0.926470588235294,0.028200000000000003,False,False,1500,0.7546158731868137,poolq_loo,88.0,0.6755652558293799,"[-1.13843848, -0.87749626, -0.69147149, -0.50417954, -0.30315492, -0.10617464, 0.10458458, 0.3029546, 0.50714985, 0.70392378, 0.90071288, 1.1823134]","[0.013, 0.0154, 0.0188, 0.0258, 0.043, 0.0492, 0.0744, 0.1026, 0.129, 0.1486, 0.1634, 0.1768]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,0.5,C,12,quantile,crowding,40,538001,11,0.21820000000000003,0.008400000000000003,0.21820000000000003,0.0,0.9615032080659945,0.05859999999999993,False,False,1500,0.7546158731868137,pool_c_loo,88.0,0.6755652558293799,"[0.0, 0.0, 0.0, 0.0127, 0.06585714, 0.10318571, 0.16994286, 0.25257143, 0.35114286, 0.46101429, 0.57654286, 0.72484286]","[0.0084, 0.0064, 0.006, 0.0078, 0.0246, 0.0352, 0.062, 0.0896, 0.1404, 0.1596, 0.2018, 0.2182]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,0.5,C,12,equal_width,quality,40,538001,11,0.1958468389765699,0.016270541182709996,0.1958468389765699,0.0,0.9169221149152348,0.033070262288183744,False,False,1500,0.7546158731868137,poolq_loo,88.0,0.6755652558293799,"[-1.30106409, -1.05614919, -0.82303232, -0.58648472, -0.3334647, -0.09274283, 0.15213261, 0.3930771, 0.64700745, 0.88103041, 1.11604404, 1.36506501]","[0.01627054, 0.01290604, 0.01690042, 0.02638383, 0.03485881, 0.05661235, 0.08153065, 0.11142359, 0.14891863, 0.16277658, 0.18560675, 0.19584684]","[1839.0, 4158.0, 6339.0, 6352.0, 6027.0, 5984.0, 5965.0, 6197.0, 5984.0, 5788.0, 3670.0, 1697.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,0.5,C,12,equal_width,crowding,40,538001,7,0.21076285575608633,0.011581968406250033,0.15423824573689124,0.2681905680980639,0.9450473928876076,-0.02811486232080662,True,True,1500,0.7546158731868137,pool_c_loo,88.0,0.6755652558293799,"[0.01962537, 0.1375, 0.20892857, 0.28035714, 0.34782609, 0.41451461, 0.50714286, 0.57857143, 0.6552795, 0.69107143, 0.7701129, 0.86780797]","[0.01158197, 0.05019742, 0.07315147, 0.1151377, 0.1563307, 0.14428645, 0.18406992, 0.21076286, 0.20605651, 0.18235311, 0.20465388, 0.15423825]","[27195.0, 5604.0, 4293.0, 3644.0, 2037.0, 5145.0, 2991.0, 2986.0, 1455.0, 2179.0, 1968.0, 503.0]"
stage1,100,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,0.5,C,12,quantile,quality,40,538001,11,0.3460000000000001,0.020400000000000005,0.3460000000000001,0.0,0.9410404624277456,0.23960000000000004,False,False,1500,0.7546158731868137,poolq_loo,67.0,0.4706876145122655,"[-1.51473915, -0.99426414, -0.6935095, -0.459861, -0.26264186, -0.08746065, 0.08634026, 0.27078199, 0.46000844, 0.68407421, 0.99555829, 1.59643688]","[0.0204, 0.0172, 0.0188, 0.0282, 0.0278, 0.0372, 0.0422, 0.0702, 0.0782, 0.1064, 0.1674, 0.346]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,0.5,C,12,quantile,crowding,40,538001,11,0.46820000000000006,0.007600000000000003,0.46820000000000006,0.0,0.9837676206749253,0.3658,False,False,1500,0.7546158731868137,pool_c_loo,67.0,0.4706876145122655,"[0.0, 0.0, 0.0, 0.00227143, 0.01901429, 0.05277143, 0.10372857, 0.17725714, 0.28505714, 0.44367143, 0.69208571, 0.94194286]","[0.0076, 0.0074, 0.006, 0.0072, 0.0088, 0.019, 0.0346, 0.0496, 0.0734, 0.1024, 0.1758, 0.4682]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,0.5,C,12,equal_width,quality,40,538001,11,0.5379702416140443,0.01961455429526935,0.5379702416140443,0.0,0.963539703912951,0.2739789325920645,False,False,1500,0.7546158731868137,poolq_loo,67.0,0.4706876145122655,"[-1.91304247, -1.49763025, -1.13649391, -0.77755517, -0.42129076, -0.06757419, 0.28678777, 0.63367526, 0.99959874, 1.35281523, 1.69494843, 2.14847455]","[0.01961455, 0.01830991, 0.01899704, 0.01729714, 0.024092, 0.03863328, 0.06383588, 0.10138131, 0.16748086, 0.26399131, 0.38416932, 0.53797024]","[1460.0, 2171.0, 4334.0, 6599.0, 8405.0, 9930.0, 10025.0, 6835.0, 4983.0, 2739.0, 1349.0, 1170.0]"
stage1,100,15,empirical_530,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,0.5,C,12,equal_width,crowding,40,538001,11,0.5322650314052342,0.010890512828599774,0.5322650314052342,0.0,0.979539304320166,0.3390464485175337,False,False,1500,0.7546158731868137,pool_c_loo,67.0,0.4706876145122655,"[0.01678278, 0.14285714, 0.21428571, 0.28571429, 0.35714286, 0.46299023, 0.57142857, 0.64285714, 0.71428571, 0.78571429, 0.85714286, 0.9751161]","[0.01089051, 0.04066515, 0.0703412, 0.07125866, 0.08730337, 0.1063879, 0.10317072, 0.1303426, 0.16511342, 0.19321858, 0.26223699, 0.53226503]","[32657.0, 4981.0, 3488.0, 2874.0, 2218.0, 3560.0, 1345.0, 1062.0, 1287.0, 1344.0, 1302.0, 3882.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,1.0,C,12,quantile,quality,40,538001,0,0.10640000000000005,0.10640000000000005,0.05920000000000003,0.44360902255639095,0.0,-0.030000000000000013,False,False,1500,0.7546158731868137,poolq_loo,88.0,0.6755652558293799,"[-1.13843848, -0.87749626, -0.69147149, -0.50417954, -0.30315492, -0.10617464, 0.10458458, 0.3029546, 0.50714985, 0.70392378, 0.90071288, 1.1823134]","[0.1064, 0.0808, 0.073, 0.0688, 0.081, 0.0718, 0.0784, 0.086, 0.0882, 0.0892, 0.0772, 0.0592]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,1.0,C,12,quantile,crowding,40,538001,10,0.1720000000000001,0.014400000000000007,0.1660000000000001,0.03488372093023257,0.9162790697674419,0.017800000000000038,True,False,1500,0.7546158731868137,pool_c_loo,88.0,0.6755652558293799,"[0.0, 0.0, 0.0, 0.0127, 0.06585714, 0.10318571, 0.16994286, 0.25257143, 0.35114286, 0.46101429, 0.57654286, 0.72484286]","[0.0144, 0.0138, 0.0124, 0.0148, 0.0392, 0.0516, 0.0782, 0.1058, 0.1436, 0.1482, 0.172, 0.166]","[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]"
stage1,100,15,uniform,-0.5,0.5,gaussian,0.45,0.0,normal_clipped,120,loo_gap_plus_ability,1.0,C,12,equal_width,quality,40,538001,0,0.11960609582994475,0.11960609582994475,0.05385509495630162,0.5497295135118156,0.0,-0.02837223700671592,False,False,1500,0.7546158731868137,poolq_loo,88.0,0.6755652558293799,"[-1.30106409, -1.05614919, -0.82303232, -0.58648472, -0.3334647, -0.09274283, 0.15213261, 0.3930771, 0.64700745, 0.88103041, 1.11604404, 1.36506501]","[0.1196061, 0.09553838, 0.08060689, 0.07074177, 0.07873443, 0.08031706, 0.08198124, 0.08456818, 0.09049097, 0.08222733, 0.07337919, 0.05385509]","[1839.0, 4158.0, 6339.0, 6352.0, 6027.0, 5984.0, 5965.0, 6197.0, 5984.0, 5788.0, 3670.0, 1697.0]"
