vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,poolq_binning
0,630,0,0.0,-0.7906179326537047,-0.8244910887361283,-0.826864914725487,-0.7105254815499468,1,-0.826864914725487,-0.710154067480817,-0.768509491103152,equal_width
1,755,2,0.0026490066225165563,-0.6453191008114159,-0.6420610133216336,-0.7096215330755141,-0.5935511414964078,2,-0.710154067480817,-0.5934432202361469,-0.651798643858482,equal_width
2,1348,1,0.000741839762611276,-0.5304672120648378,-0.5286540068634659,-0.5930851495365096,-0.4767654169318358,3,-0.5934432202361469,-0.47673237299147697,-0.5350877966138119,equal_width
3,1902,10,0.005257623554153523,-0.41563880385547924,-0.4145306429992912,-0.4767291051415224,-0.3601039649475089,4,-0.47673237299147697,-0.36002152574680696,-0.41837694936914194,equal_width
4,2213,14,0.0063262539539087215,-0.29985059439145406,-0.29877513472279055,-0.36002007597979946,-0.24334559720302906,5,-0.36002152574680696,-0.24331067850213695,-0.301666102124472,equal_width
5,2526,23,0.009105304829770388,-0.18358192540032428,-0.18284628828809982,-0.24329994190317472,-0.1266145389836029,6,-0.24331067850213695,-0.126599831257467,-0.18495525487980197,equal_width
6,2407,26,0.01080182800166182,-0.06793254613968622,-0.06751529660289392,-0.12651495083721906,-0.009934893386125321,7,-0.126599831257467,-0.00988898401279692,-0.06824440763513195,equal_width
7,2264,54,0.023851590106007067,0.04722247809542236,0.046054704372093004,-0.009834779015964766,0.10681685781222844,8,-0.00988898401279692,0.10682186323187304,0.04846643960953806,equal_width
8,2067,77,0.03725205611998065,0.16300223286571677,0.16087968458841173,0.10682510952993272,0.22330371529219442,9,0.10682186323187304,0.223532710476543,0.16517728685420802,equal_width
9,1830,90,0.04918032786885246,0.2790042635571417,0.27703009657538125,0.2236608739858761,0.34017803112629297,10,0.223532710476543,0.34024355772121306,0.28188813409887803,equal_width
10,1432,76,0.05307262569832402,0.3972620145260072,0.3969435169489607,0.3402718814743617,0.4569182455879311,11,0.34024355772121306,0.45695440496588313,0.3985989813435481,equal_width
11,983,66,0.0671414038657172,0.5140757434531968,0.5135121206666364,0.4570788519655791,0.5735910939721959,12,0.45695440496588313,0.573665252210553,0.515309828588218,equal_width
12,652,45,0.06901840490797546,0.6285388447415398,0.6256223019341871,0.5739903384160306,0.6897761844547025,13,0.573665252210553,0.690376099455223,0.632020675832888,equal_width
13,423,39,0.09219858156028368,0.745353525255531,0.744981146911564,0.6906803386083953,0.8070663595777432,14,0.690376099455223,0.8070869466998931,0.7487315230775581,equal_width
14,249,29,0.11646586345381527,0.8647710671902809,0.8646267431390999,0.8072007255109367,0.9235971508806478,15,0.8070869466998931,0.923797793944563,0.865442370322228,equal_width
15,371,51,0.13746630727762804,1.01333954664097,1.040508641189233,0.9245518422538315,1.040508641189233,16,0.923797793944563,1.040508641189233,0.982153217566898,equal_width
