team_id,season,games_n
2514,2009,31
2515,2009,32
2520,2009,32
2523,2009,35
2529,2009,31
2534,2009,27
2535,2009,30
2539,2009,28
2540,2009,31
2541,2009,30
2542,2009,25
2545,2009,29
2546,2009,29
2547,2009,12
2550,2009,31
2561,2009,35
2565,2009,15
2567,2009,30
2569,2009,28
2571,2009,31
2572,2009,31
2579,2009,31
2582,2009,29
2597,2009,30
2598,2009,29
2599,2009,34
2603,2009,32
2608,2009,32
2612,2009,30
2617,2009,30
2619,2009,30
2623,2009,31
2628,2009,31
2630,2009,30
2633,2009,34
2634,2009,30
2635,2009,29
2636,2009,30
2638,2009,37
2640,2009,32
2641,2009,32
2643,2009,32
2649,2009,31
2653,2009,32
2655,2009,31
2670,2009,34
2674,2009,30
2678,2009,28
2681,2009,30
2692,2009,31
2710,2009,29
2711,2009,31
2717,2009,30
2724,2009,34
2729,2009,30
2736,2009,29
2737,2009,29
2739,2009,32
2747,2009,30
2750,2009,33
2751,2009,33
2752,2009,34
2754,2009,30
2755,2009,28
2803,2009,29
2870,2009,29
2885,2009,31
2908,2009,30
2934,2009,29
3084,2009,26
112358,2009,30
2,2010,32
5,2010,34
6,2010,32
8,2010,32
9,2010,33
12,2010,31
13,2010,31
16,2010,27
21,2010,34
23,2010,31
24,2010,32
25,2010,35
26,2010,32
27,2010,27
30,2010,30
36,2010,32
38,2010,30
41,2010,34
42,2010,30
43,2010,31
44,2010,31
45,2010,31
46,2010,34
47,2010,32
48,2010,31
50,2010,30
52,2010,32
55,2010,29
56,2010,29
57,2010,34
58,2010,33
59,2010,36
61,2010,31
62,2010,30
66,2010,32
68,2010,31
70,2010,29
71,2010,31
77,2010,34
79,2010,30
82,2010,29
84,2010,31
85,2010,36
87,2010,35
93,2010,36
96,2010,38
97,2010,33
98,2010,34
99,2010,31
103,2010,31
104,2010,35
107,2010,31
108,2010,29
111,2010,33
113,2010,31
116,2010,31
119,2010,31
120,2010,33
127,2010,37
130,2010,32
135,2010,35
139,2010,35
140,2010,30
142,2010,34
145,2010,35
147,2010,27
149,2010,32
150,2010,40
151,2010,31
152,2010,36
153,2010,37
154,2010,31
155,2010,30
156,2010,34
158,2010,33
159,2010,28
160,2010,30
161,2010,32
163,2010,31
164,2010,32
166,2010,34
167,2010,35
171,2010,28
172,2010,33
179,2010,30
183,2010,35
189,2010,30
193,2010,32
194,2010,37
195,2010,37
197,2010,33
198,2010,33
201,2010,29
202,2010,35
204,2010,32
213,2010,31
218,2010,35
219,2010,28
221,2010,34
222,2010,33
225,2010,29
227,2010,36
228,2010,32
231,2010,29
232,2010,34
233,2010,31
235,2010,34
236,2010,33
238,2010,33
239,2010,36
242,2010,31
245,2010,34
248,2010,33
249,2010,33
250,2010,26
251,2010,34
252,2010,35
253,2010,27
254,2010,31
256,2010,33
257,2010,35
258,2010,31
259,2010,34
261,2010,35
264,2010,36
265,2010,30
269,2010,34
270,2010,34
275,2010,33
276,2010,34
277,2010,38
278,2010,32
279,2010,35
282,2010,31
288,2010,29
290,2010,32
292,2010,33
294,2010,33
295,2010,36
299,2010,31
300,2010,31
301,2010,29
302,2010,31
304,2010,27
305,2010,31
309,2010,29
311,2010,30
314,2010,31
315,2010,33
322,2010,32
324,2010,31
325,2010,32
326,2010,27
328,2010,35
331,2010,29
333,2010,32
338,2010,31
339,2010,29
344,2010,36
349,2010,29
350,2010,31
356,2010,36
357,2010,31
399,2010,32
526,2010,29
2005,2010,29
2006,2010,35
2010,2010,22
2011,2010,28
2016,2010,31
2026,2010,37
2029,2010,33
2031,2010,28
2032,2010,31
2046,2010,32
2050,2010,30
2057,2010,31
2065,2010,30
2066,2010,30
2083,2010,31
2084,2010,30
2086,2010,38
2097,2010,30
2099,2010,32
2110,2010,26
2113,2010,27
2115,2010,30
2116,2010,32
2117,2010,30
2127,2010,27
2130,2010,28
2132,2010,35
2142,2010,29
2154,2010,27
2166,2010,31
2168,2010,37
2169,2010,28
2172,2010,32
2174,2010,33
2181,2010,33
2182,2010,32
2184,2010,31
2193,2010,34
2197,2010,31
2198,2010,32
2199,2010,32
2210,2010,32
2217,2010,34
2226,2010,28
2229,2010,32
2230,2010,28
2239,2010,31
2241,2010,27
2244,2010,32
2247,2010,31
2250,2010,34
2261,2010,32
2272,2010,28
2275,2010,33
2277,2010,33
2287,2010,33
2294,2010,32
2296,2010,31
2305,2010,36
2306,2010,37
2309,2010,34
2320,2010,32
2325,2010,30
2329,2010,33
2335,2010,31
2344,2010,31
2348,2010,35
2350,2010,30
2351,2010,33
2352,2010,30
2363,2010,31
2368,2010,30
2377,2010,29
2378,2010,30
2379,2010,32
2382,2010,31
2390,2010,33
2393,2010,32
2400,2010,31
2405,2010,31
2413,2010,34
2415,2010,37
2426,2010,30
2427,2010,31
2428,2010,25
2429,2010,31
2430,2010,31
2433,2010,30
2439,2010,34
2440,2010,33
2443,2010,28
2447,2010,26
2448,2010,30
2449,2010,29
2450,2010,30
2454,2010,31
2458,2010,32
2459,2010,30
2460,2010,35
2463,2010,32
2464,2010,27
2466,2010,28
2473,2010,35
2483,2010,32
2492,2010,29
2501,2010,32
2502,2010,32
2504,2010,26
2506,2010,30
2507,2010,31
2509,2010,35
2514,2010,33
2515,2010,30
2520,2010,33
2523,2010,35
2529,2010,29
2534,2010,29
2535,2010,28
2539,2010,28
2540,2010,30
2541,2010,29
2542,2010,22
2545,2010,31
2546,2010,29
2547,2010,31
2550,2010,32
2561,2010,34
2565,2010,27
2567,2010,30
2569,2010,29
2571,2010,28
2572,2010,33
2579,2010,31
2582,2010,29
2597,2010,29
2598,2010,30
2599,2010,33
2603,2010,31
2608,2010,33
2612,2010,30
2617,2010,32
2619,2010,32
2623,2010,36
2628,2010,32
2630,2010,27
2633,2010,37
2634,2010,32
2635,2010,32
2636,2010,30
2638,2010,33
2640,2010,31
2641,2010,35
2643,2010,30
2649,2010,32
2653,2010,33
2655,2010,30
2670,2010,36
2674,2010,32
2678,2010,25
2681,2010,31
2692,2010,31
2710,2010,28
2711,2010,33
2717,2010,31
2724,2010,35
2729,2010,33
2736,2010,28
2737,2010,33
2739,2010,33
2747,2010,34
2750,2010,32
2751,2010,30
2752,2010,35
2754,2010,30
2755,2010,27
2803,2010,30
2870,2010,30
2885,2010,29
2908,2010,29
2934,2010,29
3084,2010,26
112358,2010,31
2,2011,30
5,2011,31
6,2011,28
8,2011,31
9,2011,31
12,2011,38
13,2011,30
16,2011,26
21,2011,37
23,2011,33
24,2011,31
25,2011,33
26,2011,34
27,2011,29
30,2011,34
36,2011,31
38,2011,38
41,2011,41
42,2011,31
43,2011,28
44,2011,31
45,2011,31
46,2011,32
47,2011,30
48,2011,31
50,2011,29
52,2011,33
55,2011,30
56,2011,31
57,2011,37
58,2011,33
59,2011,31
61,2011,33
62,2011,29
66,2011,32
68,2011,35
70,2011,31
71,2011,32
77,2011,34
79,2011,32
82,2011,30
84,2011,32
85,2011,31
87,2011,34
93,2011,31
96,2011,38
97,2011,35
98,2011,32
99,2011,32
103,2011,34
104,2011,35
107,2011,29
108,2011,30
111,2011,31
113,2011,29
116,2011,32
119,2011,30
120,2011,33
127,2011,34
130,2011,35
135,2011,31
139,2011,31
140,2011,30
142,2011,34
145,2011,34
147,2011,28
149,2011,32
150,2011,37
151,2011,33
152,2011,31
153,2011,37
154,2011,32
155,2011,33
156,2011,39
158,2011,32
159,2011,28
160,2011,29
161,2011,29
163,2011,32
164,2011,32
166,2011,32
167,2011,35
171,2011,27
172,2011,28
179,2011,31
183,2011,34
189,2011,33
193,2011,33
194,2011,37
195,2011,35
197,2011,34
198,2011,35
201,2011,32
202,2011,32
204,2011,31
213,2011,34
218,2011,34
219,2011,28
221,2011,34
222,2011,33
225,2011,27
227,2011,34
228,2011,34
231,2011,32
232,2011,37
233,2011,31
235,2011,35
236,2011,32
238,2011,34
239,2011,31
242,2011,31
245,2011,32
248,2011,30
249,2011,33
250,2011,25
251,2011,36
252,2011,37
253,2011,28
254,2011,30
256,2011,33
257,2011,37
258,2011,31
259,2011,34
261,2011,32
264,2011,35
265,2011,35
269,2011,37
270,2011,33
275,2011,34
276,2011,34
277,2011,33
278,2011,30
279,2011,29
282,2011,34
288,2011,30
290,2011,31
292,2011,28
294,2011,31
295,2011,34
299,2011,32
300,2011,32
301,2011,28
302,2011,29
304,2011,27
305,2011,31
309,2011,29
311,2011,29
314,2011,37
315,2011,32
322,2011,32
324,2011,30
325,2011,36
326,2011,31
328,2011,34
331,2011,29
333,2011,37
338,2011,30
339,2011,31
344,2011,31
349,2011,30
350,2011,31
356,2011,34
357,2011,30
399,2011,32
526,2011,30
2005,2011,32
2006,2011,36
2010,2011,25
2011,2011,33
2016,2011,27
2026,2011,31
2029,2011,31
2031,2011,36
2032,2011,32
2046,2011,33
2050,2011,32
2057,2011,35
2065,2011,30
2066,2011,31
2083,2011,34
2084,2011,34
2086,2011,38
2097,2011,31
2099,2011,30
2110,2011,26
2113,2011,28
2115,2011,31
2116,2011,33
2117,2011,30
2127,2011,29
2130,2011,29
2132,2011,35
2142,2011,30
2154,2011,27
2166,2011,33
2168,2011,36
2169,2011,29
2172,2011,30
2174,2011,32
2181,2011,31
2182,2011,31
2184,2011,31
2193,2011,35
2197,2011,29
2198,2011,29
2199,2011,31
2210,2011,28
2217,2011,33
2226,2011,30
2229,2011,30
2230,2011,28
2239,2011,29
2241,2011,30
2244,2011,34
2247,2011,31
2250,2011,35
2261,2011,32
2272,2011,29
2275,2011,32
2277,2011,30
2287,2011,31
2294,2011,31
2296,2011,30
2305,2011,38
2306,2011,34
2309,2011,37
2320,2011,29
2325,2011,33
2329,2011,31
2335,2011,30
2344,2011,29
2348,2011,32
2350,2011,31
2351,2011,30
2352,2011,30
2363,2011,31
2368,2011,33
2377,2011,31
2378,2011,30
2379,2011,29
2382,2011,32
2390,2011,36
2393,2011,31
2400,2011,32
2405,2011,30
2413,2011,33
2415,2011,31
2426,2011,31
2427,2011,34
2428,2011,26
2429,2011,30
2430,2011,31
2433,2011,31
2439,2011,33
2440,2011,32
2447,2011,24
2448,2011,29
2449,2011,29
2450,2011,32
2454,2011,34
2458,2011,30
2459,2011,29
2460,2011,34
2463,2011,30
2464,2011,31
2466,2011,32
2473,2011,34
2483,2011,39
2492,2011,33
2501,2011,32
2502,2011,30
2504,2011,28
2506,2011,31
2507,2011,32
2509,2011,34
2514,2011,32
2515,2011,29
2520,2011,34
2523,2011,32
2529,2011,29
2534,2011,28
2535,2011,29
2539,2011,32
2540,2011,30
2541,2011,36
2542,2011,27
2545,2011,29
2546,2011,31
2547,2011,31
2550,2011,31
2561,2011,31
2565,2011,28
2567,2011,34
2569,2011,28
2571,2011,29
2572,2011,31
2579,2011,30
2582,2011,27
2597,2011,30
2598,2011,30
2599,2011,33
2603,2011,33
2608,2011,32
2612,2011,34
2617,2011,29
2619,2011,31
2623,2011,35
2628,2011,33
2630,2011,33
2633,2011,34
2634,2011,28
2635,2011,31
2636,2011,34
2638,2011,35
2640,2011,32
2641,2011,32
2643,2011,31
2649,2011,32
2653,2011,28
2655,2011,30
2670,2011,40
2674,2011,35
2678,2011,27
2681,2011,30
2692,2011,32
2710,2011,30
2711,2011,34
2717,2011,32
2724,2011,37
2729,2011,30
2737,2011,30
2739,2011,31
2747,2011,34
2750,2011,33
2751,2011,31
2752,2011,32
2754,2011,29
2755,2011,33
2803,2011,30
2870,2011,29
2885,2011,29
2908,2011,30
2934,2011,28
3084,2011,26
112358,2011,33
2,2012,31
5,2012,31
6,2012,29
8,2012,32
9,2012,31
12,2012,35
13,2012,33
16,2012,26
21,2012,34
23,2012,31
24,2012,37
25,2012,34
26,2012,33
27,2012,29
30,2012,32
36,2012,32
38,2012,35
41,2012,34
42,2012,31
43,2012,28
44,2012,32
45,2012,31
46,2012,33
47,2012,30
48,2012,32
50,2012,33
52,2012,35
55,2012,31
56,2012,29
57,2012,37
58,2012,36
59,2012,31
61,2012,32
62,2012,31
66,2012,34
68,2012,29
70,2012,32
71,2012,32
77,2012,33
79,2012,31
82,2012,28
84,2012,36
85,2012,31
87,2012,34
93,2012,33
96,2012,40
97,2012,40
98,2012,35
99,2012,33
103,2012,31
104,2012,32
107,2012,29
108,2012,31
111,2012,31
113,2012,37
116,2012,29
119,2012,32
120,2012,32
127,2012,37
130,2012,34
135,2012,38
139,2012,34
140,2012,31
142,2012,35
145,2012,34
147,2012,28
149,2012,31
150,2012,34
151,2012,31
152,2012,37
153,2012,38
154,2012,31
155,2012,32
156,2012,35
158,2012,30
159,2012,30
160,2012,28
161,2012,29
163,2012,31
164,2012,32
166,2012,35
167,2012,34
171,2012,30
172,2012,28
179,2012,32
183,2012,37
189,2012,32
193,2012,29
194,2012,39
195,2012,37
197,2012,33
198,2012,34
201,2012,31
202,2012,31
204,2012,35
213,2012,32
218,2012,31
219,2012,33
221,2012,39
222,2012,32
225,2012,30
227,2012,31
228,2012,31
231,2012,30
232,2012,31
233,2012,27
235,2012,35
236,2012,31
238,2012,36
239,2012,37
242,2012,35
245,2012,32
248,2012,30
249,2012,32
250,2012,32
251,2012,34
252,2012,34
253,2012,29
254,2012,31
256,2012,32
257,2012,32
258,2012,32
259,2012,33
261,2012,36
264,2012,35
265,2012,36
269,2012,35
270,2012,34
275,2012,36
276,2012,35
277,2012,33
278,2012,32
279,2012,28
282,2012,33
288,2012,30
290,2012,30
292,2012,28
294,2012,30
295,2012,36
299,2012,34
300,2012,32
301,2012,31
302,2012,31
304,2012,29
305,2012,31
309,2012,31
311,2012,29
314,2012,33
315,2012,33
322,2012,31
324,2012,28
325,2012,32
326,2012,27
328,2012,37
331,2012,30
333,2012,33
338,2012,30
339,2012,32
344,2012,33
349,2012,29
350,2012,30
356,2012,32
357,2012,30
399,2012,34
526,2012,31
2005,2012,29
2006,2012,33
2010,2012,26
2011,2012,29
2016,2012,28
2026,2012,31
2029,2012,33
2031,2012,31
2032,2012,34
2046,2012,32
2050,2012,30
2057,2012,35
2065,2012,33
2066,2012,31
2083,2012,34
2084,2012,30
2086,2012,37
2097,2012,31
2099,2012,30
2110,2012,28
2115,2012,29
2116,2012,33
2117,2012,31
2127,2012,28
2130,2012,28
2132,2012,37
2142,2012,30
2154,2012,27
2166,2012,31
2168,2012,33
2169,2012,28
2172,2012,31
2174,2012,35
2181,2012,34
2182,2012,36
2184,2012,31
2193,2012,30
2197,2012,29
2198,2012,32
2199,2012,31
2210,2012,29
2217,2012,37
2226,2012,29
2229,2012,29
2230,2012,28
2239,2012,30
2241,2012,32
2244,2012,33
2247,2012,33
2250,2012,33
2261,2012,33
2272,2012,31
2275,2012,32
2277,2012,28
2287,2012,35
2294,2012,35
2296,2012,30
2305,2012,38
2306,2012,33
2309,2012,32
2320,2012,34
2325,2012,34
2329,2012,34
2335,2012,32
2344,2012,31
2348,2012,34
2350,2012,30
2351,2012,34
2352,2012,33
2363,2012,34
2368,2012,32
2377,2012,30
2378,2012,30
2379,2012,29
2382,2012,37
2390,2012,33
2393,2012,34
2400,2012,34
2405,2012,32
2413,2012,31
2415,2012,29
2426,2012,28
2427,2012,34
2428,2012,30
2429,2012,30
2430,2012,31
2433,2012,29
2437,2012,16
2439,2012,34
2440,2012,35
2447,2012,28
2448,2012,32
2449,2012,31
2450,2012,35
2454,2012,31
2458,2012,27
2459,2012,31
2460,2012,34
2463,2012,26
2464,2012,29
2466,2012,29
2473,2012,36
2483,2012,34
2492,2012,28
2501,2012,31
2502,2012,32
2504,2012,29
2506,2012,29
2507,2012,32
2509,2012,35
2514,2012,32
2515,2012,30
2520,2012,32
2523,2012,37
2529,2012,32
2534,2012,28
2535,2012,28
2539,2012,34
2540,2012,30
2541,2012,29
2542,2012,33
2545,2012,28
2546,2012,30
2547,2012,27
2550,2012,34
2561,2012,31
2565,2012,27
2567,2012,32
2569,2012,29
2571,2012,33
2572,2012,34
2579,2012,31
2582,2012,29
2597,2012,30
2598,2012,29
2599,2012,32
2603,2012,34
2608,2012,32
2612,2012,31
2617,2012,32
2619,2012,32
2623,2012,32
2628,2012,33
2630,2012,30
2633,2012,34
2634,2012,33
2635,2012,31
2636,2012,32
2638,2012,32
2640,2012,33
2641,2012,31
2643,2012,29
2649,2012,35
2653,2012,27
2655,2012,31
2670,2012,36
2674,2012,33
2678,2012,32
2681,2012,31
2692,2012,31
2710,2012,33
2711,2012,34
2717,2012,33
2724,2012,32
2729,2012,31
2737,2012,31
2739,2012,29
2747,2012,33
2750,2012,31
2751,2012,33
2752,2012,36
2754,2012,31
2755,2012,28
2803,2012,30
2870,2012,30
2885,2012,31
2908,2012,34
2934,2012,31
3084,2012,32
112358,2012,34
2,2013,32
5,2013,32
6,2013,30
8,2013,32
9,2013,35
12,2013,35
13,2013,32
16,2013,28
21,2013,34
23,2013,29
24,2013,34
25,2013,33
26,2013,35
27,2013,31
30,2013,32
36,2013,35
38,2013,33
41,2013,30
42,2013,31
43,2013,31
44,2013,30
45,2013,30
46,2013,32
47,2013,29
48,2013,33
50,2013,31
52,2013,34
55,2013,28
56,2013,31
57,2013,37
58,2013,31
59,2013,31
61,2013,32
62,2013,31
66,2013,35
68,2013,32
70,2013,30
71,2013,35
77,2013,32
79,2013,30
82,2013,34
84,2013,36
85,2013,32
87,2013,35
93,2013,31
94,2013,27
96,2013,33
97,2013,40
98,2013,36
99,2013,31
103,2013,33
104,2013,30
107,2013,30
108,2013,30
111,2013,33
113,2013,33
116,2013,32
119,2013,31
120,2013,38
127,2013,36
130,2013,39
135,2013,34
139,2013,35
140,2013,32
142,2013,34
145,2013,36
147,2013,30
149,2013,31
150,2013,36
151,2013,31
152,2013,35
153,2013,36
154,2013,31
155,2013,33
156,2013,36
158,2013,33
159,2013,27
160,2013,29
161,2013,31
163,2013,27
164,2013,31
166,2013,35
167,2013,35
171,2013,27
172,2013,31
179,2013,29
183,2013,40
189,2013,32
193,2013,31
194,2013,37
195,2013,34
197,2013,33
198,2013,35
201,2013,32
202,2013,33
204,2013,32
213,2013,31
218,2013,34
219,2013,31
221,2013,33
222,2013,33
225,2013,28
227,2013,29
228,2013,31
231,2013,31
232,2013,35
233,2013,28
235,2013,36
236,2013,32
238,2013,33
239,2013,37
242,2013,30
245,2013,33
248,2013,33
249,2013,31
250,2013,33
251,2013,34
252,2013,36
253,2013,31
254,2013,32
256,2013,36
257,2013,34
258,2013,35
259,2013,32
261,2013,33
264,2013,34
265,2013,32
269,2013,35
270,2013,31
275,2013,35
276,2013,32
277,2013,32
278,2013,28
279,2013,35
282,2013,33
288,2013,30
290,2013,33
292,2013,32
294,2013,31
295,2013,30
299,2013,31
300,2013,37
301,2013,34
302,2013,31
304,2013,30
305,2013,32
309,2013,33
311,2013,30
314,2013,34
315,2013,33
322,2013,34
324,2013,29
325,2013,29
326,2013,34
328,2013,31
331,2013,31
333,2013,36
338,2013,30
339,2013,36
344,2013,32
349,2013,31
350,2013,30
356,2013,36
357,2013,29
399,2013,35
526,2013,36
2005,2013,32
2006,2013,33
2010,2013,30
2011,2013,31
2016,2013,32
2026,2013,31
2029,2013,30
2031,2013,32
2032,2013,31
2046,2013,31
2050,2013,29
2057,2013,32
2065,2013,32
2066,2013,29
2083,2013,34
2084,2013,34
2086,2013,36
2097,2013,33
2099,2013,34
2110,2013,30
2115,2013,30
2116,2013,29
2117,2013,31
2127,2013,32
2130,2013,32
2132,2013,34
2142,2013,32
2154,2013,31
2166,2013,34
2168,2013,31
2169,2013,32
2172,2013,32
2174,2013,33
2181,2013,32
2182,2013,31
2184,2013,30
2193,2013,32
2197,2013,32
2198,2013,34
2199,2013,34
2210,2013,33
2217,2013,35
2226,2013,31
2229,2013,32
2230,2013,30
2239,2013,32
2241,2013,34
2244,2013,38
2247,2013,31
2250,2013,35
2261,2013,31
2272,2013,31
2275,2013,32
2277,2013,29
2287,2013,33
2294,2013,37
2296,2013,29
2305,2013,37
2306,2013,35
2309,2013,35
2320,2013,31
2325,2013,34
2329,2013,30
2335,2013,36
2344,2013,33
2348,2013,34
2350,2013,31
2351,2013,34
2352,2013,35
2363,2013,32
2368,2013,31
2377,2013,31
2378,2013,31
2379,2013,28
2382,2013,36
2390,2013,36
2393,2013,34
2400,2013,28
2405,2013,31
2413,2013,33
2415,2013,32
2426,2013,31
2427,2013,32
2428,2013,29
2429,2013,33
2430,2013,31
2433,2013,27
2437,2013,31
2439,2013,35
2440,2013,31
2443,2013,26
2447,2013,30
2448,2013,37
2449,2013,34
2450,2013,33
2454,2013,32
2458,2013,31
2459,2013,30
2460,2013,35
2463,2013,31
2464,2013,32
2466,2013,31
2473,2013,31
2483,2013,37
2492,2013,30
2501,2013,31
2502,2013,28
2504,2013,31
2506,2013,32
2507,2013,34
2509,2013,34
2514,2013,31
2515,2013,32
2520,2013,34
2523,2013,35
2529,2013,29
2534,2013,34
2535,2013,32
2539,2013,31
2540,2013,31
2541,2013,38
2542,2013,33
2545,2013,31
2546,2013,31
2547,2013,30
2550,2013,33
2561,2013,32
2565,2013,27
2567,2013,32
2569,2013,28
2571,2013,35
2572,2013,37
2579,2013,32
2582,2013,33
2597,2013,30
2598,2013,29
2599,2013,33
2603,2013,32
2608,2013,35
2612,2013,30
2617,2013,28
2619,2013,33
2623,2013,33
2628,2013,32
2630,2013,29
2633,2013,33
2634,2013,31
2635,2013,28
2636,2013,32
2638,2013,32
2640,2013,31
2641,2013,31
2643,2013,30
2649,2013,28
2653,2013,33
2655,2013,35
2670,2013,36
2674,2013,34
2678,2013,31
2681,2013,31
2692,2013,37
2710,2013,30
2711,2013,35
2717,2013,32
2724,2013,39
2729,2013,30
2737,2013,28
2739,2013,33
2747,2013,32
2750,2013,36
2751,2013,34
2752,2013,31
2754,2013,34
2755,2013,28
2803,2013,31
2870,2013,32
2885,2013,28
2908,2013,33
2934,2013,29
3084,2013,32
112358,2013,34
2,2014,30
5,2014,31
6,2014,31
8,2014,33
9,2014,33
12,2014,38
13,2014,34
16,2014,30
21,2014,36
23,2014,31
24,2014,36
25,2014,35
26,2014,37
27,2014,31
30,2014,32
36,2014,32
38,2014,35
41,2014,40
42,2014,33
43,2014,33
44,2014,33
45,2014,33
46,2014,33
47,2014,33
48,2014,35
50,2014,32
52,2014,36
55,2014,31
56,2014,31
57,2014,39
58,2014,32
59,2014,33
61,2014,34
62,2014,31
66,2014,36
68,2014,34
70,2014,34
71,2014,32
77,2014,33
79,2014,33
82,2014,31
84,2014,32
85,2014,32
87,2014,32
93,2014,34
94,2014,30
96,2014,40
97,2014,37
98,2014,32
99,2014,33
103,2014,32
104,2014,35
107,2014,34
108,2014,32
111,2014,32
113,2014,33
116,2014,33
119,2014,36
120,2014,32
127,2014,38
130,2014,37
135,2014,38
139,2014,34
140,2014,30
142,2014,35
145,2014,33
147,2014,31
149,2014,30
150,2014,35
151,2014,34
152,2014,36
153,2014,34
154,2014,33
155,2014,34
156,2014,35
158,2014,32
159,2014,28
160,2014,30
161,2014,30
163,2014,30
164,2014,33
166,2014,36
167,2014,34
171,2014,34
172,2014,28
179,2014,33
183,2014,34
189,2014,32
193,2014,31
194,2014,35
195,2014,37
197,2014,34
198,2014,33
201,2014,33
202,2014,34
204,2014,32
213,2014,34
218,2014,31
219,2014,28
221,2014,36
222,2014,34
225,2014,29
227,2014,32
228,2014,36
231,2014,30
232,2014,32
233,2014,30
235,2014,34
236,2014,32
238,2014,31
239,2014,38
242,2014,30
245,2014,34
248,2014,33
249,2014,32
250,2014,32
251,2014,35
252,2014,35
253,2014,29
254,2014,33
256,2014,31
257,2014,33
258,2014,37
259,2014,31
261,2014,32
264,2014,32
265,2014,31
269,2014,32
270,2014,35
275,2014,38
276,2014,33
277,2014,33
278,2014,39
279,2014,34
282,2014,34
288,2014,30
290,2014,34
292,2014,32
