dataset,student_id,unit_id,school_id,unit_definition,cohort,own_performance_raw,own_performance_z,peer_mean_loo,peer_sd_loo,relative_performance_raw,relative_performance_z,within_unit_percentile_loo,n_peers_above,share_peers_above,n_top_decile_peers_loo,share_top_decile_peers_loo,unit_n,peer_n,cell_at_least_5,cell_at_least_10,cell_at_least_15,bachelors_or_higher_by_2000,associate_or_higher_by_2000,any_postsecondary_by_2000,high_school_diploma_by_2000,outcome_observed,analytic_sample_min5,analytic_sample_min10,followup_weight_2000,base_reading_std_score,base_history_std_score,degree_code_2000,hs_completion_code_2000,study_entry_code,base_year_ses,race_code,sex_code,base_year_eligible,sex_label,race_label,global_top_decile_cutoff,own_global_top_decile,unit_mean_including_self,unit_sd_including_self,n_peers_equal,unit_top_score_including_self,gap_to_unit_top,peer_mean_z_loo
NELS:88,233536,NELS_F1_23224,23224,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,65.91,1.3682343,61.11285836356027,4.730864947121494,4.797145298549104,0.47066209997449604,1.0,0,0.0,0,0.0,8,7,1,0,0,0,0,1,1,1,1,0,38.1653,70.55,61.07,1,1,1,1.196,2,1,1,Male,Hispanic,66.70999908447266,0,61.712501525878906,4.6968746,0,65.91,0.0,0.8975721767970494
NELS:88,266610,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,39.6,-1.2131169,52.07142693655832,10.011750933667821,-12.471428462437224,-1.2236083064760481,0.0,14,1.0,2,0.14285714285714285,15,14,1,1,1,0,0,1,1,1,1,1,42.3011,49.94,40.95,1,1,1,-0.723,4,2,1,Female,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,37.599998474121094,0.010491422244480677
NELS:88,266616,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,45.45,-0.6391561,51.65356963021414,10.422999033106738,-6.20356886727469,-0.6086503267288208,0.35714285714285715,9,0.6428571428571429,2,0.14285714285714285,15,14,1,1,1,1,1,1,1,1,1,1,42.3011,42.53,48.65,4,1,1,-0.612,4,2,1,Female,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,31.749996185302734,-0.030505776405334473
NELS:88,266618,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,45.29,-0.6548542,51.66499819074358,10.415569877353393,-6.374997275216238,-0.6254696931157794,0.2857142857142857,10,0.7142857142857143,2,0.14285714285714285,15,14,1,1,1,0,0,1,1,1,1,1,42.2777,47.07,46.58,1,1,1,0.119,4,1,1,Male,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,31.909996032714844,-0.02938448531287057
NELS:88,266619,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,77.2,2.4759283,49.38571275983538,7.473881114955045,27.81428418840681,2.728940112250192,1.0,0,0.0,1,0.07142857142857142,15,14,1,1,1,1,1,1,1,1,1,1,47.893,70.55,76.7,4,1,1,1.421,1,1,1,Male,Asian/Pacific Islander,66.70999908447266,1,51.23999837239583,10.170762,0,77.2,0.0,-0.253011805670602
NELS:88,266621,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,50.23,-0.17017655,51.31214114597866,10.550725465875797,-1.082141603742329,-0.10617223594869886,0.6428571428571429,5,0.35714285714285715,2,0.14285714285714285,15,14,1,1,1,0,0,0,1,1,1,1,42.2777,55.63,52.34,-3,1,1,-1.02,4,1,1,Male,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,26.96999740600586,-0.06400431479726519
NELS:88,266637,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,45.63,-0.6214958,51.640712465558735,10.43110875863827,-6.010711397443501,-0.5897285555090223,0.42857142857142855,8,0.5714285714285714,2,0.14285714285714285,15,14,1,1,1,0,1,1,1,1,1,1,42.3011,57.76,47.36,3,1,1,-0.807,4,2,1,Female,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,31.569995880126953,-0.031767227819987705
NELS:88,266641,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,57.05,0.49895343,50.824998310634065,10.422081598961718,6.225000926426482,0.6107527485915593,0.7857142857142857,3,0.21428571428571427,2,0.14285714285714285,15,14,1,1,1,1,1,1,1,1,1,1,42.3011,57.78,74.06,5,1,1,1.33,4,2,1,Female,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,20.14999771118164,-0.11179931674684797
NELS:88,266646,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,44.11,-0.77062744,51.749283926827566,10.354324220921095,-7.6392833164760034,-0.749512472323009,0.14285714285714285,12,0.8571428571428571,2,0.14285714285714285,15,14,1,1,1,0,0,1,1,1,1,1,42.3011,41.31,40.85,1,1,1,-1.266,4,2,1,Female,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,33.089996337890625,-0.021114966699055264
NELS:88,266647,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,44.9,-0.69311816,51.69285529000418,10.396588909689703,-6.792853764125276,-0.6664668108735766,0.21428571428571427,11,0.7857142857142857,2,0.14285714285714285,15,14,1,1,1,0,0,1,1,1,1,1,42.2777,60.05,58.16,1,1,1,1.042,4,1,1,Male,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,32.29999542236328,-0.026651344129017422
NELS:88,266652,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,48.48,-0.34187412,51.43714114597866,10.524925567135096,-2.957141603742329,-0.2901339190346854,0.5714285714285714,6,0.42857142857142855,2,0.14285714285714285,15,14,1,1,1,0,1,1,1,1,1,1,149.3959,59.1,67.91,3,1,1,-0.134,5,2,1,Female,American Indian/Alaska Native,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,28.71999740600586,-0.0517402035849435
NELS:88,266670,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,59.11,0.7010662,50.677855355399,10.310052830791463,8.432145254952566,0.8273021408489772,0.8571428571428571,2,0.14285714285714285,2,0.14285714285714285,15,14,1,1,1,1,1,1,1,1,1,1,42.3011,40.79,47.5,4,1,1,0.684,4,2,1,Female,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,18.089996337890625,-0.12623594488416398
NELS:88,266678,NELS_F1_7528,7528,tenth-grade high school (F1SCH_ID),1988 eighth-grade cohort,46.14,-0.57145834,51.60428401402065,10.45266479773587,-5.464284624372212,-0.5361170087541852,0.5,7,0.5,2,0.14285714285714285,15,14,1,1,1,0,0,0,0,1,1,1,54.223,45.93,54.01,-3,2,1,-0.526,4,2,1,Female,White,66.70999908447266,0,51.23999837239583,10.170762,0,77.2,31.05999755859375,-0.03534133093697684
