vent,n,draft_rate,poolq_mean,poolq_median
0,2410,0.0,-0.9975301421943639,-1.0122166760615827
1,73,0.0,-0.8566625891978022,-0.860905230995641
2,1185,0.0,-0.6981004621353192,-0.7069570709929439
3,22145,4.5156920298035674e-05,-0.5921399664520638,-0.602451252992935
4,1454,0.0,-0.4858577139501812,-0.494679202272287
5,212,0.0047169811320754715,-0.31448065914729645,-0.31054688411097786
6,604,0.0033112582781456954,-0.18789922039897877,-0.17928666961137832
7,1952,0.02612704918032787,-0.06257503499553276,-0.05799980440851746
8,4065,0.02238622386223862,0.054965130137076545,0.0573190510598068
9,4859,0.019962955340605062,0.17892914639469817,0.18005325268123157
10,5472,0.019005847953216373,0.30635149198163153,0.3084592526954121
11,7893,0.02508551881413911,0.4344744027206867,0.43568973865313193
12,9721,0.026849089599835407,0.5564474261365603,0.5570282708797101
13,8287,0.023651502353083144,0.6782810446715101,0.6770250655280353
14,4788,0.020676691729323307,0.8002749792851639,0.7964229104132479
15,2805,0.012477718360071301,0.9450953599180305,0.9458020887391646
