vent,n,draft_rate,poolq_mean,poolq_median
0,1034,0.0,-0.922763686069985,-0.9510777724192098
1,706,0.00141643059490085,-0.7520338116820791,-0.7486789459210021
2,1160,0.0017241379310344827,-0.6219422572556973,-0.6189202669835948
3,2086,0.003835091083413231,-0.4962581433280584,-0.49214936675172627
4,3964,0.014631685166498487,-0.3657012704988497,-0.36276085007513875
5,7292,0.016456390565002744,-0.23973356023965842,-0.23726012524547446
6,10450,0.018660287081339714,-0.11289214146782683,-0.11131774435775402
7,11780,0.020543293718166385,0.012605032270583008,0.012021277175156038
8,9712,0.023064250411861616,0.13756126509789954,0.13593905866774247
9,6395,0.024081313526192336,0.2646958824763168,0.2618974140267976
10,3524,0.02213393870601589,0.3902110438736906,0.38589163441306745
11,1684,0.022565320665083134,0.5194105813171241,0.516732670774486
12,815,0.015950920245398775,0.6502951246383996,0.6472829648369788
13,433,0.0023094688221709007,0.7798392796849845,0.7798908361652777
14,301,0.0,0.9118111513798798,0.9090870426514981
15,844,0.0,1.088368898539414,1.1053825050076718
