bin,x_mean,n,y_rate
1,-0.4866044071146452,701,0.021398002853067047
2,-0.34899940554311687,700,0.03571428571428571
3,-0.275528662409898,700,0.055714285714285716
4,-0.21658537805748443,701,0.05563480741797432
5,-0.16809151113616622,700,0.055714285714285716
6,-0.12217948778473438,700,0.08142857142857143
7,-0.0834345631966004,701,0.07988587731811697
8,-0.0438146375878442,700,0.08
9,0.00010258904349514676,700,0.07285714285714286
10,0.04275886578486343,701,0.06134094151212553
11,0.078363960925248,700,0.06857142857142857
12,0.11821919871198552,700,0.08571428571428572
13,0.17446380497317437,701,0.09272467902995721
14,0.250604301938449,700,0.09
15,0.35121152412081197,700,0.10857142857142857
16,0.5628849144765221,701,0.10984308131241084
