bin,x_mean,n,y_rate
1,-1.3316534141832377,99,0.010101010101010102
2,-1.1265418761291732,506,0.007905138339920948
3,-0.9402655890311268,1625,0.019692307692307693
4,-0.7316535235535714,2456,0.018322475570032574
5,-0.5233452432946156,2420,0.02933884297520661
6,-0.3172135668744084,2115,0.03215130023640662
7,-0.0930486538589351,2121,0.05799151343705799
8,0.11826060066657976,2048,0.0966796875
9,0.3168399041329749,1868,0.08832976445396146
10,0.5125681893407141,1181,0.14225232853513972
11,0.7655171434097041,884,0.1595022624434389
12,0.969218042240878,1061,0.2290292177191329
13,1.1500061104236117,556,0.23201438848920863
14,1.3673875579895984,366,0.2978142076502732
15,1.6227225283771103,292,0.2842465753424658
16,1.7504344246014703,191,0.4973821989528796
