bin,x_mean,n,y_rate
1,-0.27574496070395643,1838,0.03264417845484222
2,-0.1898549208079541,1838,0.031011969532100107
3,-0.1451730775475874,1837,0.050081654872074034
4,-0.10991785642665819,1838,0.044069640914037
5,-0.08382060766919432,1838,0.041893362350380846
6,-0.059848868972357375,1837,0.05715841045182363
7,-0.036458858301621655,1838,0.06147986942328618
8,-0.01541307381225948,1838,0.07018498367791078
9,0.0051702651350691445,1837,0.07784431137724551
10,0.026304754950106653,1838,0.06692056583242655
11,0.04786747355194995,1839,0.06960304513322457
12,0.07257552441666808,1836,0.08660130718954248
13,0.09895933079053797,1838,0.07725788900979326
14,0.1304855072633247,1837,0.08655416439847577
15,0.1760335002040921,1838,0.08215451577801959
16,0.29214315294560483,1838,0.10010881392818281
