bin,x_mean,n,y_rate
1,-0.4110806825948819,701,0.15977175463623394
2,-0.2690206635968306,700,0.11857142857142858
3,-0.2103439013197896,700,0.09571428571428571
4,-0.16410767559212247,701,0.11982881597717546
5,-0.12408784307814072,700,0.07857142857142857
6,-0.08943619181544041,700,0.07714285714285714
7,-0.056818762802178346,701,0.07275320970042796
8,-0.024523489175091444,700,0.06571428571428571
9,0.007517950915592681,700,0.07428571428571429
10,0.03986932947647674,701,0.034236804564907276
11,0.07362080900978978,700,0.05142857142857143
12,0.10913393819065464,700,0.04857142857142857
13,0.1513704289464968,701,0.04136947218259629
14,0.20592382061766312,700,0.04
15,0.2832159560702972,700,0.04
16,0.4624003983799975,701,0.037089871611982884
