bin,x_mean,n,y_rate
1,-0.5317671927278782,8,0.0
2,-0.44619694100820173,81,0.012345679012345678
3,-0.357146241901831,247,0.04048582995951417
4,-0.25387749379974894,1419,0.03171247357293869
5,-0.1649312688986817,4086,0.040137053352912386
6,-0.0684276428890481,7296,0.05317982456140351
7,0.02421157463525236,8175,0.07327217125382263
8,0.11773741221574396,5315,0.08165569143932268
9,0.21501965356692088,1834,0.0965103598691385
10,0.30484641576737453,743,0.0901749663526245
11,0.40420706137721985,124,0.06451612903225806
12,0.5083038590751389,41,0.0975609756097561
13,0.6199156995314897,19,0.21052631578947367
14,0.684487195871781,6,0.0
15,0.8194683958313509,3,0.3333333333333333
16,0.9257890496614304,6,0.16666666666666666
