vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,1050,2,0.0019047619047619048,-0.5492553705613267,-0.566329839969683,-0.566329839969683,-0.5070256405332255,1,-0.566329839969683,-0.5069976678897897,-0.5366637539297363,"[-0.5663, -0.507)"
1,883,2,0.0022650056625141564,-0.47879401841306773,-0.478009121549226,-0.506289612316064,-0.44768139582506805,2,-0.5069976678897897,-0.4476654958098965,-0.47733158184984315,"[-0.507, -0.4477)"
2,1197,7,0.005847953216374269,-0.41383160320554735,-0.41028209869005816,-0.4464742154311153,-0.3884483888686792,3,-0.4476654958098965,-0.38833332373000323,-0.41799940976994987,"[-0.4477, -0.3883)"
3,1671,13,0.007779772591262717,-0.3558287728030189,-0.3526400376118688,-0.3882061497837789,-0.32930578365350466,4,-0.38833332373000323,-0.32900115165011,-0.3586672376900566,"[-0.3883, -0.329)"
4,2982,44,0.014755197853789403,-0.29794950132391196,-0.2947589542728945,-0.3287248745080511,-0.26999975973643564,5,-0.32900115165011,-0.26966897957021674,-0.2993350656101634,"[-0.329, -0.2697)"
5,3010,34,0.011295681063122924,-0.23788571268147812,-0.23807235683540662,-0.26958267279725595,-0.21048205560592648,6,-0.26966897957021674,-0.21033680749032346,-0.2400028935302701,"[-0.2697, -0.2103)"
6,4194,71,0.01692894611349547,-0.18164742891204216,-0.1814401436989549,-0.21022979919161905,-0.1510846750221576,7,-0.21033680749032346,-0.15100463541043024,-0.18067072145037685,"[-0.2103, -0.151)"
7,5016,86,0.0171451355661882,-0.12119326689403917,-0.12105929578287404,-0.15093023352241428,-0.09205781341409677,8,-0.15100463541043024,-0.09167246333053697,-0.1213385493704836,"[-0.151, -0.09167)"
8,5207,97,0.018628768964855002,-0.06314364643254713,-0.06413633684368066,-0.09163563975681469,-0.032537642423031095,9,-0.09167246333053697,-0.03234029125064375,-0.06200637729059036,"[-0.09167, -0.03234)"
9,4938,116,0.023491292021061157,-0.001532418064362225,-0.0008188508706903167,-0.03196212322605651,0.026979342684581242,10,-0.03234029125064375,0.026991880829249526,-0.0026742052106971115,"[-0.03234, 0.02699)"
10,5298,133,0.0251038127595319,0.056870952005760596,0.056393556205835034,0.02700113833241824,0.08627700384937276,11,0.026991880829249526,0.0863240529091428,0.056657966869196164,"[0.02699, 0.08632)"
11,4213,107,0.0253975789223831,0.11443604473615174,0.11270851129895465,0.08643225793469317,0.14475722235993033,12,0.0863240529091428,0.14565622498903608,0.11599013894908944,"[0.08632, 0.1457)"
12,3864,146,0.03778467908902691,0.17417642963191424,0.1722776369767304,0.14593376277085182,0.2048186898446085,13,0.14565622498903608,0.20498839706892935,0.1753223110289827,"[0.1457, 0.205)"
13,2946,119,0.04039375424304141,0.2348459637533436,0.23355379228342077,0.20507407431974123,0.2641183773779536,14,0.20498839706892935,0.2643205691488225,0.23465448310887593,"[0.205, 0.2643)"
14,2323,99,0.04261730520878175,0.29253557293501414,0.29278747196449956,0.26466638820649135,0.32216465889939006,15,0.2643205691488225,0.3236527412287158,0.29398665518876915,"[0.2643, 0.3237)"
15,1935,102,0.05271317829457364,0.35031922817911576,0.3485309254597273,0.32397585848862087,0.38291069435258596,16,0.3236527412287158,0.38298491330860907,0.3533188272686624,"[0.3237, 0.383)"
16,1403,69,0.04918032786885246,0.411487809508925,0.41016710360394554,0.38334141310254366,0.44166020239733383,17,0.38298491330860907,0.44231708538850234,0.4126509993485557,"[0.383, 0.4423)"
17,822,41,0.049878345498783457,0.46757647190602813,0.4669373120845067,0.4424815497260532,0.5014521453823424,18,0.44231708538850234,0.5016492574683955,0.4719831714284489,"[0.4423, 0.5016)"
18,687,45,0.06550218340611354,0.5283542405769938,0.5279092654362579,0.5022855561687742,0.5599857209776323,19,0.5016492574683955,0.5609814295482889,0.5313153435083422,"[0.5016, 0.561)"
19,943,67,0.07104984093319194,0.6076050526315842,0.6203136016281822,0.5612247799976742,0.6203136016281822,20,0.5609814295482889,0.6203136016281822,0.5906475155882356,"[0.561, 0.6203)"
