vent,n,draft_rate,perf_mean,perf_median
0,3412,0.00029308323563892143,-1.8305785979949996,-1.7572000535680274
1,3411,0.0005863383172090296,-1.2896800726148976,-1.282584170056556
2,3412,0.0038100820633059787,-1.0121728581079785,-1.0090857884126427
3,3411,0.0043975373790677225,-0.7980320882467422,-0.797788672586284
4,3411,0.0038111990618586926,-0.6099673592325854,-0.6104978118094507
5,3412,0.007913247362250879,-0.44230343692103263,-0.4427755718301365
6,3411,0.00908824391673996,-0.2784054840249326,-0.27872483031449213
7,3411,0.01289944297859865,-0.11834584719419244,-0.11660550158445378
8,3412,0.015240328253223915,0.03994687650660734,0.03912027003572194
9,3411,0.021694517736734097,0.20081371382304958,0.19963157817135724
10,3412,0.021688159437280186,0.3687612744174336,0.36944315394661364
11,3411,0.02873057754324245,0.5543853208851943,0.5538942906735087
12,3411,0.0416300205218411,0.7647857001477264,0.7640606392520318
13,3412,0.049531066822977726,1.0151361195979747,1.0111693979964338
14,3411,0.06830841395485195,1.3529113401120514,1.3427225066989683
15,3411,0.1207856933450601,2.083291048399507,1.9480767214265948
