vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,1043,11,0.010546500479386385,-0.17200421186889733,-0.16689211166494114,-0.2387321772411672,-0.10076086528133324,1
1,1042,13,0.012476007677543186,-0.07015116662686259,-0.06991479466740706,-0.10076086528133324,-0.04531342197081978,2
2,1042,25,0.02399232245681382,-0.027588233256264458,-0.026968639340377264,-0.04531342197081978,-0.01202034812585156,3
3,1043,15,0.014381591562799617,0.001966624785752191,0.0013248720397508638,-0.01202034812585156,0.015618455696728857,4
4,1042,28,0.026871401151631478,0.030074973324958662,0.02969962075019237,0.015618455696728857,0.04601079101585658,5
5,1042,34,0.03262955854126679,0.05992896334906094,0.060985367567369185,0.04601079101585658,0.0687920253858143,6
6,1043,15,0.014381591562799617,0.08039856634608784,0.08130071857492656,0.0687920253858143,0.09174901141995244,7
7,1042,19,0.018234165067178502,0.10204542820409263,0.10214948080469424,0.09174901141995244,0.11223607518566774,8
8,1042,21,0.02015355086372361,0.1212036953362849,0.12153746742114283,0.11223607518566774,0.1311821980080839,9
9,1042,23,0.022072936660268713,0.14143920767606766,0.1418799502727842,0.1311821980080839,0.149962998170903,10
10,1043,32,0.030680728667305847,0.16021202963990253,0.16026518308246304,0.149962998170903,0.16926274891005846,11
11,1042,34,0.03262955854126679,0.17967941624482778,0.18004818283807522,0.16926274891005846,0.19004784918113343,12
12,1042,26,0.02495201535508637,0.19964567493301286,0.19913360025667776,0.19004784918113343,0.21115814017118056,13
13,1043,29,0.027804410354745925,0.22218926160410915,0.22255460079995046,0.21115814017118056,0.23223097292817885,14
14,1042,48,0.046065259117082535,0.24482337291408604,0.2456573095434776,0.23223097292817885,0.254308951370077,15
15,1042,42,0.04030710172744722,0.2696331378680738,0.26937072027768383,0.254308951370077,0.28376765726670067,16
16,1043,40,0.038350910834132314,0.3011050970022505,0.30093479132811807,0.28376765726670067,0.3188297171501136,17
17,1042,39,0.03742802303262956,0.33795146675282756,0.3371409235266472,0.3188297171501136,0.3589177366131071,18
18,1042,54,0.05182341650671785,0.3855810935776717,0.38415951774175006,0.3589177366131071,0.41199827565244806,19
19,1042,61,0.05854126679462572,0.47409784956372686,0.46544027676008165,0.41199827565244806,0.5274889059536627,20
