vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,1303,50,0.03837298541826554,-0.3568525921875786,-0.3310842474446244,-0.6070657618618239,-0.2500125501890795,1
1,1303,45,0.03453568687643899,-0.2027943045097303,-0.19928902723184977,-0.24976920303954953,-0.16585743348870474,2
2,1303,41,0.031465848042977744,-0.13973080694826673,-0.13897952098249577,-0.1658227806400982,-0.11563188222660961,3
3,1303,39,0.029930928626247123,-0.09330249783876926,-0.0929524985972669,-0.1156173474378613,-0.07249974143554218,4
4,1303,45,0.03453568687643899,-0.05204174129561083,-0.05166176389741321,-0.07249513064386644,-0.03170323689080763,5
5,1303,33,0.02532617037605526,-0.01220137736905234,-0.012127329076783629,-0.031671965274140124,0.006272543103287208,6
6,1303,45,0.03453568687643899,0.024398179745648313,0.02437075348789292,0.006324314506127661,0.04127076905736761,7
7,1302,41,0.0314900153609831,0.05615321680750623,0.05597381482299972,0.04127199454685827,0.07117760123254885,8
8,1303,37,0.0283960092095165,0.08666198811272877,0.08726700228907598,0.07119687229580467,0.101674817789131,9
9,1303,32,0.024558710667689946,0.11725071076436558,0.11728120945095259,0.10168926595353946,0.13251954112687456,10
10,1303,24,0.01841903300076746,0.14792288337454795,0.14795939263912292,0.1325554950439263,0.16397422464676017,11
11,1303,43,0.03300076745970836,0.18162879553575637,0.18113549462348102,0.16402303329319842,0.20019184712588944,12
12,1303,36,0.02762854950115119,0.22122843451984409,0.22106747042040417,0.20023548185316728,0.24347120086553176,13
13,1303,27,0.02072141212586339,0.2685337759892421,0.2677362765039355,0.2435056645676895,0.2965877216358446,14
14,1303,38,0.02916346891788181,0.33672916708969347,0.3344311381253347,0.29660120568465853,0.3884423243508503,15
15,1302,33,0.02534562211981567,0.5066257407687672,0.47935981450206466,0.3884729550145781,0.715073382051501,16
