vent,n,draft_rate,perf_mean,perf_median
0,475,0.0,-2.0276269663757405,-1.9436456189004456
1,474,0.0,-1.4567503558076367,-1.451622695869581
2,474,0.0,-1.1891845057431663,-1.1890310947430782
3,474,0.0,-0.9790018977492517,-0.9766756641016283
4,474,0.0,-0.7984105794359356,-0.7988718394310983
5,474,0.0,-0.6319742188096478,-0.6314953767504226
6,475,0.002105263157894737,-0.47481162693573586,-0.47968307676803007
7,474,0.006329113924050633,-0.32362005090825446,-0.32553804264938396
8,474,0.006329113924050633,-0.17972855164193985,-0.17932704258820184
9,474,0.008438818565400843,-0.03197504836662692,-0.03350338696366624
10,474,0.027426160337552744,0.11435922012363191,0.11068144874054747
11,474,0.035864978902953586,0.26154146512992976,0.2625899859452878
12,474,0.0379746835443038,0.4098128559696542,0.41116407347926387
13,475,0.05263157894736842,0.5665098177753028,0.5697958534261104
14,474,0.08227848101265822,0.7266169417147834,0.7241353932455509
15,474,0.09071729957805907,0.9149700698280601,0.9193963568461696
16,474,0.1540084388185654,1.1322050879456178,1.1310933291701932
17,474,0.18354430379746836,1.369669424700924,1.3651710876095122
18,474,0.23417721518987342,1.6907781929740715,1.6843466606172899
19,474,0.3755274261603376,2.4281041454499395,2.310656790873734
