vent,n,draft_rate,perf_mean,perf_median
0,593,0.0,-1.9402207011942654,-1.8556832587222067
1,593,0.0,-1.3467099137670386,-1.3383540691426923
2,593,0.0,-1.0545726558439563,-1.053315263461242
3,592,0.0,-0.819726364867934,-0.8153472053696887
4,593,0.0,-0.6124307309583575,-0.6085324214124826
5,593,0.003372681281618887,-0.41576134650744495,-0.4102773124036334
6,592,0.005067567567567568,-0.2348439599832455,-0.234555579512144
7,593,0.01011804384485666,-0.050740618545562596,-0.04892114768663868
8,593,0.02866779089376054,0.133142008430457,0.13382447498970476
9,592,0.030405405405405407,0.31710283062915867,0.31313591695453435
10,593,0.047217537942664416,0.5066787597590333,0.5056189078602417
11,593,0.08263069139966273,0.7062364605177923,0.6983871544133293
12,592,0.10135135135135136,0.9408823764567121,0.9385109356320862
13,593,0.16020236087689713,1.2191912909448355,1.2200694589191372
14,593,0.2057335581787521,1.556161979043716,1.5425173391677112
15,592,0.36317567567567566,2.312749500912767,2.1795339775057343
