vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,2730,30,0.01098901098901099,-0.39462130270099427,-0.3756938309631841,-0.6070657618618239,-0.3004504142365173,1
1,2729,36,0.0131916452913155,-0.25507276472202345,-0.25268293418721005,-0.30044950970624174,-0.21758348427448537,2
2,2729,30,0.010993037742762916,-0.18904740903266626,-0.1879155447677788,-0.21758334376753935,-0.16460132615048734,3
3,2729,30,0.010993037742762916,-0.14373754161443408,-0.14324511890228575,-0.16460083213176144,-0.1238577051646943,4
4,2729,35,0.01282521069989007,-0.10616441724300892,-0.10572825750394013,-0.12383882589167276,-0.08922631432815535,5
5,2729,32,0.011725906925613778,-0.07390728073161247,-0.07367776885436497,-0.08921328932612382,-0.05889215351856314,6
6,2729,28,0.010260168559912056,-0.04425056623544971,-0.0440733523867403,-0.05889070911718304,-0.030284886790573045,7
7,2729,25,0.009160864785635764,-0.016980253107462363,-0.017192096792446886,-0.03027671806712337,-0.0038083007509755067,8
8,2729,27,0.009893733968486624,0.009038837868525756,0.009015116374868367,-0.003803657481267375,0.02177346517588212,9
9,2729,34,0.01245877610846464,0.03445208401470212,0.0344810924685219,0.021799844886280728,0.04670951718416004,10
10,2730,31,0.011355311355311355,0.05843813250975755,0.058323432127859065,0.04671487959427037,0.07040737785612697,11
11,2729,33,0.012092341517039208,0.08276657383794404,0.08275655749226275,0.07042307735846828,0.09496747232954472,12
12,2729,25,0.009160864785635764,0.10735429098424554,0.107492288993102,0.09496795802654184,0.11988971751848249,13
13,2729,25,0.009160864785635764,0.13246693782378308,0.13243639919257777,0.11989947183006748,0.14539790110086923,14
14,2729,20,0.007328691828508612,0.1590086847618241,0.1585417894658425,0.14540545495753546,0.17385349702640063,15
15,2729,37,0.013558079882740931,0.1890891698238319,0.18887440519332532,0.17385494274191252,0.20607059683343731,16
16,2729,36,0.0131916452913155,0.22588171442996174,0.22536615312530306,0.20608784268779634,0.24741306509834005,17
17,2729,26,0.009527299377061194,0.27265734910595407,0.27199489434630886,0.247459867342792,0.30151972802632804,18
18,2729,41,0.015023818248442653,0.3444386276884775,0.34240039969294117,0.3015320999206067,0.3990726266032704,19
19,2729,28,0.010260168559912056,0.527674191748079,0.4986323406636077,0.3991521931407691,0.715073382051501,20
