vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,475,5,0.010526315789473684,-0.9142166051773439,-0.8839629528895131,-1.1533202903543094,-0.6710233624141757,1
1,474,6,0.012658227848101266,-0.5803977930771148,-0.5821562381251384,-0.6710233624141757,-0.505654115227004,2
2,474,9,0.0189873417721519,-0.43811762644065155,-0.43868236971820457,-0.505654115227004,-0.37459474609001864,3
3,474,10,0.02109704641350211,-0.32702733776496323,-0.330135757648739,-0.37459474609001864,-0.28537895773498384,4
4,474,8,0.016877637130801686,-0.24327836461554053,-0.24073798890838552,-0.28537895773498384,-0.20705006240433035,5
5,474,13,0.027426160337552744,-0.17317579796114857,-0.17553556103645232,-0.20705006240433035,-0.1389993119745329,6
6,475,9,0.018947368421052633,-0.11305368038950686,-0.10891966516667768,-0.1389993119745329,-0.09133598819156416,7
7,474,18,0.0379746835443038,-0.06650219996769181,-0.06822583309578745,-0.09095921802848422,-0.038283544871264306,8
8,474,11,0.023206751054852322,-0.012377380016006505,-0.011382263952118232,-0.038283544871264306,0.010429793229702222,9
9,474,15,0.03164556962025317,0.036769689703504506,0.03635271386772646,0.010429793229702222,0.06162280596649583,10
10,474,29,0.06118143459915612,0.08968287699334647,0.09012341775986898,0.06162280596649583,0.11775910637248234,11
11,474,26,0.05485232067510549,0.14555804488463922,0.14600377022975727,0.11775910637248234,0.17032436325659395,12
12,474,35,0.07383966244725738,0.2013553168603119,0.20031326900882565,0.1713809856995834,0.22829930691771,13
13,475,35,0.07368421052631578,0.25542505811857413,0.2590516612207407,0.22843355321526973,0.2826493159787136,14
14,474,49,0.10337552742616034,0.3226931106630256,0.3250369828009579,0.2826493159787136,0.3638522361255507,15
15,474,31,0.06540084388185655,0.40024526958911844,0.39642088790572233,0.3638522361255507,0.4452267543003171,16
16,474,42,0.08860759493670886,0.48813688997626525,0.4875948276014576,0.4452267543003171,0.5353697116713763,17
17,474,69,0.14556962025316456,0.5922317855449466,0.5950817138373392,0.5353697116713763,0.6643208516916088,18
18,474,80,0.16877637130801687,0.7505843887152047,0.7455517071201752,0.6643208516916088,0.8622825877345484,19
19,474,115,0.24261603375527427,1.0923972352655518,1.0856990860398041,0.8622825877345484,1.2872673602199858,20
