vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,593,5,0.008431703204047217,-0.8611345214925546,-0.8073813558971908,-1.1533202903543094,-0.6241808467317428,1
1,593,11,0.01854974704890388,-0.522387220283117,-0.5175053896383489,-0.6240434986960672,-0.43917943670609166,2
2,593,13,0.021922428330522766,-0.36615156895034945,-0.35978546800412037,-0.43818530273031747,-0.30192957178915064,3
3,592,9,0.015202702702702704,-0.2530368682069053,-0.24831133157210988,-0.299342575372527,-0.20705006240433035,4
4,593,14,0.023608768971332208,-0.16515228780318203,-0.1648691638911647,-0.20705006240433035,-0.12490847336412872,5
5,593,18,0.03035413153456998,-0.09610179443077373,-0.09712908608860264,-0.12490847336412872,-0.06880022480686637,6
6,592,15,0.02533783783783784,-0.031680101294379835,-0.03082116461452551,-0.06765144138470852,-0.0031321957142501455,7
7,593,19,0.03204047217537943,0.030240094974024564,0.031066671457081235,-0.002571147083958092,0.06162280596649583,8
8,593,32,0.05396290050590219,0.09657474143096029,0.09427799072852747,0.06162280596649583,0.13069731363391437,9
9,592,40,0.06756756756756757,0.166875382169228,0.16593579010402365,0.1313851800223406,0.20031326900882565,10
10,593,45,0.07588532883642496,0.23557836292431455,0.23789592858701378,0.20031326900882565,0.2665785758248667,11
11,593,57,0.09612141652613827,0.3127707202288178,0.3147149165800255,0.26685327050792074,0.3638522361255507,12
12,592,42,0.07094594594594594,0.4113477477441988,0.4065119497195062,0.3638522361255507,0.466911670816074,13
13,593,65,0.10961214165261383,0.5233197302077084,0.525380934152439,0.46704426536484994,0.5948905602735038,14
14,593,93,0.15682967959527824,0.6848949071940766,0.6851827511440737,0.5952728674011747,0.7941283176098789,15
15,592,137,0.23141891891891891,1.0395188397049848,1.0216174983957211,0.7941283176098789,1.2872673602199858,16
