vent,n,draft_rate,perf_mean,perf_median
0,1425,0.0,-1.1656359692527267,-1.1078413710363
1,1425,0.0,-0.7781497053829345,-0.7751672529338771
2,1425,0.0,-0.5808096193374744,-0.5790060719512335
3,1424,0.0,-0.42859110386863164,-0.42815451704924323
4,1425,0.0007017543859649122,-0.2983828842085374,-0.29635504943950225
5,1425,0.0014035087719298245,-0.17812289326004332,-0.178520882268838
6,1424,0.0007022471910112359,-0.0687905333316574,-0.07048700708211364
7,1425,0.0035087719298245615,0.04154038024958249,0.042336401059070945
8,1425,0.007017543859649123,0.14995209230575468,0.14946183618386064
9,1424,0.011938202247191011,0.263117675905306,0.2630499006846103
10,1425,0.017543859649122806,0.3779511852896125,0.3772858890311331
11,1425,0.028771929824561403,0.5063658085262555,0.5068594532530226
12,1424,0.038623595505617975,0.6472822687608393,0.6459175463798796
13,1425,0.06456140350877193,0.8225577177313319,0.8199838280513948
14,1425,0.09052631578947369,1.0500343412712034,1.0452324861001114
15,1424,0.1622191011235955,1.5479290996209492,1.4508849638210357
