vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,593,51,0.08600337268128162,-0.45530791707989965,-0.4287276158506315,-0.6140188028352481,-0.350443400854484,1
1,593,46,0.0775716694772344,-0.2966699547552877,-0.2954515260056568,-0.3498988087527864,-0.2507864129127441,2
2,593,38,0.06408094435075885,-0.21333831259135727,-0.21235477944379536,-0.2506631313002885,-0.179216550271918,3
3,592,51,0.08614864864864864,-0.1522408241291621,-0.152059713891604,-0.17917680610619,-0.125978467200933,4
4,593,29,0.048903878583473864,-0.10227408255909562,-0.10189543467177314,-0.125952258320113,-0.0804338465487827,5
5,593,39,0.0657672849915683,-0.05854976398943702,-0.0579423993205989,-0.08041542737494688,-0.03772535742110105,6
6,592,35,0.05912162162162162,-0.01562621964286823,-0.015068558828292455,-0.03765819338056608,0.004697699491568952,7
7,593,33,0.05564924114671164,0.025282986952751926,0.025142561387782227,0.00488281294473894,0.0453338044857454,8
8,593,31,0.05227655986509275,0.06603517162518818,0.06709198259144325,0.04540518295815107,0.08529549057412529,9
9,592,39,0.06587837837837837,0.1068495139918077,0.10707682143135726,0.08535228360266973,0.12951513157563707,10
10,593,42,0.07082630691399663,0.1517974531724369,0.15139513170475094,0.12951710120440865,0.17570042296100882,11
11,593,35,0.05902192242833052,0.20152019160575796,0.20231148740144844,0.1757405861012212,0.22756284198303162,12
12,592,36,0.060810810810810814,0.2572541739490713,0.25670544310907073,0.22767026944211538,0.2872863302597987,13
13,593,37,0.06239460370994941,0.32069724340303163,0.3204161151116123,0.2873039879907664,0.3571157613793308,14
14,593,40,0.06745362563237774,0.4048502114975577,0.40072723015750533,0.35715885503643147,0.4650218244089158,15
15,592,33,0.05574324324324324,0.5596863935471773,0.5531238001569101,0.46523713206402995,0.6446750109667025,16
