vent,n,draft_rate,perf_mean,perf_median
0,1907,0.0,-1.046000165543122,-0.9861522284663637
1,1906,0.0,-0.706590319889875,-0.7001184052927023
2,1906,0.0,-0.5448364083724672,-0.5423145349705552
3,1906,0.0,-0.4272271456406696,-0.42617202363390955
4,1906,0.0,-0.3274511027779494,-0.32711781029743103
5,1906,0.0,-0.23880496808369864,-0.23746006298303213
6,1907,0.0,-0.1576306905634645,-0.15677337371037198
7,1906,0.0,-0.0810375640470093,-0.08034706961807925
8,1906,0.0005246589716684155,-0.002346630735365056,-0.0016880003234904734
9,1906,0.0015739769150052466,0.07156649223839134,0.07201487623319913
10,1906,0.0015739769150052466,0.14426899659273423,0.14480870833260473
11,1906,0.00472193074501574,0.22038951736183973,0.22092846288263285
12,1906,0.005771248688352571,0.2959219678746089,0.2960590955205865
13,1907,0.008390141583639224,0.3765994238660593,0.3757335422567175
14,1906,0.01049317943336831,0.46623095834387357,0.46630054686008926
15,1906,0.01888772298006296,0.568149075234574,0.5684141285451793
16,1906,0.01888772298006296,0.6831642021436308,0.6816514890808336
17,1906,0.02938090241343127,0.8247291840616232,0.8224233633530176
18,1906,0.04302203567681007,1.0148291477420435,1.0092607458931417
19,1906,0.07607555089192025,1.4511756082456746,1.360872702033482
