vent,n,draft_rate,poolq_mean,poolq_median
0,62,0.04838709677419355,-0.5802912741640072,-0.5971148002109259
1,56,0.08928571428571429,-0.49236204249420024,-0.4867375700027462
2,78,0.0,-0.43099028475203166,-0.4262062654298996
3,164,0.054878048780487805,-0.3709874985184512,-0.3711975899958968
4,334,0.03592814371257485,-0.30543531632973114,-0.3022302058621995
5,519,0.05394990366088632,-0.24262220291693942,-0.24107778717524156
6,973,0.029804727646454265,-0.17762826155895386,-0.1752087462039202
7,1489,0.03425117528542646,-0.11554092186786608,-0.11572661004142147
8,1637,0.032376298106292,-0.053390292875578775,-0.053471995270588914
9,1923,0.036401456058242326,0.011575924610712713,0.01181496881128454
10,2306,0.03165654813529922,0.07511389628553256,0.07441681435988717
11,2175,0.022988505747126436,0.13855847084090023,0.13845688242438722
12,1659,0.028933092224231464,0.20103556553595334,0.19984024929206445
13,1231,0.025182778229082048,0.26568470837752883,0.26454350314783187
14,747,0.02677376171352075,0.32888162281213257,0.3269836043757435
15,431,0.03248259860788863,0.39423511682145485,0.393710356802114
16,293,0.027303754266211604,0.4579627826834584,0.45738836186550225
17,179,0.0335195530726257,0.5206131589103006,0.5187687555141195
18,81,0.012345679012345678,0.5815631148378506,0.5808024407175202
19,138,0.021739130434782608,0.6741602017969974,0.6836413829085851
