vent,n,draft_rate,perf_mean,perf_median
0,824,0.0,-1.0799967873790202,-1.0107749165090996
1,824,0.0,-0.7196711080289017,-0.7138641549755433
2,824,0.0,-0.552996647760463,-0.5490613959336741
3,823,0.0,-0.42962070268039404,-0.42934429008908237
4,824,0.0,-0.32269133635237696,-0.3213873417589339
5,824,0.0012135922330097086,-0.23129087096166767,-0.2315622273955999
6,824,0.0012135922330097086,-0.146445737446585,-0.14746123412686177
7,823,0.001215066828675577,-0.06665807211283184,-0.06822611879170824
8,824,0.0024271844660194173,0.016484852941337762,0.016380060274480017
9,824,0.0048543689320388345,0.0936630261388742,0.09234389338751703
10,824,0.00849514563106796,0.17285927448209298,0.17202648133829923
11,823,0.015795868772782502,0.2501654285785563,0.24992547389783581
12,824,0.015776699029126214,0.33238110252274927,0.33208513436817
13,824,0.024271844660194174,0.41862082337655704,0.4178202010535589
14,824,0.03033980582524272,0.510886136678205,0.5118165407312703
15,823,0.05103280680437424,0.6128079586168689,0.6129723862851749
16,824,0.04733009708737864,0.728823675827776,0.7262917872363259
17,824,0.08616504854368932,0.8711620649039945,0.8700419646499868
18,824,0.11529126213592233,1.0634354029495048,1.0560644441950948
19,823,0.2187120291616039,1.5121008887904261,1.4173145313778013
