vent,n,draft_rate,perf_mean,perf_median
0,2316,0.0004317789291882556,-1.9156561629882516,-1.8361488055894357
1,2315,0.00043196544276457883,-1.3955174729574784,-1.3871548898140957
2,2315,0.003023758099352052,-1.136815150022998,-1.1338483846419656
3,2316,0.0030224525043177895,-0.9400766749051686,-0.9369238478136845
4,2315,0.004751619870410367,-0.7744989542770246,-0.7751864899853328
5,2315,0.0034557235421166306,-0.6253376206538377,-0.6269221790823173
6,2316,0.0069084628670120895,-0.4900849359356379,-0.4918661745920546
7,2315,0.007775377969762419,-0.35893592795948576,-0.35843263557259253
8,2315,0.009935205183585313,-0.22789783163976451,-0.22791931342193866
9,2315,0.012526997840172787,-0.10186733356786415,-0.10102419817543208
10,2316,0.012521588946459413,0.024241526022050767,0.025289075924838762
11,2315,0.01814254859611231,0.15237521939081403,0.15346121181552475
12,2315,0.025053995680345574,0.28137411431502884,0.28085522442802296
13,2316,0.022452504317789293,0.4204843461358808,0.4199261200154104
14,2315,0.028077753779697623,0.5718945353873601,0.5715098533632548
15,2315,0.03844492440604751,0.7417755456534663,0.7416181540838025
16,2316,0.04533678756476684,0.9318108867497034,0.9293285368160348
17,2315,0.057883369330453564,1.1664317376504776,1.1645942316667717
18,2315,0.06781857451403887,1.4819579038134296,1.4755383254472956
19,2315,0.12138228941684666,2.1951929111348383,2.0542153425902
