vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,1140,4,0.0035087719298245615,-0.5234763909281266,-0.5106030613439249,-0.6672428951883281,-0.37776786115501404,1
1,1140,2,0.0017543859649122807,-0.3064929169001015,-0.3013317368932759,-0.37776786115501404,-0.2499686295394048,2
2,1140,3,0.002631578947368421,-0.20858576849265745,-0.20533282474053635,-0.2499686295394048,-0.1743099817764609,3
3,1139,6,0.0052677787532923615,-0.1431589538243322,-0.14206756254203226,-0.17366461280361573,-0.11620076341419469,4
4,1140,8,0.007017543859649123,-0.09234459086483982,-0.09179351527163354,-0.11604802546184115,-0.06700594290343194,5
5,1140,4,0.0035087719298245615,-0.0458085171067823,-0.045820823219486606,-0.06700594290343194,-0.026076798322888887,6
6,1140,6,0.005263157894736842,-0.007709435572316637,-0.006695870551125638,-0.026076798322888887,0.008066303553814455,7
7,1139,9,0.007901668129938543,0.028932194556853464,0.030180270823723862,0.008275109616439055,0.04895122718800035,8
8,1140,16,0.014035087719298246,0.06716963500318708,0.06857477437141403,0.04895122718800035,0.08336542003462864,9
9,1140,20,0.017543859649122806,0.10166458396576786,0.10229032442152122,0.08336542003462864,0.11858197439784872,10
10,1140,16,0.014035087719298246,0.13424693281325573,0.13551533330494867,0.11858197439784872,0.14867137221264698,11
11,1139,19,0.016681299385425813,0.1657084291862203,0.16689744952137148,0.14867137221264698,0.18396964206892483,12
12,1140,28,0.02456140350877193,0.2008283840802551,0.20116045751222553,0.18396964206892483,0.21841466558437755,13
13,1140,30,0.02631578947368421,0.2364420106887965,0.23662360812259675,0.21845815427812335,0.25845059417224914,14
14,1140,40,0.03508771929824561,0.2788690050969583,0.2792483010679848,0.25845059417224914,0.2993709859016675,15
15,1139,29,0.025460930640913083,0.32597500972232596,0.3259996897384051,0.2993709859016675,0.35334693404618067,16
16,1140,43,0.037719298245614034,0.3789753495624852,0.37659585835747084,0.35334693404618067,0.41086957186264444,17
17,1140,70,0.06140350877192982,0.44720135576823444,0.4442430955030032,0.41086957186264444,0.48976360817257397,18
18,1140,97,0.08508771929824561,0.5550892439987105,0.5519269994257054,0.48976360817257397,0.6335424647439857,19
19,1139,159,0.1395961369622476,0.7884978549976038,0.7670058903414778,0.6335424647439857,0.9447283646555604,20
