vent,n,draft_rate,poolq_mean,poolq_median
0,122,0.02459016393442623,-0.5735423134904931,-0.5803784907094558
1,151,0.033112582781456956,-0.4952458004177274,-0.4941360516395792
2,305,0.0,-0.4325327257786481,-0.4296040892653687
3,555,0.016216216216216217,-0.37012081630976357,-0.3686050119720244
4,1018,0.011787819253438114,-0.30571502742771794,-0.3032492024488206
5,1728,0.016203703703703703,-0.24189234804158335,-0.2403995900588886
6,2850,0.010175438596491228,-0.17826456801531293,-0.1773160525502741
7,4105,0.012423873325213155,-0.1150181887765164,-0.11407599167159196
8,5168,0.010255417956656347,-0.05184491933037962,-0.05097727322250507
9,6003,0.011660836248542396,0.011675988998143687,0.011696542168797832
10,6495,0.01123941493456505,0.07490955369815246,0.0745402952250696
11,5988,0.008350033400133601,0.1381468947549013,0.13773579042780262
12,4355,0.011021814006888633,0.2008333014568589,0.1994561768592764
13,2948,0.01051560379918589,0.2653691986011579,0.26399906946429463
14,1740,0.011494252873563218,0.32901548332080177,0.32708759504916496
15,1071,0.013071895424836602,0.3931318978101967,0.3920707921471788
16,667,0.01199400299850075,0.45802807535936807,0.4570830185811556
17,388,0.015463917525773196,0.5207033027981903,0.5186390540515644
18,220,0.004545454545454545,0.5840159402466087,0.5826653137687062
19,429,0.006993006993006993,0.6731146780367345,0.6836413829085851
