vent,n,draft_rate,perf_mean,perf_median
0,562,0.0,-1.1378305668668218,-1.072676265376467
1,561,0.0,-0.7341191765494355,-0.7291313828621206
2,561,0.0,-0.540805534391559,-0.5386652280270215
3,561,0.0,-0.39072900426764373,-0.38914564524617834
4,561,0.0035650623885918,-0.2549273495953641,-0.25284393106476094
5,562,0.0035587188612099642,-0.13419461914194075,-0.13545935779429644
6,561,0.0017825311942959,-0.02431385060336723,-0.02453355679954852
7,561,0.012477718360071301,0.09258327717593545,0.09209268161655222
8,561,0.03208556149732621,0.2058174863332661,0.20388110683383037
9,561,0.03208556149732621,0.3234078447703731,0.3212594040704528
10,562,0.05338078291814947,0.44137041878473576,0.4413900376607882
11,561,0.09269162210338681,0.5655156250720225,0.564813057027841
12,561,0.09803921568627451,0.7190983415683547,0.7160832681068182
13,561,0.16755793226381463,0.8890392504936747,0.889571587161511
14,561,0.2192513368983957,1.1091050292980906,1.1061019494476363
15,561,0.3689839572192513,1.6135796867690613,1.5074277596189574
