vent,n,draft_rate,perf_mean,perf_median
0,826,0.0,-2.0926894762755475,-2.0208401986105144
1,825,0.0,-1.5845059414283185,-1.5757656668988036
2,825,0.0,-1.32670365453359,-1.3241156209732294
3,825,0.0,-1.1351951176216837,-1.1337078196747568
4,825,0.0,-0.9708867659209003,-0.9706063276649556
5,825,0.0,-0.8278650814831038,-0.8247013754913867
6,825,0.0,-0.6894594043985262,-0.6873169572299805
7,825,0.0,-0.5596926136564071,-0.5586908786146342
8,826,0.0012106537530266344,-0.4401931700634302,-0.44134745369674033
9,825,0.0024242424242424242,-0.32223014703499553,-0.3244772627548194
10,825,0.0012121212121212121,-0.20433286026290004,-0.20414506859155332
11,825,0.0048484848484848485,-0.08857559163485756,-0.08797543172889477
12,825,0.0036363636363636364,0.024725337677960826,0.025440270745526353
13,825,0.012121212121212121,0.14696822241069887,0.1498582663905691
14,825,0.01818181818181818,0.2645888935885062,0.2645205436715348
15,825,0.014545454545454545,0.387721641357851,0.38714510956529846
16,826,0.020581113801452784,0.5201586721473973,0.5202129890696847
17,825,0.027878787878787878,0.6598179057971584,0.6594389611601751
18,825,0.04727272727272727,0.8085141906372234,0.80596038982043
19,825,0.04242424242424243,0.9770710814228751,0.9749672742844178
20,825,0.07393939393939394,1.174474580375315,1.1758687074404552
21,825,0.08363636363636363,1.4070060787486247,1.4076360366053637
22,825,0.10181818181818182,1.719145673197497,1.709326401862301
23,825,0.17454545454545456,2.430892562884938,2.304658829179126
