vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,354,4,0.011299435028248588,-0.5948536561422105,-0.6060699030884537,-0.6060699030884537,-0.5543403555428209,1,-0.6060699030884537,-0.5539710649146694,-0.5800204840015615,"[-0.6061, -0.554)"
1,214,3,0.014018691588785047,-0.5251251408410471,-0.5238333020414543,-0.5538922019686737,-0.502011279699364,2,-0.5539710649146694,-0.501872226740885,-0.5279216458277772,"[-0.554, -0.5019)"
2,303,9,0.0297029702970297,-0.4743359591866291,-0.4744482523810721,-0.5018471728811396,-0.4499499725466744,3,-0.501872226740885,-0.4497733885671008,-0.47582280765399293,"[-0.5019, -0.4498)"
3,445,17,0.038202247191011236,-0.4229852564027113,-0.42308905941122954,-0.44967553176237973,-0.397764356464462,4,-0.4497733885671008,-0.39767455039331656,-0.4237239694802087,"[-0.4498, -0.3977)"
4,655,17,0.025954198473282442,-0.37086768247435015,-0.3709797603829509,-0.3976659988023054,-0.3456824768263797,5,-0.39767455039331656,-0.34557571221953226,-0.3716251313064244,"[-0.3977, -0.3456)"
5,832,22,0.026442307692307692,-0.3192182629553499,-0.31887117198968384,-0.34556438476932105,-0.2934796278377975,6,-0.34557571221953226,-0.29347687404574796,-0.31952629313264014,"[-0.3456, -0.2935)"
6,966,23,0.023809523809523808,-0.26667958691621835,-0.26582917716719656,-0.2934520157132388,-0.24154040304968474,7,-0.29347687404574796,-0.24137803587196371,-0.26742745495885584,"[-0.2935, -0.2414)"
7,1254,23,0.018341307814992026,-0.21479137307046442,-0.2147634347432439,-0.24137579089368266,-0.18928242377042534,8,-0.24137803587196371,-0.1892791976981794,-0.21532861678507156,"[-0.2414, -0.1893)"
8,1362,42,0.030837004405286344,-0.16254632780149636,-0.16219849244919377,-0.18925908622321758,-0.13721216776130216,9,-0.1892791976981794,-0.1371803595243951,-0.16322977861128726,"[-0.1893, -0.1372)"
9,1422,38,0.026722925457102673,-0.11043650819189682,-0.10996241624897889,-0.13713332904551898,-0.08508235299753113,10,-0.1371803595243951,-0.08508152135061087,-0.11113094043750299,"[-0.1372, -0.08508)"
10,1529,38,0.02485284499672989,-0.058957787004634825,-0.05905019897529966,-0.08502455735285229,-0.03301798292899445,11,-0.08508152135061087,-0.03298268317682662,-0.059032102263718744,"[-0.08508, -0.03298)"
11,1549,44,0.028405422853453842,-0.007289866759117402,-0.007761543774765031,-0.03295599128005551,0.019113497265340125,12,-0.03298268317682662,0.019116154996957735,-0.006933264089934443,"[-0.03298, 0.01912)"
12,1462,32,0.02188782489740082,0.0447180477991005,0.044755795865299125,0.019176570375398067,0.07120764007524047,13,0.019116154996957735,0.07121499317074198,0.04516557408384986,"[0.01912, 0.07121)"
13,1373,46,0.033503277494537506,0.09641174468865427,0.09568779344967517,0.07122195794288871,0.12330865632781093,14,0.07121499317074198,0.12331383134452623,0.0972644122576341,"[0.07121, 0.1233)"
14,1182,42,0.03553299492385787,0.14862191443861278,0.1485872912862981,0.12342161762291035,0.17535603351134474,15,0.12331383134452623,0.17541266951831058,0.1493632504314184,"[0.1233, 0.1754)"
15,1061,37,0.034872761545711596,0.2006073650767877,0.19984293224868727,0.17556187761427966,0.22737682286530958,16,0.17541266951831058,0.22751150769209483,0.2014620886052027,"[0.1754, 0.2275)"
16,880,28,0.031818181818181815,0.25344019505274057,0.2531100859388782,0.22756284198303162,0.27957301839284926,17,0.22751150769209483,0.2796103458658791,0.25356092677898695,"[0.2275, 0.2796)"
17,746,24,0.032171581769437,0.30468285335059186,0.30424802362939607,0.2796149872725384,0.3316960351407172,18,0.2796103458658791,0.33170918403966343,0.30565976495277125,"[0.2796, 0.3317)"
18,624,22,0.035256410256410256,0.3564391300331084,0.3553710077557516,0.33185194790524575,0.38376559311819286,19,0.33170918403966343,0.3838080222134477,0.35775860312655555,"[0.3317, 0.3838)"
19,477,24,0.050314465408805034,0.40827296188321294,0.4074778451290911,0.3838285480684855,0.4358959472416078,20,0.3838080222134477,0.4359068603872319,0.4098574413003398,"[0.3838, 0.4359)"
20,320,10,0.03125,0.46199721072349165,0.46104928321149297,0.4362285608362805,0.487990795168419,21,0.4359068603872319,0.4880056985610163,0.4619562794741241,"[0.4359, 0.488)"
21,233,7,0.030042918454935622,0.5124913415710141,0.5125145927007909,0.48824345206328446,0.5386698974150365,22,0.4880056985610163,0.5401045367348004,0.5140551176479083,"[0.488, 0.5401)"
22,160,5,0.03125,0.5644735081665259,0.5638734827831955,0.54063837159185,0.5919767085561424,23,0.5401045367348004,0.5922033749085848,0.5661539558216926,"[0.5401, 0.5922)"
23,307,11,0.035830618892508145,0.633896615466815,0.6443022130823691,0.5931436419700951,0.6443022130823691,24,0.5922033749085848,0.6443022130823691,0.618252793995477,"[0.5922, 0.6443)"
