vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,568,7,0.01232394366197183,-0.5685827014336736,-0.5766061590342961,-0.6060699030884537,-0.502011279699364,1,-0.6060699030884537,-0.501872226740885,-0.5539710649146694,"[-0.6061, -0.5019)"
1,748,26,0.034759358288770054,-0.44378641007052827,-0.4405398666097725,-0.5018471728811396,-0.397764356464462,2,-0.501872226740885,-0.39767455039331656,-0.4497733885671008,"[-0.5019, -0.3977)"
2,1487,39,0.026227303295225286,-0.3419690160050777,-0.3397780839689649,-0.3976659988023054,-0.2934796278377975,3,-0.39767455039331656,-0.29347687404574796,-0.34557571221953226,"[-0.3977, -0.2935)"
3,2220,46,0.02072072072072072,-0.23736975801415736,-0.23537386288051698,-0.2934520157132388,-0.18928242377042534,4,-0.29347687404574796,-0.1892791976981794,-0.2413780358719637,"[-0.2935, -0.1893)"
4,2784,80,0.028735632183908046,-0.13592988976814488,-0.13550396847942545,-0.18925908622321758,-0.08508235299753113,5,-0.1892791976981794,-0.08508152135061087,-0.13718035952439514,"[-0.1893, -0.08508)"
5,3078,82,0.02664067576348278,-0.03295596489277437,-0.032524030130182326,-0.08502455735285229,0.019113497265340125,6,-0.08508152135061087,0.019116154996957735,-0.032982683176826566,"[-0.08508, 0.01912)"
6,2835,78,0.027513227513227514,0.06975347842673976,0.06977346214118749,0.019176570375398067,0.12330865632781093,7,0.019116154996957735,0.12331383134452623,0.07121499317074198,"[0.01912, 0.1233)"
7,2243,79,0.03522068658047258,0.17321244637223007,0.17197909125249752,0.12342161762291035,0.22737682286530958,8,0.12331383134452623,0.22751150769209483,0.17541266951831053,"[0.1233, 0.2275)"
8,1626,52,0.03198031980319803,0.27695004935175477,0.2757953230838761,0.22756284198303162,0.3316960351407172,9,0.22751150769209483,0.33170918403966343,0.27961034586587913,"[0.2275, 0.3317)"
9,1101,46,0.04178019981834696,0.3788957492815188,0.37598955367172066,0.33185194790524575,0.4358959472416078,10,0.33170918403966343,0.4359068603872319,0.3838080222134477,"[0.3317, 0.4359)"
10,553,17,0.03074141048824593,0.4832723146791385,0.48178597810164564,0.4362285608362805,0.5386698974150365,11,0.4359068603872319,0.5401045367348004,0.48800569856101617,"[0.4359, 0.5401)"
11,467,16,0.034261241970021415,0.6101113966915552,0.6228668272938275,0.54063837159185,0.6443022130823691,12,0.5401045367348004,0.6443022130823691,0.5922033749085848,"[0.5401, 0.6443)"
