vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,386,4,0.010362694300518135,-0.5910105415107332,-0.6060699030884537,-0.6060699030884537,-0.5438536669685416,1,-0.6060699030884537,-0.5435512972799125,-0.5748106001841831,"[-0.6061, -0.5436)"
1,290,5,0.017241379310344827,-0.5092916633053465,-0.5083619052370288,-0.5431763437843619,-0.4811769914588927,2,-0.5435512972799125,-0.4810326914713714,-0.5122919943756419,"[-0.5436, -0.481)"
2,448,15,0.033482142857142856,-0.4481410649964271,-0.44699694196392736,-0.4809358524074525,-0.4186291693033887,3,-0.4810326914713714,-0.4185140856628302,-0.4497733885671008,"[-0.481, -0.4185)"
3,715,24,0.033566433566433566,-0.38461583325745546,-0.3831858335975505,-0.41842424201634304,-0.35613879328577464,4,-0.4185140856628302,-0.3559954798542891,-0.3872547827585596,"[-0.4185, -0.356)"
4,964,24,0.024896265560165973,-0.3234678077463265,-0.3233604909773649,-0.3559017090639147,-0.2934796278377975,5,-0.3559954798542891,-0.29347687404574796,-0.32473617695001855,"[-0.356, -0.2935)"
5,1202,28,0.02329450915141431,-0.26072670896479705,-0.259973323099954,-0.2934520157132388,-0.23099641054133582,6,-0.29347687404574796,-0.23095826823720678,-0.26221757114147737,"[-0.2935, -0.231)"
6,1548,34,0.021963824289405683,-0.19921234691490192,-0.19914553447589245,-0.23093797865148621,-0.16844146854939726,7,-0.23095826823720678,-0.16843966242866565,-0.1996989653329362,"[-0.231, -0.1684)"
7,1664,50,0.030048076923076924,-0.13666308752809805,-0.13717274840341057,-0.16843582215185327,-0.10597798574899331,8,-0.16843966242866565,-0.10592105662012452,-0.13718035952439508,"[-0.1684, -0.1059)"
8,1806,44,0.024363233665559248,-0.07437500405356233,-0.07399352143523746,-0.10585967730427918,-0.04341224064334478,9,-0.10592105662012452,-0.04340245081158334,-0.07466175371585393,"[-0.1059, -0.0434)"
9,1862,52,0.027926960257787327,-0.012527005197884604,-0.012696871636871873,-0.04333882094947864,0.019113497265340125,10,-0.04340245081158334,0.019116154996957735,-0.012143147907312801,"[-0.0434, 0.01912)"
10,1755,43,0.0245014245014245,0.05001979976840378,0.049806774630144386,0.019176570375398067,0.08157826625168255,11,0.019116154996957735,0.08163476080549892,0.05037545790122833,"[0.01912, 0.08163)"
11,1585,51,0.032176656151419555,0.11213487720641616,0.11164203818397671,0.0816766106512265,0.14410578183677966,12,0.08163476080549892,0.1441533666140401,0.11289406370976951,"[0.08163, 0.1442)"
12,1336,49,0.036676646706586824,0.17480036228301896,0.1748300211243327,0.144183580105635,0.20665717527814056,13,0.1441533666140401,0.20667197242258117,0.17541266951831064,"[0.1442, 0.2067)"
13,1102,35,0.03176043557168784,0.23672438721641742,0.23658267658063553,0.20675417385754646,0.2691781426890824,14,0.20667197242258117,0.26919057823112236,0.23793127532685177,"[0.2067, 0.2692)"
14,926,31,0.03347732181425486,0.29877464482759064,0.29729758441775117,0.2692161812916453,0.3316960351407172,15,0.26919057823112236,0.33170918403966343,0.3004498811353929,"[0.2692, 0.3317)"
15,737,25,0.033921302578018994,0.3614350947201204,0.36004656339478747,0.33185194790524575,0.39418111828548424,16,0.33170918403966343,0.3942277898482046,0.362968486943934,"[0.3317, 0.3942)"
16,499,26,0.052104208416833664,0.42295420867324623,0.4210675688214946,0.3942299907365891,0.4567109297567135,17,0.3942277898482046,0.4567463956567458,0.4254870927524752,"[0.3942, 0.4567)"
17,335,11,0.03283582089552239,0.48694969684893363,0.486074054380344,0.456861438042615,0.5192232327292754,18,0.4567463956567458,0.519265001465287,0.4880056985610164,"[0.4567, 0.5193)"
18,216,4,0.018518518518518517,0.5477667198725191,0.545950425719105,0.5193156418378219,0.5816109761603638,19,0.519265001465287,0.5817836072738279,0.5505243043695575,"[0.5193, 0.5818)"
19,334,13,0.038922155688622756,0.6301145429878343,0.6443022130823691,0.5818607254657344,0.6443022130823691,20,0.5817836072738279,0.6443022130823691,0.6130429101780985,"[0.5818, 0.6443)"
