vent,n,draft_rate,perf_mean,perf_median
0,991,0.0,-2.0293307531192584,-1.9550063150793686
1,990,0.0,-1.4993484989502732,-1.4937733043160986
2,990,0.0,-1.2258602269442211,-1.2187079983181146
3,990,0.0,-1.0188279652086938,-1.017625255542724
4,990,0.0,-0.8415682522070989,-0.8406091663379368
5,990,0.0,-0.6762329034364108,-0.6751869702152671
6,991,0.0,-0.5236323420815179,-0.5210519924076789
7,990,0.00101010101010101,-0.38039358718621386,-0.37830738426403543
8,990,0.0030303030303030303,-0.2396527701879583,-0.23759736085800048
9,990,0.00404040404040404,-0.10040727099189212,-0.09895028569914793
10,990,0.007070707070707071,0.036584993465461325,0.03689262316873758
11,990,0.012121212121212121,0.18314718348545073,0.18297308511771
12,990,0.014141414141414142,0.32475798621905655,0.3230143670997106
13,991,0.02119071644803229,0.4795297100917219,0.476747672803589
14,990,0.026262626262626262,0.646005060243565,0.645047818307708
15,990,0.045454545454545456,0.8246256219771281,0.8226708740068132
16,990,0.047474747474747475,1.0346469086870327,1.0319639650118775
17,990,0.08282828282828283,1.2842889280908343,1.2801975195878827
18,990,0.09393939393939393,1.613992978994069,1.6066846360347367
19,990,0.16666666666666666,2.3400323683063298,2.2041210987939803
