vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,328,5,0.01524390243902439,-0.6023250088646068,-0.6162256056677414,-0.6162256056677414,-0.5543403555428209,1,-0.6162256056677414,-0.5537088153490617,-0.5849672105084016,"[-0.6162, -0.5537)"
1,214,1,0.004672897196261682,-0.5203708710114424,-0.519431753717746,-0.5531733103985007,-0.4914846758729696,2,-0.5537088153490617,-0.49119202503038206,-0.5224504201897219,"[-0.5537, -0.4912)"
2,360,12,0.03333333333333333,-0.4594255063449826,-0.4607525082875038,-0.4910806258429696,-0.4287276158506315,3,-0.49119202503038206,-0.4286752347117023,-0.4599336298710422,"[-0.4912, -0.4287)"
3,553,15,0.027124773960216998,-0.39428841631143685,-0.3922510029016894,-0.428654039061698,-0.3662045668762193,4,-0.4286752347117023,-0.36615844439302264,-0.3974168395523625,"[-0.4287, -0.3662)"
4,784,15,0.01913265306122449,-0.3345058094126371,-0.3342592564340655,-0.36612582981010616,-0.30372119876475734,5,-0.36615844439302264,-0.30364165407434296,-0.3349000492336828,"[-0.3662, -0.3036)"
5,959,24,0.02502606882168926,-0.2712822354771271,-0.2701538655653256,-0.30364049711611385,-0.24113879483536035,6,-0.30364165407434296,-0.24112486375566322,-0.2723832589150031,"[-0.3036, -0.2411)"
6,1211,24,0.01981833195706028,-0.20912079151409474,-0.20862882046750036,-0.24073750526042553,-0.17875403180496557,7,-0.24112486375566322,-0.17860807343698354,-0.20986646859632338,"[-0.2411, -0.1786)"
7,1395,42,0.030107526881720432,-0.14686306772480529,-0.14635272931889254,-0.17853411443901038,-0.11611227964797978,8,-0.17860807343698354,-0.11609128311830386,-0.1473496782776437,"[-0.1786, -0.1161)"
8,1507,36,0.023888520238885203,-0.08359656022670077,-0.08305751955172451,-0.11607746820597767,-0.053589770628509115,9,-0.11609128311830386,-0.05357449279962412,-0.08483288795896399,"[-0.1161, -0.05357)"
9,1576,39,0.024746192893401017,-0.02248513425685538,-0.022063409249186074,-0.053571352321600964,0.008906847512522667,10,-0.05357449279962412,0.008942297519055509,-0.022316097640284305,"[-0.05357, 0.008942)"
10,1555,31,0.019935691318327974,0.03976478160630472,0.03896804394210804,0.00900081992276366,0.0714423953536625,11,0.008942297519055509,0.07145908783773525,0.04020069267839538,"[0.008942, 0.07146)"
11,1437,41,0.028531663187195546,0.10083176079133035,0.09949074570673581,0.07148988178897984,0.13387361147200272,12,0.07145908783773525,0.13397587815641498,0.10271748299707512,"[0.07146, 0.134)"
12,1225,40,0.0326530612244898,0.1637202840694413,0.1634385703635137,0.1340336585445541,0.19648941129738207,13,0.13397587815641498,0.1964926684750946,0.1652342733157548,"[0.134, 0.1965)"
13,974,23,0.023613963039014373,0.22648462935562022,0.22518155354816677,0.19661655872965075,0.25879305876100805,14,0.1964926684750946,0.25900945879377435,0.22775106363443448,"[0.1965, 0.259)"
14,839,25,0.029797377830750895,0.289125228519784,0.2884421681355703,0.25903704661572874,0.3214533884943274,15,0.25900945879377435,0.321526249112454,0.29026785395311416,"[0.259, 0.3215)"
15,613,17,0.02773246329526917,0.35099988384085606,0.3501245469832045,0.3215482905666223,0.3839323732540297,16,0.321526249112454,0.3840430394311337,0.35278464427179385,"[0.3215, 0.384)"
16,419,12,0.028639618138424822,0.41287936664775926,0.41211261701454427,0.3840629142761858,0.4460636600862931,17,0.3840430394311337,0.44655982974981334,0.41530143459047353,"[0.384, 0.4466)"
17,350,10,0.02857142857142857,0.47529389233315555,0.4742935420799985,0.4465764481480254,0.5088128627860221,18,0.44655982974981334,0.5090766200684932,0.47781822490915327,"[0.4466, 0.5091)"
18,231,5,0.021645021645021644,0.5378922636552702,0.5369768539886405,0.5092180963501772,0.5714888942037842,19,0.5090766200684932,0.5715934103871728,0.540335015227833,"[0.5091, 0.5716)"
19,306,7,0.02287581699346405,0.6195309717953633,0.6341102007058526,0.5723287308128238,0.6341102007058526,20,0.5715934103871728,0.6341102007058526,0.6028518055465126,"[0.5716, 0.6341)"
