vent,n,draft_rate,perf_mean,perf_median
0,1403,0.0,-1.840854665845926,-1.7563304131391135
1,1403,0.0,-1.2243926245742647,-1.212953770216555
2,1403,0.0,-0.8908540836338311,-0.8879964763401074
3,1403,0.0,-0.6177933321312984,-0.6173093819580983
4,1403,0.0007127583749109052,-0.37709031531279613,-0.37476547043041564
5,1403,0.002851033499643621,-0.14436282329490094,-0.14350037308679875
6,1403,0.007127583749109052,0.08594719988345136,0.07971080429276302
7,1403,0.017106200997861726,0.32384661495234707,0.31973703711597184
8,1403,0.02565930149679259,0.5830797737787267,0.5825082892123955
9,1403,0.04490377761938703,0.8873378898904222,0.881622980172895
10,1403,0.07555238774055595,1.2846388580293588,1.2767457063244154
11,1403,0.12829650748396293,2.0657640537146293,1.925846283403288
