vent,n,draft_rate,perf_mean,perf_median
0,1651,0.0,-1.8387516105887127,-1.7532473627644922
1,1650,0.0,-1.230949386077637,-1.2187079983181146
2,1650,0.0,-0.899375923702002,-0.8972303074501405
3,1650,0.0,-0.6245760090274666,-0.6245274384588148
4,1651,0.0018170805572380376,-0.3812473832684825,-0.3783488702602995
5,1650,0.0030303030303030303,-0.14645422594887877,-0.1461301520220842
6,1650,0.00787878787878788,0.08584678004432986,0.08182825501146224
7,1650,0.016363636363636365,0.3261552674731785,0.3230143670997106
8,1651,0.024227740763173834,0.5899459936259271,0.5888437783208552
9,1650,0.044848484848484846,0.8927926360300492,0.8879523292393853
10,1650,0.07878787878787878,1.2907403295619697,1.2801975195878827
11,1650,0.13818181818181818,2.0750191180412174,1.9346903085404117
