vent,n,draft_rate,perf_mean,perf_median
0,1409,0.0,-1.517063286233499,-1.5001220082207436
1,1409,0.0,-1.0998553879373547,-1.0779438707638849
2,1409,0.0,-0.7278546572815482,-0.7224254392212669
3,1409,0.0,-0.5324392818661201,-0.5329578367522434
4,1409,0.0,-0.37678611944535984,-0.37431364166912034
5,1408,0.0007102272727272727,-0.24066580829854667,-0.2361142729479343
6,1409,0.0014194464158978,-0.12012634650751813,-0.1184481038164787
7,1409,0.0014194464158978,-0.0029592800147613665,-0.0009457629684613561
8,1409,0.0049680624556423,0.11313345762016785,0.11270856338802061
9,1409,0.0120652945351313,0.23131768677134157,0.23129181538372884
10,1408,0.017045454545454544,0.3515719695287566,0.35128318919503726
11,1409,0.0234208658623137,0.486343980336581,0.48529225048025537
12,1409,0.0383250532292406,0.6328738582718034,0.6296689011531362
13,1409,0.06103619588360539,0.8189129179445978,0.8158650394277204
14,1409,0.0858765081618169,1.0638429273558185,1.0535157781111426
15,1408,0.11860795454545454,1.9837582453878584,1.5468315097407075
