vent,n,draft_rate,perf_mean,perf_median
0,3265,0.0,-1.4654659118280788,-1.3898069417419803
1,3264,0.0,-0.9270719682500749,-0.9048362013067082
2,3265,0.0,-0.6366664330046752,-0.6327344453270703
3,3264,0.0,-0.4650983922204594,-0.46342595691642396
4,3265,0.0,-0.3285821203677567,-0.32789453842995736
5,3264,0.00030637254901960784,-0.21014159936538307,-0.21163942238109212
6,3265,0.0006125574272588055,-0.10204157544785815,-0.10274986166075109
7,3264,0.0009191176470588235,0.006323132494570518,0.007062804911736283
8,3265,0.0018376722817764165,0.1101319876858147,0.1097078533031236
9,3264,0.00428921568627451,0.21453032263154542,0.2149111896733168
10,3265,0.005513016845329249,0.3229964146291837,0.3217487087277533
11,3264,0.009497549019607842,0.44310498741247273,0.4427186285840918
12,3265,0.015926493108728942,0.5798398735836688,0.5798172027104082
13,3264,0.01838235294117647,0.7468391410103566,0.7456286169010181
14,3265,0.04042879019908116,0.9778231103255117,0.9697446299837023
15,3264,0.05974264705882353,1.783589433467654,1.4324147056885461
