vent,n,draft_rate,poolq_mean,poolq_median
0,3184,0.00314070351758794,-0.4648261881111895,-0.4689283996587929
1,3183,0.0034558592522777255,-0.36042743484843537,-0.35692575014553335
2,3184,0.00157035175879397,-0.26839417560705997,-0.2670670607404687
3,3183,0.004084197298146403,-0.20745104638266687,-0.20740248331169014
4,3184,0.003454773869346734,-0.1542872107305582,-0.15382932541078165
5,3183,0.00471253534401508,-0.1061864248141497,-0.1061404155431633
6,3184,0.0037688442211055275,-0.062008834011758274,-0.06232747644966635
7,3183,0.006283380458686773,-0.019557641195172146,-0.01917112759658305
8,3183,0.008796732642161484,0.020692691905592486,0.020732417413453032
9,3184,0.00628140703517588,0.062017015551675506,0.061739066946436105
10,3183,0.007854225573358466,0.10479535972996751,0.10469413939779061
11,3184,0.01099246231155779,0.15295150690111187,0.15285208256397378
12,3183,0.012880929940307886,0.2077629278214601,0.2071047304061719
13,3184,0.016959798994974875,0.2758330512307129,0.27488743237346325
14,3183,0.02544769085768143,0.3692997938451562,0.36603276708031623
15,3183,0.03864278982092366,0.4619674964466744,0.4650667037075763
