vent,n,draft_rate,poolq_mean,poolq_median
0,3265,0.013476263399693721,-0.33949324189258673,-0.31572308272748895
1,3264,0.010416666666666666,-0.20053357133396743,-0.19869297096358807
2,3265,0.009800918836140888,-0.1391481993877363,-0.13862304428132557
3,3264,0.010416666666666666,-0.09429726365172698,-0.09413941438825688
4,3265,0.010413476263399694,-0.056382021851347046,-0.056244033364544824
5,3264,0.008884803921568627,-0.02256443897990189,-0.02249470726423411
6,3265,0.009494640122511486,0.008760822239113474,0.008801386761869616
7,3264,0.01133578431372549,0.03881247118962311,0.03895525573424853
8,3265,0.009494640122511486,0.06692538477365051,0.06692787801227305
9,3264,0.009191176470588236,0.09579183476136628,0.09562694695182906
10,3265,0.007963246554364471,0.12528665787606633,0.12524589235435934
11,3264,0.006740196078431373,0.15628814556897844,0.15597225265190723
12,3265,0.011026033690658498,0.19247040054666073,0.19182451004670834
13,3264,0.00857843137254902,0.23958332293570817,0.23910499534192486
14,3265,0.01010719754977029,0.3071583022247768,0.30417247040858236
15,3264,0.01011029411764706,0.4794105958004572,0.44977274823367486
