RELDPTH	PARENTUIC	UIC	EDATE	SHORTDSCR	LONGDSCR	ORGTYPENAME	OFF	WO	ENL	CIV	AUTHTOT	CATCODE	SERVICE	GFMCOMPO	UTCAT	UTARMYCAT	UTSIZE	UTGFMSIZE	ID	PARENTID	FYDATE
10	WERDAA	WERDA0		2ND NKN	NKN	NKN						UNIT	ARMY	REGUL					72060794286558738	72060793789252033	20160930
10	WERDAA	WERDB0		3RD NKN	NKN	NKN						UNIT	ARMY	REGUL					72060794286558829	72060793789252033	20160930
10	WERDAA	WERDC0		4TH NKN	NKN	NKN						UNIT	ARMY	REGUL					72060794286558937	72060793789252033	20160930
10	WERDAA	WERD99	10/16/15	Aug 204 MI Bn	Augmentation Functional Support Team	Augmentation Functional Support Team	0	0	3	6	9	UNIT	ARMY	REGUL	COMSER	LOG	AUG		72060793801813876	72060793789252033	20160930
9	WNGGAA	WJWYAA	09/16/16	HHSC 206 MI Bn	Military Intelligence Battalion	Military Intelligence Battalion	39	13	79	0	131	UNIT	ARMY	REGUL	COMSPT	MILINT	BN		72060793801813874	72060794245082277	20160930
10	WJWYAA	WJWYT0		NKN	NKN	NKN						UNIT	ARMY	REGUL					72060793962936819	72060793801813874	20160930
10	WJWYAA	WJWYA0		ER/MP UAS CO	EXTENDED RANGE MULTI-PURPOSE (ER/MP) UAS COMPANY (SEP)	EXTENDED RANGE MULTI-PURPOSE (ER/MP) UAS COMPANY (SEP)						UNIT	ARMY	REGUL	COMBAT	AV	CO		72060793962937058	72060793801813874	20160930
8	W00YFF	WND2AA	10/16/15	HHD 470 MIB	Headquarters Military Intelligence Brigade (MIB)	Headquarters Military Intelligence Brigade (MIB)	11	3	38	0	52	UNIT	ARMY	REGUL	COMSPT	HQSTF	BDE		72060793789252029	72060793789252003	20160930
9	WND2AA	WND299	10/16/15	Aug HHD 470 MI	Augmentation Military Intelligence	Augmentation Military Intelligence	0	1	3	35	39	UNIT	ARMY	REGUL	COMSPT	MILINT	AUG		72060793801813873	72060793789252029	20160930
9	WND2AA	WH72AA	10/16/14	201 MI Bn	Military Intelligence Battalion (Interrogation)	Military Intelligence Battalion (Interrogation)	14	6	136	0	156	UNIT	ARMY	REGUL	COMSPT	MILINT	BN		72060793789252031	72060793789252029	20160930
10	WH72AA	WH72T0		NKN	"HEADQUARTERS AND HEADQUARTERS DETACHMENT, MILITARY INTELLIGENCEI BATTALION (INTERROGATION)"	"HEADQUARTERS AND HEADQUARTERS DETACHMENT, MILITARY INTELLIGENCEI BATTALION (INTERROGATION)"						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793950068729	72060793789252031	20160930
10	WH72AA	WH72A0		MI CO HUMINT	MILITARY INTELLIGENCE COMPANY (HUMINT)	MILITARY INTELLIGENCE COMPANY (HUMINT)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793950068831	72060793789252031	20160930
10	WH72AA	WH72B0		NKN	MILITARY INTELLIGENCE DETACHMENT (HUMINT ANALYSIS REQ)	MILITARY INTELLIGENCE DETACHMENT (HUMINT ANALYSIS REQ)						UNIT	ARMY	REGUL	COMSPT	MILINT	DET		72060793950068956	72060793789252031	20160930
9	WND2AA	WAYJAA	10/16/15	401 MI Co	Military Intelligence Company (A&C) (EAC)	Military Intelligence Company (A&C) (EAC)	2	25	123	0	150	UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793789252032	72060793789252029	20160930
9	WND2AA	W6RKAA	10/02/15	717 MI Bn	Military Intelligence Battalion	Military Intelligence Battalion	13	6	347	6	372	UNIT	ARMY	REGUL	COMSPT	MILINT	BN		72060793789571379	72060793789252029	20160930
8	W00YFF	W6VBAA	10/03/15	EISR	Enterprise Intelligence Surveilance and Reconnaissance Activity	Enterprise Intelligence Surveilance and Reconnaissance Activity	4	7	35	157	203	EXCMIL	ARMY	REGUL	MILSVC		ACT		72060793817124408	72060793789252003	20160930
8	W00YFF	WBU6AA	10/16/15	HHD 902 MIG	Headquarters and Headquarters Detachment Military Intelligence Group (CI) (EAC)	Headquarters and Headquarters Detachment Military Intelligence Group (CI) (EAC)	13	3	36	0	52	UNIT	ARMY	REGUL	COMSPT	HQSTF	DET		72060793789252619	72060793789252003	20160930
9	WBU6AA	WBU699	10/17/15	Aug HHD 902 MIG	Augmentation Military Intelligence	Augmentation Military Intelligence	1	0	3	90	94	UNIT	ARMY	REGUL	COMSPT	MILINT	AUG		72060793801813881	72060793789252619	20160930
9	WBU6AA	WDKVAA	10/16/15	308 MI Bn	Military Intelligence Battalion (CI) (EAC)	Military Intelligence Battalion (CI) (EAC)	24	26	138	0	188	UNIT	ARMY	REGUL	COMSPT	MILINT	BN		72060793789252618	72060793789252619	20160930
10	WDKVAA	WDKVT0		HHCMI BN CI EAC	"HEADQUARTERS AND HEADQUARTERS COMPANY, MILITARY INTELLIGENCE BATTALION (COUNTERINTELLIGENCE (EAC)"	"HEADQUARTERS AND HEADQUARTERS COMPANY, MILITARY INTELLIGENCE BATTALION (COUNTERINTELLIGENCE (EAC)"						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793959449190	72060793789252618	20160930
10	WDKVAA	WDKVA0		CI CO EAC A	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793959449245	72060793789252618	20160930
10	WDKVAA	WDKVB0		CI CO EAC	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793959449291	72060793789252618	20160930
10	WDKVAA	WDKVC0		CI CO EAC	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793959449352	72060793789252618	20160930
10	WDKVAA	WDKVD0		CI CO EAC	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793959449413	72060793789252618	20160930
10	WDKVAA	WDKV99	10/18/15	Aug 308 MI Bn	Augmentation Functional Support Team	Augmentation Functional Support Team	3	6	29	73	111	UNIT	ARMY	REGUL	COMSER	LOG	AUG		72060793801813882	72060793789252618	20160930
9	WBU6AA	WC9SAA	10/16/15	310 MI Bn	Military Intelligence Battalion (CI) (EAC)	Military Intelligence Battalion (CI) (EAC)	12	10	64	0	86	UNIT	ARMY	REGUL	COMSPT	MILINT	BN		72060793789252622	72060793789252619	20160930
10	WC9SAA	WC9ST0		NKN	HEADQUARTERS AND HEADQUARTERS DETACHMENT MILITARY INTELLIGENCE BATTALION (CI/ HUMINT)	HEADQUARTERS AND HEADQUARTERS DETACHMENT MILITARY INTELLIGENCE BATTALION (CI/ HUMINT)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793959448290	72060793789252622	20160930
10	WC9SAA	WC9SA0		CI CO EAC A	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793959448334	72060793789252622	20160930
10	WC9SAA	WC9SB0		CI CO EAC	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)	COUNTER INTELLIGENCE COMPANY (ECHELONS ABOVE CORP)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060793959448367	72060793789252622	20160930
10	WC9SAA	WC9S99	10/18/15	Aug 310 MI Bn	Augmentation Functional Support Team	Augmentation Functional Support Team	2	1	15	200	218	UNIT	ARMY	REGUL	COMSER	LOG	AUG		72060793801813889	72060793789252622	20160930
9	WBU6AA	W39CAA	10/02/15	Foreign CI	Foreign Counterintelligence Activity	Foreign Counterintelligence Activity	1	0	11	34	46	UNIT	ARMY	REGUL			ACT		72060793789252620	72060793789252619	20160930
8	W00YFF	W6A6AA	10/01/15	Sec Clr Fac	Central Personnel Security Clearance Facility	Central Personnel Security Clearance Facility	0	0	0	10	10	EXCMIL	ARMY	REGUL	MILSVC		UN		72060793789252004	72060793789252003	20160930
8	W00YFF	W6TMAA	10/02/15	HQ NGIC	Intelligence Center	Intelligence Center	44	17	128	990	1179	EXCMIL	ARMY	REGUL	HQ		CTR		72060793801813892	72060793789252003	20160930
8	W00YFF	W6VCAA	10/01/15	Spt Act	Army Support Activity	Army Support Activity	12	0	5	53	70	EXCMIL	ARMY	REGUL	MILSVC		UN		72060793817124409	72060793789252003	20160930
8	W00YFF	WNGHAA	03/16/16	HHC 207 MIB	Headquarters and Headquarters Company Military Intelligence Brigade (TIB)	Headquarters and Headquarters Company Military Intelligence Brigade (TIB)	18	9	66	0	93	UNIT	ARMY	REGUL	COMSPT	HQSTF	CO		72060794307031544	72060793789252003	20160930
9	WNGHAA	WNGH99		Aug HHC 207 MIB	Augmentation Functional Support Team	Augmentation Functional Support Team	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG	AUG		72060794295530230	72060794307031544	20160930
9	WNGHAA	WH8LAA	03/16/16	307 MI Bn	Military Intelligence Battalion (FCB)	Military Intelligence Battalion (FCB)	14	10	124	0	148	UNIT	ARMY	REGUL	COMSPT	MILINT	BN		72060794306916188	72060794307031544	20160930
10	WH8LAA	WH8LT0		HHD MI FWD COLL	HHD MI BATTALION (FORWARD COLLECTION)	HHD MI BATTALION (FORWARD COLLECTION)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060794418642082	72060794306916188	20160930
10	WH8LAA	WH8LA0		COLCT DET FC BN	"COLLECTION DETACHMENT, FORWARD COLLECTION BATTALION"	"COLLECTION DETACHMENT, FORWARD COLLECTION BATTALION"						UNIT	ARMY	REGUL	COMSPT	MILINT	DET		72060794418642144	72060794306916188	20160930
10	WH8LAA	WH8LB0		NKN	NKN	NKN						UNIT	ARMY	REGUL					72060794418642238	72060794306916188	20160930
9	WNGHAA	WG0HAA	03/16/16	522 MI Bn	Military Intelligence Battalion (Operations)	Military Intelligence Battalion (Operations)	23	20	110	0	153	UNIT	ARMY	REGUL	COMSPT	MILINT	BN		72060794306916164	72060794307031544	20160930
10	WG0HAA	WG0HT0		HHD MI OPS BN	HEADQUARTERS AND HEADQUARTERS DETACHMENT MILITARY INTELLIGENCE BATTALION OPERATIONS	HEADQUARTERS AND HEADQUARTERS DETACHMENT MILITARY INTELLIGENCE BATTALION OPERATIONS						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060794418644993	72060794306916164	20160930
10	WG0HAA	WG0HA0		MI CO ANALYTIC	MILITARY INTELLIGENCE COMPANY (ANALYTICAL)	MILITARY INTELLIGENCE COMPANY (ANALYTICAL)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060794418645075	72060794306916164	20160930
10	WG0HAA	WG0HB0		MI CO ALL SRCE	MILITARY INTELLIGENCE COMPANY (ALL SOURCE)	MILITARY INTELLIGENCE COMPANY (ALL SOURCE)						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060794418645123	72060794306916164	20160930
7	WARCFF	W0GWFF		AMC	Army Command	Army Command						EXCMIL	ARMY	REGUL	MILSVC		MC		72060793789252052	72060772313750350	20160930
8	W0GWFF	W0GWAA	01/01/16	HQ AMC	Headquarters Army Command	Headquarters Army Command	35	4	18	841	898	EXCMIL	ARMY	REGUL	HQ		MC		72060793789252360	72060793789252052	20160930
8	W0GWFF	WCX8AA	10/16/15	389 Band	Music Performance Unit	Music Performance Unit	1	0	53	0	54	UNIT	ARMY	REGUL	COMSPT		ACT		72060793789252457	72060793789252052	20160930
8	W0GWFF	WJQJAA	10/16/15	609 Spt Det	Contingency Contracting Teams	Contingency Contracting Teams	2	0	3	0	5	UNIT	ARMY	REGUL	COMSER	LOG	TEAM		72060793789254918	72060793789252052	20160930
8	W0GWFF	WJUAAA	10/16/15	676 Spt Det	Contingency Contracting Teams	Contingency Contracting Teams	2	0	3	0	5	UNIT	ARMY	REGUL	COMSER	LOG	TEAM		72060793789252252	72060793789252052	20160930
8	W0GWFF	W4MKAA	10/05/15	ARDEC	Armament Research Development and Engineering Center	Armament Research Development and Engineering Center	13	1	12	2497	2523	EXCMIL	ARMY	REGUL	MILSVC		CTR		72060793789252441	72060793789252052	20160930
8	W0GWFF	W2VNAA	10/02/15	USALIA	Field Operating Agency	Field Operating Agency	1	0	0	86	87	EXCMIL	ARMY	REGUL	HQ		AG		72060793789252367	72060793789252052	20160930
8	W0GWFF	W262AA	10/03/15	ARL	Research Laboratory	Research Laboratory	14	0	18	1907	1939	EXCMIL	ARMY	REGUL	MILSVC		ACT		72060793789252443	72060793789252052	20160930
8	W0GWFF	W0DAAA	06/01/16	ASC	Army Sustainment Command	Army Sustainment Command	217	40	183	881	1321	EXCMIL	ARMY	REGUL	MILSVC		ACT		72060793789252201	72060793789252052	20160930
9	W0DAAA	WM66FF		APS	Army Prepositioned Stocks (Aggregate)	Army Prepositioned Stocks (Aggregate)						UNIT	ARMY	REGUL	COMSER	LOG			72060794459989091	72060793789252201	20160930
10	WM66FF	WMP2FF		APS 2	Army Prepositioned Stocks	Army Prepositioned Stocks						UNIT	ARMY	REGUL	COMSER	LOG			72060794459989100	72060794459989091	20160930
11	WMP2FF	WML0FF		APS 9311 CSB	Army Prepositioned Stocks	Army Prepositioned Stocks						UNIT	ARMY	REGUL	COMSER	LOG			72060793824810767	72060794459989100	20160930
12	WML0FF	WML0AA	10/16/15	APS HHC 9311	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252146	72060793824810767	20160930
12	WML0FF	WMNVAA	10/16/15	APS 9010 TC Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252289	72060793824810767	20160930
12	WML0FF	WMCBAA	10/16/15	APS 9102 QM Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252538	72060793824810767	20160930
12	WML0FF	WMCQAA	10/16/15	APS 9115 TC Tm	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252172	72060793824810767	20160930
12	WML0FF	WMCUAA	10/16/15	APS 9119 TC Ele	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252160	72060793824810767	20160930
12	WML0FF	WMD8AA	10/16/15	APS 9133 TC Tm	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252164	72060793824810767	20160930
12	WML0FF	WMDQAA	10/16/15	APS 9159 QM Det	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252531	72060793824810767	20160930
12	WML0FF	WMDSAA	10/16/15	APS 9161 QM Det	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252328	72060793824810767	20160930
12	WML0FF	WME4AA	10/16/15	APS 9172 QM Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252151	72060793824810767	20160930
12	WML0FF	WME5AA	10/16/15	APS 9173 QM Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252338	72060793824810767	20160930
12	WML0FF	WMEPAA	10/16/15	APS 9190 TC Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252352	72060793824810767	20160930
12	WML0FF	WML3AA	10/16/15	APS 9314 TC Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252089	72060793824810767	20160930
12	WML0FF	WMNMAA	10/16/15	APS 9315 QM Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252224	72060793824810767	20160930
12	WML0FF	WMDCAA	10/16/15	APS HHC 9136	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252516	72060793824810767	20160930
12	WML0FF	WMNLAA	10/16/15	APS HHD QM Bn	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252291	72060793824810767	20160930
12	WML0FF	WMEHAA	10/16/15	APS HHD 9184 TC	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252355	72060793824810767	20160930
12	WML0FF	WMEQAA	10/16/15	APS HHD 9191 TC	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252325	72060793824810767	20160930
12	WML0FF	WMM4AA	10/16/15	APS QM Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252204	72060793824810767	20160930
12	WML0FF	WMM3AA	10/16/15	APS QM Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252273	72060793824810767	20160930
12	WML0FF	WMNNAA	10/16/15	APS QM Plt	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793789252254	72060793824810767	20160930
12	WML0FF	WML7AA	10/16/15	APS SC Co	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793801814339	72060793824810767	20160930
11	WMP2FF	WMPGFF		APS ABCT	Army Prepositioned Stocks	Army Prepositioned Stocks						UNIT	ARMY	REGUL	COMSER	LOG			72060794140226414	72060794459989100	20160930
12	WMPGFF	WMPWAA	04/16/16	APS Comb Arms	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060794307031507	72060794140226414	20160930
13	WMPWAA	WMPWT0		HHC CAB ABCT	"HHC, COMBINED ARMS BATTALION (ARMOR) (ABCT)"	"HHC, COMBINED ARMS BATTALION (ARMOR) (ABCT)"						UNIT	ARMY	REGUL	COMBAT	INF	CO		72060794308622555	72060794307031507	20160930
13	WMPWAA	WMPWA0		AR CO CAB ABC A	"ARMOR COMPANY, COMBINED ARMS BATTALION (ABCT)"	"ARMOR COMPANY, COMBINED ARMS BATTALION (ABCT)"						UNIT	ARMY	REGUL	COMBAT	ARMOUR	CO		72060794431826021	72060794307031507	20160930
13	WMPWAA	WMPWB0		AR CO CAB ABC B	"ARMOR COMPANY, COMBINED ARMS BATTALION (ABCT)"	"ARMOR COMPANY, COMBINED ARMS BATTALION (ABCT)"						UNIT	ARMY	REGUL	COMBAT	ARMOUR	CO		72060794308622655	72060794307031507	20160930
13	WMPWAA	WMPWC0		RIFLE CO CAB	"RIFLE COMPANY, COMBINED ARMS BATTALION (ABCT)"	"RIFLE COMPANY, COMBINED ARMS BATTALION (ABCT)"						UNIT	ARMY	REGUL	COMBAT	INF	CO		72060794431826161	72060794307031507	20160930
12	WMPGFF	WMPVAA	04/16/16	APS Comb Arms	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060794307031498	72060794140226414	20160930
13	WMPVAA	WMPVT0		HHC CAB ABCT	"HHC, COMBINED ARMS BATTALION (ARMOR) (ABCT)"	"HHC, COMBINED ARMS BATTALION (ARMOR) (ABCT)"						UNIT	ARMY	REGUL	COMBAT	INF	CO		72060794308622742	72060794307031498	20160930
13	WMPVAA	WMPVA0		AR CO CAB ABC A	"ARMOR COMPANY, COMBINED ARMS BATTALION (ABCT)"	"ARMOR COMPANY, COMBINED ARMS BATTALION (ABCT)"						UNIT	ARMY	REGUL	COMBAT	ARMOUR	CO		72060794431827526	72060794307031498	20160930
13	WMPVAA	WMPVB0		AR CO CAB ABC B	"ARMOR COMPANY, COMBINED ARMS BATTALION (ABCT)"	"ARMOR COMPANY, COMBINED ARMS BATTALION (ABCT)"						UNIT	ARMY	REGUL	COMBAT	ARMOUR	CO		72060794308622842	72060794307031498	20160930
13	WMPVAA	WMPVC0		RIFLE CO CAB	"RIFLE COMPANY, COMBINED ARMS BATTALION (ABCT)"	"RIFLE COMPANY, COMBINED ARMS BATTALION (ABCT)"						UNIT	ARMY	REGUL	COMBAT	INF	CO		72060794431827666	72060794307031498	20160930
12	WMPGFF	WMPXAA	04/16/16	APS AR Sqdn	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060794307031516	72060794140226414	20160930
13	WMPXAA	WMPXT0		CAV SQDN ABCT	"HEADQUARTERS AND HEADQUARTERS TROOP, CAVALRY SQUADRON (ABCT)"	"HEADQUARTERS AND HEADQUARTERS TROOP, CAVALRY SQUADRON (ABCT)"						UNIT	ARMY	REGUL	COMBAT	ARMOUR	CO		72060794308614697	72060794307031516	20160930
13	WMPXAA	WMPXA0		1ST CAV TRP ABC	"CAVALRY TROOP, CAVALRY SQUADRON (ABCT)"	"CAVALRY TROOP, CAVALRY SQUADRON (ABCT)"						UNIT	ARMY	REGUL	COMBAT	ARMOUR	SQUAD		72060794308614562	72060794307031516	20160930
13	WMPXAA	WMPXB0		2ND CAV TRP ABC	"CAVALRY TROOP, CAVALRY SQUADRON (ABCT)"	"CAVALRY TROOP, CAVALRY SQUADRON (ABCT)"						UNIT	ARMY	REGUL	COMBAT	ARMOUR	SQUAD		72060794308614599	72060794307031516	20160930
13	WMPXAA	WMPXC0		3RD CAV TRP ABC	"CAVALRY TROOP, CAVALRY SQUADRON (ABCT)"	"CAVALRY TROOP, CAVALRY SQUADRON (ABCT)"						UNIT	ARMY	REGUL	COMBAT	ARMOUR	SQUAD		72060794308614636	72060794307031516	20160930
13	WMPXAA	WMPXD0		AR CO CAV SQD	"ARMOR COMPANY, CAVALRY SQUADRON (ABCT)"	"ARMOR COMPANY, CAVALRY SQUADRON (ABCT)"						UNIT	ARMY	REGUL	COMBAT	ARMOUR	CO		72060794308614673	72060794307031516	20160930
12	WMPGFF	WMPYAA	04/16/16	APS EN Bn	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060794307031530	72060794140226414	20160930
13	WMPYAA	WMPYT0		HHC EN ABCT	"HHC, BRIGADE ENGINEER BATTALION, ABCT"	"HHC, BRIGADE ENGINEER BATTALION, ABCT"						UNIT	ARMY	REGUL	COMSPT	ENG	CO		72060794307169646	72060794307031530	20160930
13	WMPYAA	WMPYA0		CBT EN CO ABC A	"COMBAT ENGINEER COMPANY, BEB, ABCT"	"COMBAT ENGINEER COMPANY, BEB, ABCT"						UNIT	ARMY	REGUL	COMSPT	ENG	CO		72060794307169776	72060794307031530	20160930
13	WMPYAA	WMPYB0		CBT EN CO ABCT	"COMBAT ENGINEER COMPANY, BEB, ABCT"	"COMBAT ENGINEER COMPANY, BEB, ABCT"						UNIT	ARMY	REGUL	COMSPT	ENG	CO		72060794307169689	72060794307031530	20160930
13	WMPYAA	WMPYC0		SIGCO A/IBCT	BRIGADE SIGNAL COMPANY (ABCT/IBCT)	BRIGADE SIGNAL COMPANY (ABCT/IBCT)						UNIT	ARMY	REGUL	COMSPT	SIG	CO		72060794307169737	72060794307031530	20160930
13	WMPYAA	WMPYD0		MI CO W/COIST	MILITARY INTELLIGENCE COMPANY BRIGADE COMBAT TEAM W/COMPANY INTELLIGENCE SUPPORT TEAM	MILITARY INTELLIGENCE COMPANY BRIGADE COMBAT TEAM W/COMPANY INTELLIGENCE SUPPORT TEAM						UNIT	ARMY	REGUL	COMSPT	MILINT	CO		72060794307169821	72060794307031530	20160930
12	WMPGFF	WMPLAA	04/16/16	APS CSB	Army Prepositioned Stocks	Army Prepositioned Stocks	0	0	0	0	0	UNIT	ARMY	REGUL	COMSER	LOG			72060793999901393	72060794140226414	20160930
13	WMPLAA	WMPLT0		ABCT	"HEADQUARTERS HEADQUARTERS COMPANY, BRIGADE SUPPORT BATTALION ARMOR BRIGADE COMBAT TEAM"	"HEADQUARTERS HEADQUARTERS COMPANY, BRIGADE SUPPORT BATTALION ARMOR BRIGADE COMBAT TEAM"						UNIT	ARMY	REGUL	COMSER	HQSTF	CO		72060794321687506	72060793999901393	20160930
13	WMPLAA	WMPLA0		ABCT	"DISTRIBUTION COMPANY, BRIGADE SUPPORT BATTALION ARMOR BRIGADE COMBAT TEAM"	"DISTRIBUTION COMPANY, BRIGADE SUPPORT BATTALION ARMOR BRIGADE COMBAT TEAM"						UNIT	ARMY	REGUL	COMSER	SUPPLY	CO		72060794321687746	72060793999901393	20160930
13	WMPLAA	WMPLB0		FLD MAINT ABCT	"FIELD MAINTENANCE COMPANY, BRIGADE SUPPORT BATTALION ARMOR BRIGADE COMBAT TEAM"	"FIELD MAINTENANCE COMPANY, BRIGADE SUPPORT BATTALION ARMOR BRIGADE COMBAT TEAM"						UNIT	ARMY	REGUL	COMSER	MAINT	CO		72060794321687542	72060793999901393	20160930
13	WMPLAA	WMPLC0		MED CO BSB ABCT	"MEDICAL COMPANY, BRIGADE SUPPORT BATTALION (ABCT)"	"MEDICAL COMPANY, BRIGADE SUPPORT BATTALION (ABCT)"						UNIT	ARMY	REGUL	COMSER	MEDCL	CO		72060794321687446	72060793999901393	20160930
13	WMPLAA	WMPLD0		FSC CAV ABCT	FORWARD SUPPORT COMPANY CAVALRY SQUADRON BRIGADE SUPPORT BALLATION  (ABCT)	FORWARD SUPPORT COMPANY CAVALRY SQUADRON BRIGADE SUPPORT BALLATION  (ABCT)						UNIT	ARMY	REGUL	COMSER	LOG	CO		72060794321687668	72060793999901393	20160930
13	WMPLAA	WMPLE0		ABCT	"FORWARD SUPPORT COMPANY (BEB), BSB (ABCT)"	"FORWARD SUPPORT COMPANY (BEB), BSB (ABCT)"						UNIT	ARMY	REGUL	COMSER	LOG	CO		72060794321687839	72060793999901393	20160930
13	WMPLAA	WMPLF0		FA BN BSB ABCT	"FORWARD SUPPORT COMPANY, (FA BN), BSB (ABCT)"	"FORWARD SUPPORT COMPANY, (FA BN), BSB (ABCT)"						UNIT	ARMY	REGUL	COMSER	LOG	CO		72060794321687593	72060793999901393	20160930
13	WMPLAA	WMPLG0		CAB AR BSB AB G	"FORWARD SUPPORT COMPANY, (COMBINED ARMS BN) (AR), BSB (ABCT)"	"FORWARD SUPPORT COMPANY, (COMBINED ARMS BN) (AR), BSB (ABCT)"						UNIT	ARMY	REGUL	COMSER	LOG	CO		72060794321687975	72060793999901393	20160930
13	WMPLAA	WMPLH0		CAB AR BSB AB H	"FORWARD SUPPORT COMPANY, (COMBINED ARMS BN) (AR), BSB (ABCT)"	"FORWARD SUPPORT COMPANY, (COMBINED ARMS BN) (AR), BSB (ABCT)"						UNIT	ARMY	REGUL	COMSER	LOG	CO		72060794321688051	72060793999901393	20160930
