vent,n,draft_rate,poolq_mean,poolq_median
0,260,0.0,-0.5215447094415109,-0.5359252539821795
1,179,0.01675977653631285,-0.43120865291830224,-0.4263905235529914
2,341,0.0,-0.36493893790035,-0.3679919528291271
3,388,0.002577319587628866,-0.2832840088531502,-0.28114227796261976
4,634,0.0031545741324921135,-0.21445432051717825,-0.21019558111693706
5,982,0.0050916496945010185,-0.14499587971541164,-0.14117402888096303
6,1266,0.00631911532385466,-0.07556986757919817,-0.07360488642569377
7,1640,0.003048780487804878,-0.00651802498677658,-0.004422779135408251
8,1779,0.012928611579539067,0.06551424336099802,0.06810140981959825
9,2074,0.010607521697203472,0.1342409945984114,0.13639081986910234
10,1862,0.021482277121374866,0.20470873383804708,0.20398658553431917
11,1464,0.02663934426229508,0.2754930151625849,0.2758546982603899
12,1204,0.03156146179401993,0.34565303217617693,0.3461655922181872
13,890,0.04269662921348315,0.41698473046654744,0.419847359885013
14,581,0.08261617900172118,0.4848143468255829,0.4838454235552936
15,426,0.09859154929577464,0.5557460632255141,0.5546134160697624
16,314,0.07643312101910828,0.6225988048182863,0.615802755506963
17,178,0.10112359550561797,0.6980682427969366,0.699061393985354
18,116,0.22413793103448276,0.7653330954175928,0.7621777658761031
19,258,0.13953488372093023,0.8644377402911576,0.8755325521285918
