vent,n,draft_rate,poolq_mean,poolq_median
0,660,0.0015151515151515152,-0.2781481807794019,-0.28375011552357804
1,490,0.0020408163265306124,-0.22520980232001686,-0.2267606170737249
2,658,0.0,-0.18403589914782595,-0.18312684146272315
3,995,0.004020100502512563,-0.14733254276940633,-0.14857280201843998
4,1466,0.0020463847203274215,-0.11099909372436609,-0.11226095231293885
5,2298,0.004351610095735422,-0.07206415773050068,-0.07146595110000507
6,2939,0.006805035726437564,-0.03248764534254218,-0.03145278248213781
7,3341,0.004190362167015863,0.005335514648189046,0.006220495076867444
8,3959,0.00959838343015913,0.044147468974858724,0.04426791316729861
9,4505,0.008657047724750278,0.08215753641274114,0.08254057109444347
10,4358,0.008260670032124828,0.12123892663419732,0.12146413134226547
11,4833,0.010966273536105938,0.15834892115763338,0.15764303686585135
12,4040,0.01287128712871287,0.1974019436777278,0.19705777447097353
13,3450,0.017971014492753623,0.23552198334288005,0.23618467799184134
14,2219,0.01982875168995043,0.2744766414244137,0.2746981725875894
15,2002,0.016983016983016984,0.3128459994956669,0.31340828967013057
16,1435,0.02229965156794425,0.3501003296941513,0.34953249321362334
17,1170,0.024786324786324785,0.3902757216715761,0.39031360794129544
18,529,0.015122873345935728,0.4266310044643796,0.4294889629057915
19,959,0.035453597497393116,0.475621691373067,0.48662324755328495
