vent,n,draft_rate,perf_mean,perf_median
0,358,0.0,-1.0378672925615495,-0.9794072854524297
1,357,0.0,-0.661446622761072,-0.6536820044207883
2,358,0.0,-0.4823728087530694,-0.4784399209162884
3,357,0.0,-0.3450295576423245,-0.34659378052638934
4,358,0.0,-0.21991572325102296,-0.21929423183804722
5,357,0.0,-0.10634978375938985,-0.10430228712959262
6,358,0.00558659217877095,0.0009945988411247848,0.0015026435552176207
7,357,0.014005602240896359,0.10818292973704455,0.10601942323973493
8,358,0.030726256983240222,0.21348477924679798,0.21330833708034214
9,357,0.04481792717086835,0.3216648834689348,0.31940356674688064
10,358,0.061452513966480445,0.43275259730432364,0.4321435478319421
11,357,0.11764705882352941,0.5508373745748701,0.5468022946003896
12,358,0.11731843575418995,0.6937727730728754,0.6924840734672497
13,357,0.17086834733893558,0.8553038471012413,0.8563878938995243
14,358,0.24022346368715083,1.057609594964191,1.0508189109601958
15,357,0.36694677871148457,1.5058499152791387,1.4228530657908416
