vent,n,draft_rate,perf_mean,perf_median
0,2383,0.000419639110365086,-1.8390942225604499,-1.7655151844792796
1,2383,0.000839278220730172,-1.2854208789276296,-1.2790820917880639
2,2383,0.00419639110365086,-1.0078891831748056,-1.006904694627956
3,2382,0.005037783375314861,-0.7922951583258954,-0.7911833942752096
4,2383,0.002517834662190516,-0.6060992484911549,-0.6068556337574218
5,2383,0.006714225765841376,-0.4405486225242678,-0.44231973627183946
6,2382,0.006717044500419815,-0.2752312168032473,-0.276196419996206
7,2383,0.012169534200587495,-0.11694294288843154,-0.11453887925623879
8,2383,0.01258917331095258,0.03794025485154749,0.037915315557953855
9,2382,0.018891687657430732,0.19835351144202423,0.1980083925184592
10,2383,0.020562316407889216,0.36327583123420315,0.3631351709652411
11,2383,0.028955098615190935,0.5464306192318393,0.5455541098553544
12,2382,0.04114189756507137,0.7627046899506633,0.762975162006222
13,2383,0.04280318925723878,1.015306787315717,1.0130350708065015
14,2383,0.0658833403273185,1.3547054155874647,1.3451953544794624
15,2382,0.10075566750629723,2.0856348998466316,1.9514717888364024
