vent,n,draft_rate,poolq_mean,poolq_median
0,1053,0.030389363722697058,-0.30578924906623384,-0.28235293505583203
1,1052,0.027566539923954372,-0.18117076363830795,-0.1800547451850503
2,1052,0.028517110266159697,-0.12514584861040287,-0.12445785696476087
3,1052,0.030418250950570342,-0.08419731783956123,-0.08434889013609176
4,1053,0.019943019943019943,-0.04785644625650248,-0.04790258614361586
5,1052,0.013307984790874524,-0.015174518435619868,-0.014859812401588682
6,1052,0.025665399239543727,0.0148421175137921,0.014571356650191635
7,1052,0.027566539923954372,0.04379481385699285,0.044054281882924304
8,1053,0.027540360873694207,0.0712012654936705,0.07090752374242613
9,1052,0.024714828897338403,0.09929974900243681,0.09896512512305422
10,1052,0.019961977186311788,0.1286856756871441,0.12879660747254462
11,1052,0.017110266159695818,0.15884023994554264,0.1588020905427885
12,1053,0.029439696106362774,0.19424546950451804,0.19378935903696165
13,1052,0.02376425855513308,0.24220810502477894,0.24190127786588722
14,1052,0.027566539923954372,0.31236003462599593,0.30972050562564246
15,1052,0.02376425855513308,0.4779394169810899,0.45381854507350056
