bin,x_mean,n,y_rate
1,-1.5296453848244258,18,0.0
2,-1.2805796913470604,126,0.015873015873015872
3,-1.026926998235009,244,0.020491803278688523
4,-0.78772201814336,383,0.02349869451697128
5,-0.5363420838544428,394,0.027918781725888325
6,-0.2824407899245413,460,0.043478260869565216
7,-0.035945803132698954,474,0.07172995780590717
8,0.20813163830963224,365,0.11506849315068493
9,0.47250468325893846,276,0.14130434782608695
10,0.7215611217509027,223,0.16143497757847533
11,0.9752163390993421,142,0.2535211267605634
12,1.2059718282892646,120,0.2
13,1.4598788837846994,74,0.33783783783783783
14,1.7159007612091506,47,0.2978723404255319
15,1.9247222934708654,15,0.3333333333333333
16,2.228438398485159,6,0.8333333333333334
