bin,x_mean,n,y_rate
1,-0.6127847023504607,302,0.029801324503311258
2,-0.44473714790224356,302,0.06622516556291391
3,-0.35547329583995196,301,0.053156146179401995
4,-0.2903451819846019,302,0.052980132450331126
5,-0.22606900480174683,301,0.08637873754152824
6,-0.17219124373677075,302,0.06622516556291391
7,-0.1264771127524885,301,0.07641196013289037
8,-0.07826638657478138,302,0.11258278145695365
9,-0.03128331021251807,301,0.06976744186046512
10,0.020122971653047727,302,0.08278145695364239
11,0.07551329182088926,301,0.0664451827242525
12,0.1375508652998174,302,0.076158940397351
13,0.22866362929159176,301,0.06312292358803986
14,0.33518431691427825,302,0.09933774834437085
15,0.4897913678583835,301,0.053156146179401995
16,0.8343221633752747,302,0.0695364238410596
