bin,x_mean,n,y_rate
1,-1.250451152711245,211,0.014218009478672985
2,-0.978005372474752,210,0.023809523809523808
3,-0.8188800561385127,211,0.02843601895734597
4,-0.6884596179117223,210,0.03333333333333333
5,-0.5490378280626532,210,0.014285714285714285
6,-0.41798850925592357,211,0.02843601895734597
7,-0.2958842848170083,210,0.04285714285714286
8,-0.18328763089564057,211,0.06635071090047394
9,-0.07594573138638229,210,0.047619047619047616
10,0.03747720986281479,210,0.08571428571428572
11,0.16080424439856186,211,0.10900473933649289
12,0.3064218841134139,210,0.10952380952380952
13,0.4984097071454563,210,0.16666666666666666
14,0.7092479325820453,211,0.15639810426540285
15,1.0052811669543993,210,0.24285714285714285
16,1.5034765775516057,211,0.2890995260663507
