vent,n,draft_rate,perf_mean,perf_median
0,986,0.0,-2.0004668191077655,-1.908210599258632
1,985,0.0,-1.4906432663999827,-1.4851996844330944
2,986,0.0,-1.2326212380319015,-1.229582587119494
3,985,0.0020304568527918783,-1.0256899724008086,-1.0234929707345373
4,986,0.002028397565922921,-0.8520018840421646,-0.8503824114107491
5,985,0.0,-0.6882634529933352,-0.6873725923350346
6,986,0.0,-0.5315772519428648,-0.527661439144849
7,985,0.006091370558375634,-0.38658285812089593,-0.38669657490113757
8,986,0.005070993914807302,-0.24461593780852717,-0.24392220449522367
9,985,0.007106598984771574,-0.10510028947663494,-0.10391276668562206
10,986,0.010141987829614604,0.03887891868592019,0.04056621334695693
11,985,0.013197969543147208,0.18354704831422908,0.1842999054263826
12,986,0.015212981744421906,0.3262638194203875,0.32318704385994884
13,985,0.02131979695431472,0.4783271172095506,0.47651459438428995
14,986,0.032454361054766734,0.6477871879486421,0.6450665713546723
15,985,0.04263959390862944,0.8294152126096836,0.8266323870469311
16,986,0.058823529411764705,1.0374333713984498,1.0323661871325065
17,985,0.08223350253807106,1.2915244889132873,1.2885096881367528
18,986,0.10040567951318459,1.6214380392477916,1.6115028089665207
19,985,0.17766497461928935,2.3460917701808452,2.207214970934444
