vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,652,9,0.013803680981595092,-0.57026067287074,-0.5755049283879429,-0.6174895790319825,-0.49176678012663966,1,-0.6174895790319825,-0.4916321574318932,-0.5545608682319378,"[-0.6175, -0.4916)"
1,1111,32,0.0288028802880288,-0.4194962966142931,-0.4139737635904372,-0.4915483345589359,-0.36584720507954027,2,-0.4916321574318932,-0.36577473583180387,-0.42870344663184856,"[-0.4916, -0.3658)"
2,2059,49,0.023797960174842158,-0.29875060550416427,-0.2961160874595341,-0.3657426298875217,-0.23998400359648953,3,-0.36577473583180387,-0.23991731423171453,-0.30284602503175917,"[-0.3658, -0.2399)"
3,3123,80,0.025616394492475183,-0.17445167508283288,-0.17251653951257925,-0.23986841889819266,-0.11425991345587615,4,-0.23991731423171453,-0.11405989263162519,-0.17698860343166986,"[-0.2399, -0.1141)"
4,3677,96,0.026108240413380474,-0.0501916326414784,-0.05028264822346107,-0.11405038905453176,0.011787386820538504,5,-0.11405989263162519,0.0117975289684642,-0.0511311818315805,"[-0.1141, 0.0118)"
5,3477,86,0.02473396606269773,0.07260223593786339,0.07195380844443922,0.011821839867737993,0.13764009347505804,6,0.0117975289684642,0.13765495056855348,0.07472623976850884,"[0.0118, 0.1377)"
6,2529,75,0.02965599051008304,0.19604304695957822,0.19456255488893262,0.13775837524703158,0.26350723344808147,7,0.13765495056855348,0.26351237216864276,0.20058366136859812,"[0.1377, 0.2635)"
7,1694,48,0.02833530106257379,0.3195957659608178,0.31536524778259073,0.26353429156461516,0.3893527179648035,8,0.26351237216864276,0.38936979376873215,0.32644108296868746,"[0.2635, 0.3894)"
8,869,30,0.03452243958573072,0.4449750305482619,0.44351858709639463,0.3894609910097454,0.5151243104724887,9,0.38936979376873215,0.5152272153688215,0.45229850456877685,"[0.3894, 0.5152)"
9,612,15,0.024509803921568627,0.590469237054925,0.591864353144069,0.5154069347362912,0.6410846369689107,10,0.5152272153688215,0.6410846369689107,0.5781559261688661,"[0.5152, 0.6411)"
