rho,rep,seed,D_within_team_mse,H_sorting_index,global_wss,centroid_sd,n_teams
0.05,29,5417044,0.9298358877752356,0.06961368570793025,5606.910403284671,0.26376599762903474,402
0.1,0,5422015,0.9242908004486813,0.07516205550953503,5573.4735267055485,0.2740758815215123,402
0.1,1,5422016,0.9198254422924995,0.07963005698328363,5546.547417023772,0.2821044965752511,402
0.1,2,5422017,0.9220474056803325,0.07740677827993725,5559.945856252405,0.2781384252492686,402
0.1,3,5422018,0.9277175372595892,0.07173329020431796,5594.136749675323,0.267751474358007,402
0.1,4,5422019,0.9191302870572781,0.08032562372324448,5542.355630955387,0.2833339058834954,402
0.1,5,5422020,0.9192586512773255,0.0801971835165941,5543.129667202273,0.2831072906216831,402
0.1,6,5422021,0.9191498910714235,0.08030600810428867,5542.473843160684,0.2832993085220151,402
0.1,7,5422022,0.9237701948415076,0.07568296929488816,5570.3342748942905,0.2750239888427332,402
0.1,8,5422023,0.9229547053297814,0.07649894154454417,5565.416873138582,0.27650259302707125,402
0.1,9,5422024,0.9151305291286249,0.08432774935232079,5518.237090645608,0.2903064934717283,402
0.1,10,5422025,0.9246220225720387,0.07483063731562145,5575.470796109394,0.27347096136232973,402
0.1,11,5422026,0.9190355784752094,0.08042038836909349,5541.784538205513,0.28350098907281795,402
0.1,12,5422027,0.9278645034581172,0.0715862370075423,5595.022955852447,0.26747688838918054,402
0.1,13,5422028,0.9257601783663987,0.07369180777749906,5582.333875549384,0.27138203867256383,402
0.1,14,5422029,0.9252388339218892,0.07421346083755076,5579.190168548992,0.27234088080673136,402
0.1,15,5422030,0.9228427090060781,0.07661100416569533,5564.741535306651,0.2767050420111592,402
0.1,16,5422031,0.9133582589931134,0.08610106860250988,5507.550301728474,0.2933430249509301,402
0.1,17,5422032,0.9299900619678783,0.06945942025018914,5607.840073666306,0.2634735799138069,402
0.1,18,5422033,0.9277363470560653,0.07171446927317715,5594.250172748074,0.26771634657676435,402
0.1,19,5422034,0.9220239973597252,0.07743020045735582,5559.8047040791425,0.27818050240940745,402
0.1,20,5422035,0.9272831863539801,0.07216789822869307,5591.5176137145,0.26856135784303636,402
0.1,21,5422036,0.926579793314642,0.07287170764922879,5587.276153687291,0.2698677379121734,402
0.1,22,5422037,0.9192293639148409,0.08022648821605294,5542.953064406491,0.28315901074420097,402
0.1,23,5422038,0.9225821348167069,0.07687173260480595,5563.1702729447425,0.2771754939812835,402
0.1,24,5422039,0.9154333104556306,0.08402478879059916,5520.062862047453,0.28978453862282716,402
0.1,25,5422040,0.9259097780692862,0.07354211951743228,5583.235961757796,0.2711062729100698,402
0.1,26,5422041,0.9195632412670546,0.07989241322149143,5544.966344840339,0.28256883765451035,402
0.1,27,5422042,0.927009506654883,0.07244173993547931,5589.867325128945,0.2690704045888223,402
0.1,28,5422043,0.9232444251372174,0.07620905023430147,5567.163883577421,0.27597819505036647,402
0.1,29,5422044,0.925985427844308,0.07346642496069933,5583.692129901177,0.27096671647301507,402
0.15000000000000002,0,5427015,0.9163638480965964,0.08309370030770602,5525.674004022477,0.28817449780277066,402
0.15000000000000002,1,5427016,0.9148554751952229,0.08460296610690488,5516.578515427194,0.2907798378245172,402
0.15000000000000002,2,5427017,0.914127573954809,0.08533129823641394,5512.189270947499,0.2920287919463875,402
0.15000000000000002,3,5427018,0.913322222110157,0.08613712681789298,5507.332999324247,0.29340444299689533,402
0.15000000000000002,4,5427019,0.9128489802296779,0.08661064883907577,5504.479350784957,0.2942098044776851,402
0.15000000000000002,5,5427020,0.9178588033682209,0.0815978600809687,5534.688584310372,0.2855688812042635,402
0.15000000000000002,6,5427021,0.899947936136522,0.0995193298462903,5426.686054903228,0.315373513700744,402
0.15000000000000002,7,5427022,0.9135248487689135,0.08593438021207112,5508.554838076549,0.293058936924916,402
0.15000000000000002,8,5427023,0.9087693030569025,0.09069274102134428,5479.878897433122,0.30106325950466456,402
0.15000000000000002,9,5427024,0.9166993580534137,0.08275799174210263,5527.697129062085,0.28759177878907055,402
0.15000000000000002,10,5427025,0.9149718683866414,0.0844865040152647,5517.280366371448,0.2905796291790501,402
0.15000000000000002,11,5427026,0.9249032954639923,0.07454919792110526,5577.166871647873,0.2729562122694466,402
0.15000000000000002,12,5427027,0.9148532979425383,0.08460514464843805,5516.565386593506,0.29078358161687373,402
0.15000000000000002,13,5427028,0.9188520041991509,0.0806040713139512,5540.67758532088,0.2838245674379237,402
0.15000000000000002,14,5427029,0.9140297191462594,0.08542921097118716,5511.599206451944,0.29219628699594424,402
0.15000000000000002,15,5427030,0.9216406673798891,0.07781375735356322,5557.4932243007315,0.2788686463204252,402
0.15000000000000002,16,5427031,0.9195095788726685,0.07994610738191843,5544.642760602191,0.28266377625689326,402
0.15000000000000002,17,5427032,0.9164736324477613,0.08298385096849459,5526.336003660001,0.2879839523874797,402
0.15000000000000002,18,5427033,0.9183725754302309,0.08108378388597115,5537.786629844292,0.284667900983312,402
0.15000000000000002,19,5427034,0.91867866689828,0.08077751122373189,5539.632361396629,0.28412976328113787,402
0.15000000000000002,20,5427035,0.9324872487942177,0.06696075518681377,5622.898110229133,0.25869120682052127,402
0.15000000000000002,21,5427036,0.9143974022670891,0.08506131019631535,5513.816335670547,0.2915664367059186,402
0.15000000000000002,22,5427037,0.9095771906396474,0.08988437520071457,5484.750459557074,0.29971853236132767,402
0.15000000000000002,23,5427038,0.9193554715133906,0.08010030596673201,5543.713493225745,0.28293624329004724,402
0.15000000000000002,24,5427039,0.9150165203796675,0.08444182559000313,5517.549617889395,0.2905027863907811,402
0.15000000000000002,25,5427040,0.91309309311465,0.0863663914488132,5505.95135148134,0.29379464965486585,402
0.15000000000000002,26,5427041,0.915935564583288,0.08352223734812136,5523.091454437226,0.2889166397028519,402
0.15000000000000002,27,5427042,0.9235310666346086,0.07592223905634288,5568.89233180669,0.27545838641411324,402
0.15000000000000002,28,5427043,0.9144020065121742,0.08505670322569703,5513.84409926841,0.29155854089410843,402
0.15000000000000002,29,5427044,0.9031312248571924,0.09633415674306856,5445.8812858888705,0.31028561749343636,402
0.2,0,5432015,0.9036590001989812,0.09580606897889776,5449.063771199856,0.3094339817820504,402
0.2,1,5432016,0.9160047590334881,0.08345300193751004,5523.508696971933,0.2887968667541035,402
0.2,2,5432017,0.9123044479465147,0.08715550346407575,5501.195821117483,0.2951337685422675,402
0.2,3,5432018,0.9168207623788569,0.08263651555004214,5528.429197144507,0.2873806307001545,402
0.2,4,5432019,0.9162735943714277,0.08318400745955379,5525.129774059709,0.28833105089297567,402
0.2,5,5432020,0.9136905202284357,0.08576861068151775,5509.553836977467,0.29277614153485904,402
0.2,6,5432021,0.9156585998637872,0.083799366019915,5521.421357178637,0.28939555873697914,402
0.2,7,5432022,0.9104473476408511,0.08901370310056322,5489.997506274332,0.2982633762962264,402
0.2,8,5432023,0.9097139084501754,0.08974757645858433,5485.574867954558,0.2994903685100743,402
0.2,9,5432024,0.9095628528063591,0.08989872152143996,5484.664002422345,0.29974245023706,402
0.2,10,5432025,0.9133910778961942,0.08606823027192056,5507.748199714051,0.2932870801523335,402
0.2,11,5432026,0.9081615220989311,0.09130088176189677,5476.213978256555,0.30207096381735277,402
0.2,12,5432027,0.9091207638347422,0.09034107219245568,5481.998205923495,0.300478993351837,402
0.2,13,5432028,0.9035480540987187,0.09591708075491678,5448.394766215274,0.30961320253141134,402
0.2,14,5432029,0.9144328387379994,0.08502585274839869,5514.030017590137,0.2915056612528752,402
0.2,15,5432030,0.9043878812046182,0.09507675650418279,5453.458923663848,0.3082539668452903,402
0.2,16,5432031,0.9111602422384507,0.08830038649721461,5494.296260697858,0.29706589680073453,402
0.2,17,5432032,0.9027785720261202,0.09668701833083859,5443.754789317505,0.3108533693791259,402
0.2,18,5432033,0.9221943780836017,0.07725971887474747,5560.832099844119,0.27787409234556876,402
0.2,19,5432034,0.905925693421254,0.09353803396279714,5462.731931330161,0.3057494004233227,402
0.2,20,5432035,0.9122888714223896,0.08717108920889449,5501.101894677009,0.29516015628483117,402
0.2,21,5432036,0.9174104582040732,0.08204647064793669,5531.985062970562,0.28635280874543967,402
0.2,22,5432037,0.9134296908749066,0.08602959443583347,5507.981035975687,0.2932212448059808,402
0.2,23,5432038,0.9146094605047544,0.08484912642845832,5515.0950468436695,0.29120255626577357,402
0.2,24,5432039,0.9111374658313582,0.08832317638705023,5494.15891896309,0.2971042299414757,402
0.2,25,5432040,0.9136155137853155,0.0858436615255217,5509.101548125453,0.2929042087358255,402
0.2,26,5432041,0.9099294453298968,0.0895319119894511,5486.874555339278,0.29913031265750833,402
0.2,27,5432042,0.9053663546570146,0.0940977038337314,5459.359118581799,0.306662737585545,402
0.2,28,5432043,0.9042755179078314,0.09518918631565121,5452.781372984224,0.3084361706620092,402
0.2,29,5432044,0.9225366864349025,0.07691720789027678,5562.896219202462,0.27725746670842427,402
0.25,0,5437015,0.9085596911207977,0.0909024770395257,5478.61493745841,0.3014111778943804,402
0.25,1,5437016,0.9045826921262056,0.09488183026214103,5454.63363352102,0.3079378137778305,402
0.25,2,5437017,0.9027423214982085,0.09672329031764648,5443.536198634198,0.31091167199426106,402
0.25,3,5437018,0.8961698753654349,0.103299627081745,5403.904348453572,0.3213075067828959,402
0.25,4,5437019,0.9131637122281692,0.08629573053153794,5506.37718473586,0.2936744405839674,402
0.25,5,5437020,0.9022789659051158,0.09718692019914699,5440.742164407849,0.3116559374941535,402
0.25,6,5437021,0.8981777706622512,0.10129054318936148,5416.011957093375,0.31816759517308524,402
0.25,7,5437022,0.9171970175172555,0.08226003768330192,5530.69801562905,0.28672525484027395,402
0.25,8,5437023,0.8925091197818251,0.10696254968963448,5381.829992284405,0.3269545373574902,402
0.25,9,5437024,0.8965288814318565,0.10294040849775854,5406.069155034094,0.3207483559562217,402
0.25,10,5437025,0.9144211975754056,0.08503750080210593,5513.959821379696,0.2915256278701235,402
0.25,11,5437026,0.8975134694381333,0.10195523765384984,5412.006220711944,0.31920983669420694,402
0.25,12,5437027,0.9177168590981998,0.08173988837645196,5533.832660362144,0.28581730210446615,402
0.25,13,5437028,0.8991791718287008,0.10028854923254615,5422.050406127066,0.3165899831829408,402
0.25,14,5437029,0.8908492065051735,0.10862344557009285,5371.820715226197,0.3294832056043249,402
0.25,15,5437030,0.8997663222665847,0.09970105122454309,5425.590923267506,0.31566131694252736,402
0.25,16,5437031,0.9031538442376124,0.09631152397285925,5446.017680752802,0.31024916606312275,402
0.25,17,5437032,0.9202632128161634,0.07919202731657349,5549.187173281465,0.2813275252518175,402
0.25,18,5437033,0.9112802403349516,0.08818031736652898,5495.019849219758,0.2968638559096137,402
0.25,19,5437034,0.9022584168571968,0.09720748141129953,5440.618253648897,0.31168890327260385,402
0.25,20,5437035,0.908788267907789,0.09067376494400692,5479.993255483968,0.3010317614018269,402
0.25,21,5437036,0.8977375206428577,0.10173105381956593,5413.357249476432,0.3188586969766041,402
0.25,22,5437037,0.8986117439867615,0.10085631296959852,5418.628816240172,0.3174848741179871,402
0.25,23,5437038,0.9043845152565608,0.09508012444474989,5453.438626997062,0.30825942649644095,402
0.25,24,5437039,0.9047380418879839,0.09472638853937332,5455.570392584543,0.30768546828293913,402
0.25,25,5437040,0.9015133942765003,0.09795294501625573,5436.125767487297,0.3128817588226823,402
0.25,26,5437041,0.9074383528095188,0.09202447913927414,5471.853267441398,0.3032656203247523,402
0.25,27,5437042,0.9194401546507874,0.08001557270022641,5544.224132544248,0.28278655312742146,402
0.25,28,5437043,0.9027793238920729,0.09668626601981056,5443.7593230692,0.31085216001887866,402
0.25,29,5437044,0.9119174286197694,0.08754275189114147,5498.86209457721,0.295788709488219,402
0.30000000000000004,0,5442015,0.8980628591489225,0.1014055227258166,5415.319040668002,0.31834812726251915,402
0.30000000000000004,1,5442016,0.8862643425418913,0.11321102359371049,5344.173985527605,0.33636891464370533,402
0.30000000000000004,2,5442017,0.902795285727659,0.09667029473544153,5443.855572937784,0.3108264846386429,402
0.30000000000000004,3,5442018,0.902282324332219,0.0971835597839863,5440.76241572328,0.31165054941112585,402
0.30000000000000004,4,5442019,0.9000754055400904,0.09939178498581547,5427.454695406745,0.3151713561546877,402
0.30000000000000004,5,5442020,0.8917493334104938,0.10772278582481265,5377.248480465278,0.3281143944876264,402
0.30000000000000004,6,5442021,0.9063501707869499,0.09311330532308504,5465.291529845308,0.30505445168613027,402
0.30000000000000004,7,5442022,0.8853236672645791,0.11415225571403464,5338.501713605412,0.3377642994987722,402
0.30000000000000004,8,5442023,0.8885725154000162,0.11090148438743397,5358.092267862098,0.3329202214952691,402
0.30000000000000004,9,5442024,0.8900159053113007,0.10945724004571533,5366.795909027143,0.33074534610357664,402
0.30000000000000004,10,5442025,0.8884429611578317,0.11103111532066823,5357.311055781725,0.33311473717421136,402
0.30000000000000004,11,5442026,0.8933352622064933,0.10613591822092827,5386.811631105154,0.32568869657079325,402
0.30000000000000004,12,5442027,0.8942709688906438,0.10519965763497874,5392.453942410582,0.3242490098517367,402
0.30000000000000004,13,5442028,0.896374570455771,0.10309481081991301,5405.138659848299,0.3209888141738036,402
0.30000000000000004,14,5442029,0.9085718138104794,0.09089034717368538,5478.68803727719,0.30139106733610427,402
0.30000000000000004,15,5442030,0.9070897650776791,0.09237327322143163,5469.751283418405,0.3038398002283379,402
0.30000000000000004,16,5442031,0.9035755456380867,0.0958895729416317,5448.560540197663,0.3095688027602083,402
0.30000000000000004,17,5442032,0.8916858934994832,0.10778626328977192,5376.865937801884,0.3282110537154293,402
0.30000000000000004,18,5442033,0.887373007260355,0.11210170258904917,5350.85923377994,0.33471686844274906,402
0.30000000000000004,19,5442034,0.9017636911349797,0.09770249999181535,5437.635057543927,0.3124815164861688,402
0.30000000000000004,20,5442035,0.8921891247524754,0.10728273414353928,5379.900422257427,0.32744352876183097,402
0.30000000000000004,21,5442036,0.8990017102677607,0.10046611584379705,5420.980312914597,0.3168701295684319,402
0.30000000000000004,22,5442037,0.8850173779986463,0.1144587262912461,5336.6547893318375,0.3382174023935331,402
0.30000000000000004,23,5442038,0.8968949836613759,0.1025740895500229,5408.276751478096,0.32017714724680085,402
0.30000000000000004,24,5442039,0.8904711548668307,0.10900172100023509,5369.541063846989,0.3300564109567403,402
0.30000000000000004,25,5442040,0.8989344054514099,0.10053346050196943,5420.574464872002,0.3169763143029231,402
0.30000000000000004,26,5442041,0.8918854091494839,0.10758662953430165,5378.069017171388,0.327906968713676,402
0.30000000000000004,27,5442042,0.9082560490138053,0.09120629889078213,5476.783975553246,0.3019144585253747,402
0.30000000000000004,28,5442043,0.8952782387548678,0.10419179150634927,5398.527779691853,0.32269203666283375,402
0.30000000000000004,29,5442044,0.8897415982990897,0.10973170943696042,5365.141837743511,0.33115976654990226,402
0.35000000000000003,0,5447015,0.8974152768032044,0.10205348841498219,5411.414119123323,0.3193636054362973,402
0.35000000000000003,1,5447016,0.8930212956607765,0.10645007062257339,5384.918412834482,0.32617034448229515,402
0.35000000000000003,2,5447017,0.8824466793139228,0.1170309467291537,5321.153476262954,0.3419966519814963,402
0.35000000000000003,3,5447018,0.8834555648879157,0.11602146393431823,5327.237056274132,0.34051846409931985,402
0.35000000000000003,4,5447019,0.8780024301524032,0.12147782671253993,5294.354653818991,0.3484335792200176,402
0.35000000000000003,5,5447020,0.879711004221405,0.1197682412344433,5304.657355455072,0.3459730987505682,402
0.35000000000000003,6,5447021,0.8695375781838813,0.12994768954270508,5243.311596448804,0.3603759302403452,402
0.35000000000000003,7,5447022,0.886916545116719,0.11255843494044004,5348.106767053816,0.3353980384017718,402
0.35000000000000003,8,5447023,0.8819965524041473,0.11748134009647326,5318.439210997009,0.3426541067553811,402
0.35000000000000003,9,5447024,0.8913356463830318,0.10813671773883216,5374.753947689682,0.32874419066721716,402
0.35000000000000003,10,5447025,0.8860945393937703,0.113380927258661,5343.150072544435,0.33662122613808115,402
0.35000000000000003,11,5447026,0.8721976752484888,0.1272860178045654,5259.3519817483875,0.3566661100132541,402
0.35000000000000003,12,5447027,0.8897530091847015,0.10972029179655018,5365.21064538375,0.33114253743029476,402
0.35000000000000003,13,5447028,0.8903016663334699,0.10917130986418577,5368.519047990823,0.33031306808390976,402
0.35000000000000003,14,5447029,0.8913647706871908,0.10810757619422307,5374.92956724376,0.3286998913800926,402
0.35000000000000003,15,5447030,0.8789187110667729,0.12056100339566811,5299.8798277326405,0.3471162315618539,402
0.35000000000000003,16,5447031,0.8899860430047545,0.10948712002958028,5366.61583931867,0.3307904869788745,402
0.35000000000000003,17,5447032,0.881084975292274,0.11839345682638147,5312.942401012412,0.3439817058917544,402
0.35000000000000003,18,5447033,0.8871134095190204,0.11236145400210407,5349.293859399693,0.33510443112775307,402
0.35000000000000003,19,5447034,0.8920770816201036,0.10739484360106788,5379.224802169225,0.32761457180713405,402
0.35000000000000003,20,5447035,0.8847015349897378,0.11477475626687605,5334.750255988119,0.3386840035944091,402
0.35000000000000003,21,5447036,0.882950098404839,0.11652722963380435,5324.189093381179,0.34125985828344435,402
0.35000000000000003,22,5447037,0.8895038539730713,0.1099695944983311,5363.70823945762,0.3315185293575673,402
0.35000000000000003,23,5447038,0.8887469940141268,0.1107269024888008,5359.144373905185,0.3326580756066935,402
0.35000000000000003,24,5447039,0.8825001369243064,0.11697745747395327,5321.475825653568,0.3419184878829588,402
0.35000000000000003,25,5447040,0.8929271251081475,0.10654429692049028,5384.35056440213,0.3263146704828454,402
0.35000000000000003,26,5447041,0.8941298182207729,0.10534089186053164,5391.60280387126,0.3244665946745561,402
0.35000000000000003,27,5447042,0.8851632108462139,0.11431280711633063,5337.534161402669,0.3380017432414539,402
0.35000000000000003,28,5447043,0.8886703250155168,0.11080361687246254,5358.682059843566,0.33277329259566296,402
0.35000000000000003,29,5447044,0.8836725093603682,0.11580439103921403,5328.54523144302,0.3401997647267077,402
0.4,0,5452015,0.8645180106512274,0.1349702284632236,5213.043604226901,0.36727425533141844,402
0.4,1,5452016,0.8831732330363349,0.11630396291532452,5325.534595209099,0.3409327737899959,402
0.4,2,5452017,0.8726245864926757,0.12685885384560147,5261.926256550834,0.3560671324171886,402
0.4,3,5452018,0.8820246220348487,0.11745325384964733,5318.608470870137,0.3426131451734256,402
0.4,4,5452019,0.8826699347948979,0.11680755908965645,5322.499706813234,0.341670095977944,402
0.4,5,5452020,0.8767844948252967,0.1226964830097752,5287.0105037965395,0.35017694734973454,402
0.4,6,5452021,0.8715325205693175,0.12795156622931914,5255.341099032985,0.35759735557070027,402
0.4,7,5452022,0.8800602596933088,0.11941877901694564,5306.763365950652,0.345467986341957,402
0.4,8,5452023,0.8775549722288837,0.12192554951366807,5291.656482540168,0.3490750879847944,402
0.4,9,5452024,0.8770578333755141,0.12242298265381546,5288.65873525435,0.3497864432835573,402
0.4,10,5452025,0.8850867574668382,0.11438930575311979,5337.073147525034,0.3381148204584313,402
0.4,11,5452026,0.8674568684027759,0.13202963102270737,5230.764916468739,0.3632513191685605,402
0.4,12,5452027,0.8844358528985112,0.11504059563152025,5333.148192978023,0.33907600384274367,402
0.4,13,5452028,0.8705188655206548,0.12896582132216716,5249.2287590895485,0.3590118713355042,402
0.4,14,5452029,0.8813468237503592,0.11813145336423958,5314.521347214666,0.34360088115445264,402
0.4,15,5452030,0.8618118570223995,0.13767798402927012,5196.725497845069,0.37094006558752307,402
0.4,16,5452031,0.8623136466134093,0.1371758973984275,5199.751289078858,0.3702630722433256,402
0.4,17,5452032,0.8846711886925809,0.11480512052785519,5334.567267816263,0.33872880094242724,402
0.4,18,5452033,0.8859828645311562,0.11349266822843063,5342.476673122872,0.3367870614339559,402
0.4,19,5452034,0.8778572497004697,0.12162309310562869,5293.479215693833,0.3486418500123095,402
0.4,20,5452035,0.8837645645171497,0.11571228138937639,5329.1003240384125,0.34006444207433073,402
0.4,21,5452036,0.866927691112615,0.13255912156514904,5227.573977409069,0.36397898039290744,402
0.4,22,5452037,0.8778141253199816,0.12166624301406526,5293.219175679489,0.3487036907755551,402
0.4,23,5452038,0.8737525515437341,0.12573022108330245,5268.727885808717,0.35447967182441,402
0.4,24,5452039,0.8917771175586253,0.1076949852295509,5377.416018878511,0.3280720526376031,402
0.4,25,5452040,0.8779108180035399,0.1215694930922161,5293.802232561346,0.34856501728793093,402
0.4,26,5452041,0.877581219271267,0.12189928693406105,5291.81475220574,0.3490374908361687,402
0.4,27,5452042,0.8718101059265001,0.12767381655245036,5257.014938736796,0.3572090191386205,402
0.4,28,5452043,0.880932243572783,0.11854627895708325,5312.021428743881,0.3442036398815279,402
0.4,29,5452044,0.8796943940449993,0.11978486124342458,5304.557196091346,0.3459971029293108,402
0.45,0,5457015,0.8633038891314861,0.13618506869546876,5205.7224514628615,0.3689234339927314,402
0.45,1,5457016,0.8650956524482015,0.1343922447248741,5216.526784262655,0.3664870213694804,402
0.45,2,5457017,0.8646947511739658,0.13479338331700097,5214.109349579014,0.36703356536767817,402
0.45,3,5457018,0.84900485060143,0.1504925716976706,5119.499249126623,0.38781895090240953,402
0.45,4,5457019,0.8694711973692687,0.13001410965216642,5242.91132013669,0.3604680178756597,402
0.45,5,5457020,0.8759814732001229,0.12349997999237716,5282.168283396741,0.35132167038250384,402
0.45,6,5457021,0.8775537564082012,0.12192676605406882,5291.649151141453,0.34907682946920754,402
0.45,7,5457022,0.870415555845767,0.12906919215234613,5248.605801749975,0.3591557230989204,402
0.45,8,5457023,0.8594495778064948,0.14004166162217635,5182.480954173164,0.3741106941454369,402
0.45,9,5457024,0.8533783635656255,0.14611646978467363,5145.871532300722,0.3821387519146023,402
0.45,10,5457025,0.856892226022215,0.14260052725879657,5167.060122913957,0.37751312991505404,402
0.45,11,5457026,0.8696013053464853,0.12988392465611065,5243.695871239306,0.36028750177322305,402
0.45,12,5457027,0.8631338345110964,0.13635522398154976,5204.697022101911,0.3691538361840212,402
0.45,13,5457028,0.855024392064619,0.14446946690111917,5155.797084149653,0.3799789431216637,402
0.45,14,5457029,0.8597367403127463,0.13975432912694064,5184.21254408586,0.37372670357860327,402
0.45,15,5457030,0.8672614656433236,0.13222514945295893,5229.586637829241,0.36352018325968066,402
0.45,16,5457031,0.8737331019259229,0.12574968221452743,5268.610604613315,0.3545071048012332,402
