team_id,T_j_hat,A_hat_min,A_hat_max,L_C,roster_n,perf_span
175,0.4798482320306146,-1.2622943799574293,2.667436731040039,0.2871016256271318,15,3.9297311109974684
176,-0.4447223803329409,-1.6852862703772957,0.7650496716235401,0.20323508242964047,15,2.450335942000836
177,-0.13556088231818808,-1.42871066599967,1.1623694456776605,0.22913021327918268,15,2.5910801116773303
178,0.5458959437339054,-1.8004746096289173,2.1871362619181265,0.2954857026109841,15,3.9876108715470435
179,0.3367722482349261,-1.0510185137747696,1.9812932037230209,0.27466561960537417,15,3.0323117174977905
180,0.0766754448708603,-1.3230295725668304,2.1871362619181265,0.2538332669572655,15,3.510165834484957
181,-0.2295414594713223,-2.135567960179089,0.8880852521687044,0.22164359366482128,15,3.0236532123477935
182,-0.17714189422496396,-1.7753426083376544,1.0329990167062573,0.2258059641816488,15,2.8083416250439117
183,0.12091790729623482,-1.146714053163386,1.866935949170185,0.2531283353850087,15,3.013650002333571
184,-0.3115195472510306,-2.135567960179089,1.0664351673003298,0.21799975334997387,15,3.202003127479419
185,-0.32167108414105655,-1.6552674910571763,2.1724331863327615,0.21704957614416384,15,3.827700677389938
186,0.870059294674781,-0.29255453215314425,1.8269109100766925,0.32521809315137584,15,2.1194654422298367
187,0.13484420230632008,-1.2053156779512082,1.477954338793384,0.25508827989078,15,2.683270016744592
188,0.045856171034936916,-1.2131916267442737,1.2228037994968832,0.24310835687079452,15,2.435995426241157
189,-0.204775200394921,-1.4705365413949019,2.667436731040039,0.2287221969544946,15,4.137973272434941
190,-0.023257220927349935,-2.135567960179089,2.1528290855522756,0.24395381829958623,15,4.288397045731365
191,-0.02248092644065539,-1.8687343662224707,1.8754132645606372,0.2408028065855024,15,3.744147630783108
192,-0.380103803506646,-1.2279135303424034,0.6264190787779151,0.20521595421379318,15,1.8543326091203185
193,-0.436083357162988,-2.135567960179089,1.0940386425372217,0.20797266058486238,15,3.229606602716311
194,-0.14336308670034853,-1.3524693692194485,1.9812932037230209,0.23090349912024496,15,3.3337625729424696
195,-0.15440210885844102,-1.6597986275583263,0.9829296900549134,0.22454905202405137,15,2.6427283176132397
196,-0.08910367207746271,-1.4903882255377137,1.7766717660513287,0.23831796123907695,15,3.2670599915890426
197,0.22339570586541063,-1.8080903675959665,1.6909503687201972,0.26423879207884066,15,3.4990407363161635
198,0.20566244206507897,-0.9623914489627257,3.2678123174424307,0.26154691229492305,15,4.230203766405157
199,0.02755171756826266,-1.3350671783092343,3.988263021125299,0.2538556029607203,15,5.323330199434533
200,-1.0351754090473444,-2.135567960179089,0.3582998602616123,0.15834077355252146,15,2.4938678204407014
201,0.1382680979463009,-1.8584715356856776,2.1532611658591505,0.2594971133162169,15,4.011732701544828
202,-0.0952269497302803,-2.135567960179089,1.7754501455279155,0.23634063812826656,15,3.9110181057070044
203,0.25239509695116064,-1.7353175692441616,2.367248937838844,0.2698722459723069,15,4.102566507083005
204,1.3364407671809169,-0.10169122214792721,3.6745183598440505,0.37991483579230945,15,3.776209581991978
205,0.3649247081538855,-1.3155427689953352,2.0056053759507892,0.27696277299111927,15,3.3211481449461244
206,-0.5773150329748639,-2.135567960179089,1.6382214400645123,0.19946174275335835,15,3.7737894002436017
207,0.6822827394292551,-0.3494505906319755,2.1656302707634136,0.3048681033551347,15,2.515080861395389
208,-0.400779591827898,-1.2473410652276065,1.2450752694063894,0.2062175333335134,15,2.4924163346339956
209,-0.8078902427240583,-2.135567960179089,1.1242330576880453,0.17863273284673442,15,3.2598010178671344
210,0.12590758654408135,-1.3168739787212829,3.1292641051957246,0.2606933002311506,15,4.446138083917008
211,0.1957370887967273,-1.2655897519582657,2.2979748317154916,0.2619694981577034,15,3.5635645836737573
212,-0.5851637465648236,-1.562482173158625,0.46065079183125063,0.18938948725528196,15,2.0231329649898755
213,-0.020340656519204588,-1.4933057049579266,1.08139779873715,0.23982114700976917,15,2.5747035036950763
214,0.27400374188977905,-0.7789606022387684,1.849904017641039,0.26606798064813303,15,2.6288646198798076
215,-0.0552075212650192,-1.5972343660122392,1.3225954174986834,0.2375720996593895,15,2.919829783510923
216,-0.36120224234410153,-2.135567960179089,1.36932735503487,0.21750020584184304,15,3.5048953152139593
217,0.11316889399983175,-1.492308403319384,1.2899056188762268,0.2517664338813834,15,2.782214022195611
218,0.12798665092736056,-1.0780256428464368,1.4666855582352574,0.25228557391749074,15,2.544711201081694
219,-0.21600101167796415,-1.8584715356856776,1.4666855582352574,0.22353459791422872,15,3.325157093920935
220,-0.15033814435953988,-1.0321749905746946,0.930556805802126,0.22449400566432137,15,1.9627317963768207
221,-0.17642943022656343,-2.135567960179089,2.9499664187588124,0.239301149288906,15,5.0855343789379015
222,0.37692632863290565,-1.1063526692035615,2.23079994092921,0.27643547693466114,15,3.3371526101327715
223,-0.24323092765286686,-1.6631412692395025,0.7568075063884051,0.21990931944010925,15,2.4199487756279074
224,0.051123212942100434,-1.6019007722658525,1.097447304128218,0.24450952721479866,15,2.6993480763940703
225,0.5017203056579704,-1.5250165163800473,2.4491183359846245,0.2929074600997268,15,3.9741348523646716
226,0.4233730224537559,-1.0981189468757573,3.010508494698549,0.2852698025875415,15,4.108627441574306
227,0.34074920468572834,-0.9496408759274523,1.1557194409084268,0.2695290508542793,15,2.105360316835879
228,-0.08346379627634828,-0.994854346014546,0.8612281954062438,0.23002812924853563,15,1.8560825414207898
229,-0.06296263967789248,-1.7753426083376544,2.4006031370834213,0.23882695056927958,15,4.1759457454210756
230,-0.1923940119312382,-2.135567960179089,1.9112785580784273,0.23027289961255443,15,4.046846518257516
231,-0.0822870893355358,-1.4374568131995644,2.016181857654395,0.2357901347276748,15,3.4536386708539597
232,0.241972939915816,-1.2622943799574293,2.4491183359846245,0.2648765813933816,15,3.711412715942054
233,0.019618242261820205,-1.3350671783092343,2.4491183359846245,0.24752672762808892,15,3.784185514293859
234,0.03115308617827425,-1.8353801669778933,2.9342703249966577,0.25132568100987573,15,4.769650491974551
235,-0.5009191019097876,-1.517359435566726,0.9852784060047688,0.1970550748006156,15,2.5026378415714947
236,-0.28401215423715415,-1.6019007722658525,1.5361265899155336,0.2177327919522746,15,3.1380273621813863
237,0.3450447326753208,-1.0042817312555752,1.5540129162574232,0.2727172018414001,15,2.5582946475129984
238,-0.10458089928114281,-1.1063526692035615,2.060535323046318,0.23073546474411538,15,3.1668879922498796
239,-0.18861390013490856,-1.5238645325238227,3.1639879679141973,0.23860588893856105,15,4.68785250043802
240,0.13437039644750204,-1.4354434518979307,2.941146116317641,0.26037857067298215,15,4.3765895682155715
241,-0.09604481964752735,-1.3189361801859123,2.4673115355725757,0.23583242768301113,15,3.786247715758488
242,-0.6875473965495049,-2.135567960179089,0.85396580089749,0.18518511611913283,15,2.9895337610765793
243,-0.024613959459249445,-1.4326892248787286,1.804900121067007,0.2424093679870485,15,3.237589345945736
244,0.5049274980193016,-0.7173579135592675,1.4757821580292334,0.2864697000129322,15,2.193140071588501
245,0.012802437656189908,-1.746135147377538,1.8304599283214351,0.24714161836114557,15,3.576595075698973
246,0.14830879607555728,-1.6552674910571763,1.905984767797983,0.25923861920063623,15,3.561252258855159
247,-0.1522445260582027,-2.135567960179089,2.3929793201132323,0.2335966046260572,15,4.5285472802923215
248,0.350302709885891,-1.312195727398667,2.4491183359846245,0.27685556688296525,15,3.7613140633832916
249,0.3435657288000702,-1.3350671783092343,1.7882090127714139,0.2757047478422018,15,3.123276191080648
250,1.227228208863503,-0.5080094984626545,3.734771106866512,0.37159669946197954,15,4.242780605329166
251,-0.42919782337497564,-2.135567960179089,1.0500984166499248,0.20627177090995819,15,3.1856663768290137
252,-0.2521653250993283,-2.135567960179089,3.121775012641849,0.23114195847754446,15,5.257342972820938
253,-0.29696911797008524,-1.6019007722658525,1.0573385675063545,0.2178237037395986,15,2.659239339772207
254,-0.5020812590774174,-2.135567960179089,0.39919366552923496,0.19881951265981698,15,2.534761625708324
255,0.0566850133310077,-1.3524693692194485,1.7416667428470392,0.24617754524874122,15,3.0941361120664874
256,-0.11377319469356587,-1.7538722231285622,2.667436731040039,0.23619781332358883,15,4.421308954168602
257,-0.3410046676690336,-1.5224184251298385,1.0370589918188677,0.21162735098882735,15,2.559477416948706
258,-0.16705226463905645,-1.6387054059150412,1.4666855582352574,0.22580294727797193,15,3.1053909641502986
259,-0.31437431108617997,-2.135567960179089,1.0451452528888978,0.21454606930564965,15,3.180713213067987
260,0.3611534831227508,-0.9045820456130355,1.5164862981211702,0.2740858061364354,15,2.4210683437342055
261,-0.09876823891762113,-1.0439759849020143,1.9469860273571702,0.23240055215488126,15,2.9909620122591845
262,-0.26281648228732146,-2.135567960179089,1.6107756989718314,0.2225064545536583,15,3.7463436591509205
263,0.08075835924606821,-1.7753426083376544,1.4666855582352574,0.2519615100491132,15,3.242028166572912
264,0.03138735995354557,-2.135567960179089,1.7587601678364209,0.25418836708828646,15,3.89432812801551
265,0.18642568544466187,-2.135567960179089,1.8272826596657956,0.2611736194941628,15,3.9628506198448847
266,-0.008884214387478603,-1.492308403319384,1.0664351673003298,0.23950117330587103,15,2.558743570619714
267,-0.48648992702747923,-2.135567960179089,1.2455753678466532,0.20393547350497757,15,3.3811433280257424
268,0.41645273240734165,-0.934816787374307,1.4425740889018281,0.2776004396910721,15,2.3773908762761353
269,0.12362458150599469,-2.135567960179089,2.0916822254680305,0.26069719377857675,15,4.22725018564712
