team_id,A_hat_min,A_hat_max,T_j_hat,roster_n,perf_span
0,-1.1958496510275203,1.403488128087637,-0.18165434356406845,15,2.5993377791151575
1,-1.887136683047065,1.2951496764060026,-0.048928181436831086,15,3.1822863594530677
2,-2.135567960179089,1.021463213262698,-0.5115086566492513,15,3.157031173441787
3,-1.6209603146913252,2.8521676807023137,-0.23369722776931495,15,4.473127995393639
4,-2.135567960179089,1.3883756991392935,-0.21423007177452594,15,3.5239436593183826
5,-1.6387054059150412,1.2182542811032335,0.0480522121443226,15,2.856959687018275
6,-2.135567960179089,1.0206922654791954,-0.7086925237641338,15,3.1562602256582846
7,-0.8927904963261396,2.0270361055441555,0.6989623486104996,15,2.919826601870295
8,-2.135567960179089,1.8393324739332932,0.4100088134666703,15,3.9749004341123824
9,-0.5149737199600475,1.3685315114119785,0.5049296094560346,15,1.883505231372026
10,-1.6387054059150412,1.1895891337418463,-0.31255196041853045,15,2.8282945396568877
11,-1.613502232872662,0.9897914754191739,-0.17723070519117246,15,2.6032937082918357
12,-0.998014217521927,1.6233052764271854,0.25278996268642356,15,2.6213194939491125
13,-1.5224184251298385,2.732342199840298,0.40712711451782824,15,4.254760624970137
14,-1.6387054059150412,1.4487994930991388,-0.3381918790231826,15,3.08750489901418
15,-1.5090890874113765,0.21809569328685838,-0.5566577013832188,15,1.7271847806982348
16,-1.054891904654785,0.5725091529551004,-0.14404427905313189,15,1.6274010576098856
17,-1.6387054059150412,1.9812932037230209,0.01530440622261174,15,3.619998609638062
18,-1.8080903675959665,1.9494618029712008,-0.3713132484245964,15,3.757552170567167
19,-1.0937397367161161,1.7437819827286685,0.23136073631333903,15,2.8375217194447844
20,-2.135567960179089,1.8165250501601709,-0.24891078010975315,15,3.9520930103392597
21,-1.8473876787059413,1.183362247798174,-0.11738888651875685,15,3.0307499265041153
22,-1.4403962285552678,0.7659539353961029,-0.2824325985518325,15,2.2063501639513707
23,-1.9484379072744475,1.4832552616318275,0.012693437682865195,15,3.431693168906275
24,-1.0439759849020143,2.175325594644637,0.05368124498904215,15,3.2193015795466513
25,-1.6631412692395025,1.6001023552135663,-0.03919489260962242,15,3.263243624453069
26,-1.6019007722658525,1.1085667873987433,-0.21522130459191952,15,2.710467559664596
27,-1.4806127750128442,1.8444499721513687,-0.21919537046590037,15,3.325062747164213
28,-2.135567960179089,2.367248937838844,0.10482807723998928,15,4.502816898017933
29,-2.135567960179089,3.9162179507570123,-0.04983421020268176,15,6.051785910936101
30,-1.6471268051398558,1.890480089813416,-0.12426578550840471,15,3.5376068949532717
31,-2.135567960179089,0.8601205327977903,-0.6113930942079067,15,2.9956884929768792
32,-1.4494244328620707,0.7745495110290075,-0.23712066793524061,15,2.223973943891078
33,-1.5813751111922665,1.4402372945170907,-0.14841574188771275,15,3.021612405709357
34,-0.49722525209559626,7.870691813194096,1.1593126714120459,15,8.367917065289692
35,-0.12436714301467364,2.7634968248644225,0.8881992336354294,15,2.8878639678790963
36,-1.7753426083376544,2.2462008572629566,-0.018640366556677165,15,4.021543465600611
37,-1.2350045805755023,0.9718072793476635,-0.35240936490508745,15,2.2068118599231656
38,-1.7753426083376544,1.352328303682421,-0.07942130494551745,15,3.1276709120200756
39,-1.460145425476399,1.593080418530498,-0.005908462526556886,15,3.053225844006897
40,-2.135567960179089,1.8262194986528126,-0.2318683984109175,15,3.9617874588319015
41,-1.0135545691975711,1.6034799956433972,0.06401467389512419,15,2.617034564840968
42,-0.9434552850203844,3.5112078254434,0.3472309557708473,15,4.454663110463785
43,-1.5351923737766981,4.139325265445901,0.13329225548019963,15,5.674517639222599
44,-2.135567960179089,0.8691024164207846,-0.3995427562917845,15,3.004670376599874
45,-2.135567960179089,1.7437819827286685,-0.040146508492264754,15,3.8793499429077576
46,-1.7753426083376544,0.3792127979592282,-0.6915275352768673,15,2.1545554062968826
47,-1.6922136809896309,0.5555499297782671,-0.481541171640174,15,2.247763610767898
48,-1.7513275848815586,1.9812932037230209,-0.1943983996341478,15,3.7326207886045797
49,-2.135567960179089,3.7590287063171144,-0.19150325686902364,15,5.894596666496204
50,-1.4046759419500912,2.7634968248644225,0.1411124504031786,15,4.168172766814513
51,-1.539919740598764,1.992857420475555,-0.12695933270999268,15,3.5327771610743186
52,-1.3042786866988552,1.390041866354101,-0.0289144664567496,15,2.694320553052956
53,-2.135567960179089,1.9812932037230209,0.09280574265809194,15,4.11686116390211
54,-1.464340596499397,1.226535323674301,-0.29237357604343095,15,2.6908759201736983
55,-1.8782641374352071,1.7941631508183795,-0.25305349707236674,15,3.6724272882535867
56,-2.135567960179089,1.2706445504303951,-6.754196550472121e-05,15,3.4062125106094845
57,-2.135567960179089,1.7239893809791391,-0.4127322365510529,15,3.8595573411582285
58,-1.1324087525193975,3.8338807274789706,0.3570774876843717,15,4.966289479998368
59,-1.2604922233944718,2.4959008492107855,0.42547745608279686,15,3.756393072605257
60,-1.4806127750128442,1.042891026657099,-0.41381369209771574,15,2.523503801669943
61,-1.451928606319432,3.1040735211508697,-0.018075812400318924,15,4.556002127470302
62,-1.1531351824297218,1.15895535816971,-0.01571220049573109,15,2.312090540599432
63,-2.135567960179089,1.025903482142363,-0.579719277615573,15,3.161471442321452
64,-1.3350671783092343,1.6353016803738012,-0.2059935199020227,15,2.9703688586830355
65,-1.723881843788878,0.6339065190319407,-0.4217724157085756,15,2.357788362820819
66,-1.698931170068259,2.79383159133528,0.12134760530282813,15,4.492762761403538
67,-1.1324087525193975,3.010508494698549,0.47537856128189676,15,4.142917247217946
68,-1.528872630761936,1.9579019471099415,0.6943371014064009,15,3.4867745778718775
69,-1.3771987984076477,2.7634968248644225,0.23655635752906837,15,4.14069562327207
70,-2.135567960179089,1.9365447128110413,0.2271468171406043,15,4.07211267299013
71,-1.4129274367281868,0.7462348545523884,-0.44634577997456737,15,2.159162291280575
72,-2.135567960179089,1.139207965652135,-0.27969289795333396,15,3.274775925831224
73,-1.8223285237952325,1.6119377162358357,-0.08896313987947918,15,3.434266240031068
74,-1.7117734286009305,1.3004277035392109,-0.2546509158683383,15,3.0122011321401416
75,-1.3496217379795954,0.5762408682901379,-0.25507339737143614,15,1.9258626062697333
76,-2.135567960179089,2.2671863401051127,-0.2762507677335085,15,4.402754300284202
77,-1.5351923737766981,1.9812932037230209,0.16394277924016948,15,3.516485577499719
78,-0.31821483377185134,4.514746227662782,1.6231169750044911,15,4.8329610614346326
79,-1.7629210444810532,2.1871362619181265,0.1321699445813789,15,3.95005730639918
80,-1.6707610545772378,1.1436573894644058,0.3975230232888372,15,2.8144184440416433
81,-1.660545518190384,2.0124815458737952,-0.13409661774776213,15,3.673027064064179
82,-2.135567960179089,1.580142361964843,-0.7370647954467444,15,3.715710322143932
83,-2.135567960179089,0.6984324381942831,-0.4804854144761765,15,2.834000398373372
84,-1.1749670219352633,2.1337695431268027,-0.025508945675216436,15,3.308736565062066
85,-1.8223285237952325,1.6233052764271854,0.0838951362948495,15,3.445633800222418
86,-1.3350671783092343,2.1871362619181265,0.4217459509902159,15,3.5222034402273605
87,-0.3428971951465973,1.4725050308013552,0.6966168479701002,15,1.8154022259479525
88,-0.934816787374307,2.024573026215325,0.621530740569858,15,2.959389813589632
89,-1.5351923737766981,1.798914121073472,0.15595943297172263,15,3.33410649485017
90,-1.460145425476399,2.517342834439442,0.14224944680572707,15,3.977488259915841
91,-2.135567960179089,1.1227518052208225,-0.25840012141300517,15,3.2583197653999116
92,-0.6493729918745452,1.7668733514364527,0.47054276619297314,15,2.416246343310998
93,-2.135567960179089,1.2102272025978724,-0.3925678691707587,15,3.3457951627769615
94,-1.8473876787059413,1.8870858544346432,0.03711059768843093,15,3.7344735331405845
95,-1.089270257735088,1.3424699196692456,0.2678207459373451,15,2.4317401774043335
96,-2.135567960179089,1.6988116799469213,-0.0626645097545896,15,3.83437964012601
97,-1.1201676395522262,0.4786388788987511,-0.2458776087018233,15,1.5988065184509774
98,-1.7117734286009305,2.907586965600996,0.16685071182873665,15,4.619360394201927
99,-2.135567960179089,1.226535323674301,-0.40769740372825386,15,3.36210328385339
100,-1.6852862703772957,1.2665603627677937,-0.11695061043239942,15,2.9518466331450894
101,-1.4494244328620707,2.667436731040039,0.6563758089717763,15,4.11686116390211
102,-1.3276746908777184,1.745431366207796,0.5124586843925409,15,3.073106057085514
103,-2.135567960179089,3.201103918953276,0.36584090941534875,15,5.336671879132365
104,-0.39789553124208715,2.5473616137595614,0.9325229544102382,15,2.9452571450016487
105,-1.1584648358352339,2.331950473713678,0.5270777908435103,15,3.490415309548912
106,-2.135567960179089,1.2775908853526143,-0.5496899544833888,15,3.4131588455317035
107,-2.135567960179089,3.0876996415217133,0.21912479765074896,15,5.223267601700803
